GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_RIF	Rv0827c_DMSO_noDrug
Rv1507A	Rv1507A	hypothetical protein	human_sputum:13%	0.0281	0.99999631478537	1462.39	1453	1337	1664	1323	1549	124.96	123.45
fmt	Rv1406	methionyl-tRNA formyltransferase	hypoxia_late:17%; zinc_limitation:14%	0.0291	0.999985050742672	1528.02	1655	1547	1355	1549	1542	107.31	105.07
Rv0959	Rv0959	hypothetical protein	hypoxia_late:15%	0.0238	0.999981176807815	1496.19	1512	1604	1552	1412	1406	93.04	91.87
Rv1489A	Rv1489A	hypothetical protein	acidic:10%	0.0302	0.99999711632393	1475.67	1306	1401	1396	1629	1663	172.11	168.55
Rv0299	Rv0299	toxin	tyloxopol:10%	0.0261	0.999984478998087	1509.15	1668	1513	1560	1431	1382	685.46	675.96
Rv1505c	Rv1505c	hypothetical protein	INDIGO_exponential:14%; hypoxia_late:13%; ctl_stationary:10%	0.0284	0.999998501261381	1438.49	1239	1221	1549	1600	1611	62.42	61.27
Rv2885c	Rv2885c	transposase	zinc_limitation:27%; cholesterol:10%	0.0242	0.999980870692372	1508.81	1590	1559	1520	1487	1392	216.71	213.64
sigH	Rv3223c	ECF RNA polymerase sigma factor SigH	zinc_limitation:14%	0.0254	0.999983058356838	1509.81	1609	1594	1581	1410	1364	352.6	348
Rv1453	Rv1453	transcriptional activator protein	hypoxia_late:16%	0.0277	0.999987663149564	1514.84	1598	1537	1484	1480	1477	76.74	75.5
PE_PGRS21	Rv1087	PE-PGRS family protein PE_PGRS21	hypoxia_late:20%; cholesterol:12%	0.0261	0.999990681882462	1495.83	1465	1508	1566	1515	1427	155.25	152.8
mcr16	Rvnc0013	putative small regulatory RNA	low_iron:16%; hypoxia_fatty_acids:14%	0.0327	0.99999933414107	1453.37	1290	1135	1487	1672	1727	222.51	217.24
Rv2891	Rv2891	hypothetical protein	hypoxia_late:54%; PBS_RIF_DDmtb:10%	0.0359	0.999999061698556	1487.48	1422	1385	1362	1506	1781	11.09	10.85
ceoC	Rv2692	TRK system potassium uptake protein CeoC	PBS_RIF_DDmtb:17%	0.0236	0.999978257773704	1510.86	1473	1727	1504	1434	1426	273.71	270.3
Rv2742c	Rv2742c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%	0.0287	0.999991772706024	1520.86	1525	1516	1350	1602	1619	97.28	95.15
Rv2554c	Rv2554c	Holliday junction resolvase	microaerophilic:37%	0.023	0.999974564378573	1522.41	1644	1694	1547	1370	1372	439.29	434.3
Rv1648	Rv1648	transmembrane protein	PBS_RIF_DDmtb:14%	0.0256	0.999984769164915	1520.8	1552	1627	1491	1470	1467	152.03	149.85
Rv1056	Rv1056	hypothetical protein	hypoxia_late:8%	0.033	0.999998470072474	1492.28	1296	1307	1294	1773	1842	40.73	39.46
yrbE1B	Rv0168	membrane protein	butyrate_plus_glucose:11%; acidic_tyloxopol:10%	0.0233	0.999984186734331	1503.7	1469	1607	1576	1493	1379	401.46	396.11
argU	Rvnt43	tRNA-Arg	zinc_limitation:41%; hypoxia_late:23%	0.0371	0.999999999996649	1376.85	1014	552	1366	2030	2321	28.96	27.74
umaA	Rv0469	mycolic acid synthase UmaA	nutrient_limitation:16%; human_sputum:16%	0.0229	0.999983484492068	1508.72	1534	1597	1597	1476	1347	487.22	481.51
csoR	Rv0967	copper-sensing transcriptional repressor CsoR	microaerophilic:56%; hypoxia_fatty_acids:14%	0.028	0.99999329381881	1513.86	1591	1488	1534	1421	1538	178.04	175.57
MT2617	MT2617	hypothetical protein	acidic:16%	0.029	0.999995275110831	1510.27	1578	1441	1548	1404	1585	210.28	207.42
Rv0247c	Rv0247c	succinate dehydrogenase iron-sulfur subunit	tyloxopol:13%	0.0242	0.999978208019307	1539.56	1720	1670	1565	1449	1312	587.36	579.65
fadA3	Rv1074c	beta-ketoacyl CoA thiolase FadA	PBS_RIF_DDmtb:10%	0.0187	0.999962020985843	1531.54	1612	1806	1569	1453	1246	611.95	606.29
Rv0823c	Rv0823c	tRNA-dihydrouridine synthase	low_iron:14%; INDIGO_exponential:11%	0.0219	0.999973919732069	1537.2	1671	1709	1572	1459	1294	527.48	521.37
ribA2	Rv1415	bifunctional riboflavin biosynthesis GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate	INDIGO_exponential:10%	0.0221	0.999973718176273	1542.28	1713	1705	1567	1426	1320	261.89	258.89
kdpD	Rv1028c	sensor protein KdpD	hypoxia_late:15%	0.0266	0.999993678941695	1509.64	1391	1511	1415	1617	1622	41.66	40.8
end	Rv0670	endonuclease IV	PBS_RIF_DDmtb:15%	0.0237	0.999982484000626	1533.83	1603	1669	1555	1483	1368	390.64	385.43
Rv3342	Rv3342	methyltransferase	acidic_tyloxopol:19%; microaerophilic:12%	0.0248	0.999991803234125	1509.86	1425	1554	1533	1531	1508	189.95	187.11
Rv3212	Rv3212	hypothetical protein	high_iron:11%	0.0227	0.999984041275578	1516.63	1632	1531	1596	1495	1338	524.27	518.08
aftA	Rv3792	arabinofuranosyltransferase	hypoxia_late:18%	0.0246	0.999995834002148	1482.13	1321	1377	1524	1601	1599	95.81	94.2
Rv3906c	Rv3906c	hypothetical protein	hypoxia_late:12%	0.0259	0.999992847013687	1520.23	1518	1490	1480	1555	1559	223.02	219.23
Rv2642	Rv2642	ArsR family transcriptional regulator	hypoxia_fatty_acids:56%; butyrate:15%	0.0313	0.999998194765407	1517.43	1522	1412	1579	1441	1639	70.32	69.19
Rv0521	Rv0521	methyltransferase/methylase	hypoxia_late:25%; ctl_stationary:20%; PBS_RIF_DDmtb:11%	0.0534	0.999999999975357	1534.03	1265	961	1051	2307	2383	7.75	7.06
Rv2644c	Rv2644c	hypothetical protein	PBS_RIF_DDmtb:11%	0.0302	0.999999708756692	1455.11	1249	1111	1587	1690	1690	39.27	38.54
rfbD	Rv3783	O-antigen/lipopolysaccharide ABC transporter permease RfbD	INDIGO_exponential:12%	0.0219	0.999992118173327	1503.28	1477	1499	1665	1448	1433	250.36	247.86
MT1936	MT1936	hypothetical protein	butyrate_plus_glucose:9%	0.0239	0.999988835666495	1537.65	1568	1658	1535	1423	1509	113.09	111.81
fixA	Rv3029c	electron transfer flavoprotein subunit beta	hypoxia_hypoxic:11%; hypoxia_rar:11%; ctl_exponential:10%	0.0191	0.999976227357336	1544.16	1624	1748	1623	1475	1273	1117.42	1106.86
mtrA	Rv3246c	two component DNA-binding response regulator MtrA	cholesterol:12%	0.0198	0.999969444405393	1563.23	1735	1795	1592	1469	1256	1301.63	1287.95
Rv3632	Rv3632	membrane protein	hypoxia_late:11%; ctl_exponential:10%	0.0271	0.999997970801364	1500.39	1295	1387	1441	1682	1720	196.67	192.53
PE_PGRS7	Rv0578c	PE-PGRS family protein PE_PGRS7	cholesterol:15%; microaerophilic:13%; hypoxia_late:12%	0.0228	0.999989100551633	1532.15	1656	1493	1601	1535	1383	266.87	263.57
Rv3364c	Rv3364c	hypothetical protein	hypoxia_late:14%	0.0258	0.9999941981208	1535.17	1476	1602	1427	1583	1592	154.42	152.05
Rv1364c	Rv1364c	sigma factor regulatory protein	hypoxia_late:11%	0.0225	0.99998968370337	1524.28	1510	1605	1620	1443	1448	82.53	81.62
Rv2980	Rv2980	hypothetical protein	hypoxia_late:32%	0.0272	0.999996868623665	1516.88	1404	1461	1418	1637	1675	86.29	84.67
Rv3209	Rv3209	hypothetical protein	tyloxopol:13%; butyrate_plus_glucose:10%; high_iron:10%	0.0261	0.999992947777073	1547.86	1508	1648	1476	1562	1548	148.49	146.11
rnc	Rv2925c	ribonuclease III	microaerophilic:9%	0.0217	0.99998579428401	1537.31	1485	1707	1564	1520	1418	416.39	411.49
arsB1	Rv2685	arsenic-transport integral membrane protein ArsB	PBS_RIF_DDmtb:10%	0.0235	0.999987072800376	1551.46	1628	1673	1527	1457	1478	108.67	107.37
bcpB	Rv1608c	peroxiredoxin	tyloxopol:11%	0.0282	0.999995725853278	1552.82	1621	1549	1588	1527	1481	231.76	227.91
Rv3273	Rv3273	transmembrane carbonic anhydrase	high_iron:8%	0.0182	0.999967322135699	1560.58	1691	1829	1610	1461	1245	437.72	433.77
Rv3777	Rv3777	oxidoreductase	zinc_limitation:8%	0.0226	0.999993462136293	1511.84	1329	1577	1514	1576	1571	183.68	180.85
lpqF	Rv3593	lipoprotein LpqF	tyloxopol:10%	0.0198	0.999979938324653	1555.26	1631	1750	1603	1455	1353	259.87	257.34
sapM	Rv3310	acid phosphatase	tyloxopol:10%	0.0229	0.999992463774483	1533.84	1503	1603	1626	1447	1494	154.21	152.57
trpD	Rv2192c	anthranilate phosphoribosyltransferase	microaerophilic:28%; hypoxia_late:12%	0.0235	0.999984870007072	1568.48	1669	1713	1529	1504	1436	238.43	235.08
esxN	Rv1793	ESAT-6 like protein EsxN	acidic:9%	0.0189	0.999973486230786	1570.57	1730	1790	1598	1465	1296	1757.68	1741.56
eis	Rv2416c	enhanced intracellular survival protein	hypoxia_late:21%	0.0263	0.999997037059214	1537.94	1439	1468	1394	1687	1716	44.15	43.23
bglS	Rv0186	beta-glucosidase BglS	hypoxia_fatty_acids:22%; PBS_RIF_DDmtb:19%; microaerophilic:17%	0.0185	0.999971061261821	1580.74	1728	1848	1591	1478	1289	268.77	266.28
wag31	Rv2145c	cell wall synthesis protein Wag31	hypoxia_hypoxic:12%	0.0189	0.999977142446566	1563.81	1650	1777	1608	1489	1315	708.81	702.21
MT2934	MT2934	hypothetical protein	hypoxia_fatty_acids:14%	0.0265	0.999996615975958	1548.91	1527	1506	1432	1631	1654	71.56	70.25
sseC2	Rv0814c	hypothetical protein	low_iron:10%	0.021	0.999988852717855	1553.92	1593	1646	1618	1481	1437	758.79	751.25
eccC2	Rv3894c	ESX-2 type VII secretion system protein EccC	hypoxia_late:11%	0.02	0.999978630907144	1584.69	1725	1810	1584	1492	1335	108.77	107.58
cobN	Rv2062c	cobalamin biosynthesis protein CobN	hypoxia_late:16%	0.019	0.999981619541283	1568.24	1608	1792	1607	1518	1334	137.59	136.23
Rv3175	Rv3175	amidase	hypoxia_late:17%; butyrate:14%	0.026	0.999997577477948	1547.4	1424	1475	1481	1666	1701	60.01	58.84
esxD	Rv3891c	ESAT-6 like protein EsxD	acidic:11%; hypoxia_rar:11%	0.0237	0.999995990881524	1549.85	1494	1543	1575	1572	1566	642.54	632.54
nucS	Rv1321	endonuclease NucS	PBS_RIF_DDmtb:9%	0.0226	0.999988452997995	1586.24	1712	1723	1568	1467	1471	202.47	200.17
cfp6	Rv3004	low molecular weight protein antigen 6	butyrate_plus_glucose:9%	0.028	0.999996454164545	1589.64	1715	1601	1583	1507	1546	193.14	190.07
PPE30	Rv1802	PPE family protein PPE30	hypoxia_late:30%	0.0251	0.999999212859134	1503.42	1257	1280	1492	1762	1767	26.47	25.97
papA2	Rv3820c	trehalose-2-sulfate acyltransferase	hypoxia_late:9%	0.0251	0.999995614504337	1574.41	1657	1565	1600	1523	1529	69.29	68.3
Rv0541c	Rv0541c	integral membrane protein	hypoxia_late:15%; high_iron:11%	0.0202	0.999988239316314	1581.27	1638	1734	1589	1471	1482	134.52	133.22
kdtB	Rv2965c	phosphopantetheine adenylyltransferase	hypoxia_late:11%	0.0255	0.999997824171699	1557.33	1562	1495	1624	1498	1610	115.95	114.5
Rv0571c	Rv0571c	hypothetical protein	ctl_stationary:21%; hypoxia_late:15%	0.0264	0.999998213666299	1558.8	1466	1476	1465	1693	1704	38.38	37.59
Rv2731	Rv2731	hypothetical protein	hypoxia_late:11%; hypoxia_fatty_acids:10%	0.0209	0.999986447680461	1596.83	1734	1733	1523	1538	1466	191.54	189.14
aofH	Rv3170	flavin-containing monoamine oxidase	hypoxia_late:15%	0.0249	0.999998320433008	1547.52	1420	1449	1532	1652	1694	56.2	55.15
dnaJ1	Rv0352	chaperone protein DnaJ	microaerophilic:16%; hypoxia_fatty_acids:13%	0.0173	0.999976496726013	1590.93	1778	1794	1625	1505	1282	831.09	824.17
mcr11	MTS0997	small intergenic RNA	human_sputum:22%; hypoxia_hypoxic:13%	0.0274	0.999998921896394	1555.35	1585	1353	1580	1640	1628	282.53	278.38
fadD32	Rv3801c	long-chain-fatty-acid--AMP ligase FadD32	low_iron:9%	0.0156	0.999973846600932	1592.68	1696	1886	1636	1508	1271	748.82	743.47
Rv2676c	Rv2676c	hypothetical protein	zinc_limitation:7%	0.0262	0.999995722103686	1609.34	1739	1676	1570	1540	1527	126.45	124.53
Rv0686	Rv0686	membrane protein	INDIGO_exponential:8%	0.0206	0.99999288707151	1571.13	1554	1697	1634	1491	1485	209.5	207.44
bioF1	Rv1569	8-amino-7-oxononanoate synthase	hypoxia_late:24%	0.0225	0.999995356421809	1570.52	1502	1633	1577	1574	1568	225.37	221.99
Rv1444c	Rv1444c	hypothetical protein	acidic_tyloxopol:9%	0.0245	0.999994414786974	1600.7	1749	1639	1554	1509	1558	208.12	205.51
Rv1906c	Rv1906c	hypothetical protein	human_sputum:9%	0.0191	0.999996520822944	1546.77	1449	1529	1695	1521	1545	356.69	353.91
Rv1382	Rv1382	hypothetical protein	hypoxia_late:17%; zinc_limitation:11%	0.0247	0.999997801714279	1566.14	1498	1573	1550	1598	1613	105.94	104.46
mce1B	Rv0170	Mce family protein Mce1B	acidic:16%; acidic_tyloxopol:10%	0.0174	0.999992438120901	1556.39	1548	1625	1702	1530	1386	655.52	650.33
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	0.0234	0.99999777483674	1556.41	1447	1520	1525	1647	1648	158.04	155.68
lpqB	Rv3244c	lipoprotein LpqB	microaerophilic:13%; PBS_RIF_DDmtb:11%	0.018	0.999982434367738	1608.56	1737	1836	1606	1497	1387	215.47	213.63
MT2653	MT2653	hypothetical protein	hypoxia_late:27%; ctl_stationary:21%; PBS_RIF_DDmtb:11%	0.0362	0.999999999998967	1494.26	2078	734	1578	1464	1816	2.24	2.37
vapB25	Rv0277A	hypothetical protein	tyloxopol:11%; butyrate_plus_glucose:10%	0.0191	0.999996768582903	1553.79	1435	1567	1671	1591	1510	932.28	923.1
TB16.3	Rv2185c	hypothetical protein	acidic:15%	0.02	0.999995339599654	1581.92	1599	1616	1651	1554	1492	519.66	514.2
hemZ	Rv1485	ferrochelatase	INDIGO_exponential:8%	0.0194	0.999991645619501	1605.86	1616	1801	1605	1511	1505	152.69	151.31
fadB5	Rv1912c	oxidoreductase FadB	hypoxia_late:19%	0.0215	0.999997429343446	1559.57	1436	1530	1590	1632	1614	107.02	105.55
Rv2401	Rv2401	hypothetical protein	PBS_RIF_DDmtb:10%	0.0287	0.999999455466875	1571.26	1529	1416	1511	1639	1773	50.76	49.88
Rv2132	Rv2132	hypothetical protein	ctl_stationary:14%	0.0276	0.999998714106372	1590.64	1673	1487	1619	1494	1686	141.95	140.18
Rv2721c	Rv2721c	hypothetical protein	tyloxopol:10%	0.0162	0.999977626270058	1625.02	1839	1885	1639	1512	1288	444.02	440.72
xylB	Rv0729	D-xylulose kinase XylB	hypoxia_late:33%	0.0231	0.999999054545341	1546.99	1335	1397	1503	1758	1768	35.03	34.38
Rv0390	Rv0390	hypothetical protein	human_sputum:11%	0.0214	0.999995886221164	1586.62	1486	1706	1515	1624	1607	243.76	240.55
rpoZ	Rv1390	DNA-directed RNA polymerase subunit omega	microaerophilic:10%	0.019	0.999993783821165	1586.96	1667	1624	1661	1526	1462	835.13	827.92
Rv2730	Rv2730	hypothetical protein	hypoxia_late:13%; ctl_stationary:13%	0.0268	0.999999400701233	1570.2	1327	1427	1406	1849	1886	87.64	85.43
Rv1053c	Rv1053c	hypothetical protein	human_sputum:20%; ctl_exponential:11%	0.0259	0.99999849143261	1594.54	1704	1485	1586	1532	1671	121.3	119.81
ctaE	Rv2193	cytochrome C oxidase subunit III	tyloxopol:16%; INDIGO_exponential:12%	0.0172	0.999982193810158	1628.57	1829	1864	1632	1524	1325	1398.49	1386.89
MT3013	MT3013	hypothetical protein	high_iron:11%; hypoxia_rar:10%	0.0221	0.999997553963276	1582.03	1557	1612	1652	1460	1633	284.7	282.06
Rv0275c	Rv0275c	transcriptional regulator	hypoxia_fatty_acids:15%	0.0194	0.999997975770088	1558.1	1423	1560	1704	1579	1531	250.81	248.33
malQ	Rv1781c	4-alpha-glucanotransferase	hypoxia_late:14%	0.0191	0.99999253610068	1616.72	1642	1813	1571	1514	1552	62.2	61.63
Rv1046c	Rv1046c	hypothetical protein	human_sputum:20%	0.025	0.999997602166137	1610.84	1636	1640	1493	1638	1650	100.9	99.26
Rv0318c	Rv0318c	integral membrane protein	hypoxia_late:22%	0.0262	0.999999608432697	1565.28	1394	1378	1573	1723	1780	35.3	34.65
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	0.0172	0.999991871120249	1598.79	1702	1672	1676	1550	1404	671.3	665.94
Rv1904	Rv1904	hypothetical protein	acidic_tyloxopol:15%; acidic:11%	0.0202	0.999992886176369	1631.13	1729	1789	1540	1563	1543	355.06	351.02
mca	Rv1082	mycothiol S-conjugate amidase	human_sputum:9%	0.0216	0.999998621706142	1561.42	1378	1445	1538	1718	1745	105.91	104.14
thrC	Rv1295	threonine synthase	high_iron:9%	0.0173	0.999995109944452	1574.5	1531	1650	1719	1539	1441	417.71	414.49
gpgS	Rv1208	glucosyl-3-phosphoglycerate synthase	hypoxia_late:9%	0.019	0.999992310939793	1627.65	1754	1760	1622	1522	1490	207.65	205.78
mntH	Rv0924c	divalent metal cation transporter MntH	hypoxia_late:16%	0.0229	0.999998406516437	1585.29	1493	1523	1545	1660	1711	50.32	49.51
Rv2451	Rv2451	hypothetical protein	hypoxia_rar:24%; human_sputum:15%; hypoxia_late:10%	0.0239	0.999998620755945	1587.05	1600	1544	1699	1452	1646	123.5	122.38
aroD	Rv2537c	3-dehydroquinate dehydratase	low_iron:8%	0.0204	0.999996060336869	1609.75	1614	1685	1599	1585	1567	257.87	254.99
pimB	Rv2188c	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	acidic_tyloxopol:14%; hypoxia_late:12%	0.0217	0.999998527798253	1573.32	1416	1546	1539	1691	1683	46.28	45.66
vapC3	Rv0549c	ribonuclease VapC3	ctl_stationary:22%; hypoxia_late:11%	0.0268	0.999998967870705	1622.21	1708	1562	1556	1606	1682	75.25	74.03
speE	Rv2601	spermidine synthase	hypoxia_late:21%	0.0197	0.999993854451394	1635.99	1746	1769	1614	1536	1523	94.82	93.89
Rv3898c	Rv3898c	hypothetical protein	ctl_exponential:8%	0.0214	0.999998413661387	1583.28	1433	1536	1516	1721	1721	218.28	215.03
MT0122	MT0122	phosphoheptose isomerase	butyrate_plus_glucose:9%	0.0188	0.999994459141716	1624.6	1602	1830	1542	1564	1593	96.27	95.35
dinF	Rv2836c	DNA-damage-inducible protein DinF	PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.0192	0.999996840230697	1603.81	1703	1583	1726	1486	1528	125.21	124.26
accD6	Rv2247	acetyl-/propionyl-CoA carboxylase subunit beta	acidic:12%; hypoxia_hypoxic:10%; low_iron:10%	0.0147	0.999983472828024	1632.24	1762	1894	1678	1542	1316	1282.27	1273.83
mshC	Rv2130c	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	microaerophilic:8%	0.0183	0.999995946290092	1609.27	1573	1735	1683	1559	1502	178.59	177
Rv2970A	Rv2970A	hypothetical protein	human_sputum:17%	0.0253	0.999998419248568	1639.26	1717	1663	1510	1654	1656	231.71	228.18
Rv1571	Rv1571	hypothetical protein	hypoxia_late:32%	0.0228	0.999998090526967	1618	1684	1630	1648	1502	1629	102	101.03
impA	Rv1604	inositol-monophosphatase ImpA	microaerophilic:46%	0.0178	0.999996285895224	1601.59	1561	1708	1709	1501	1535	212.39	210.82
MT0347	MT0347	hypothetical protein	hypoxia_fatty_acids:11%	0.0218	0.999996332235755	1648.13	1775	1721	1612	1582	1556	131.77	130.08
pafA	Rv2097c	proteasome accessory factor PafA	tyloxopol:10%	0.0174	0.999994054616701	1624.78	1652	1791	1684	1548	1459	246.81	244.8
Rv2656c	Rv2656c	prophage protein	hypoxia_hypoxic:8%	0.0189	0.999998421646026	1597.86	1501	1629	1718	1528	1618	209.18	207.54
Rv1377c	Rv1377c	transferase	zinc_limitation:14%	0.0217	0.999998680362721	1612.53	1488	1571	1537	1731	1744	141.88	139.51
MT1978	MT1978	hypothetical protein	INDIGO_exponential:14%; tyloxopol:13%; cholesterol:12%; hypoxia_late:10%	0.0283	0.999999808623139	1626.45	1689	1420	1582	1612	1844	99.46	97.91
egtE	Rv3700c	pyridoxal-phosphate-dependent protein EgtE	hypoxia_late:18%	0.0179	0.999996496946835	1641.59	1690	1747	1653	1552	1570	110.87	109.99
gabD1	Rv0234c	succinate-semialdehyde dehydrogenase	PBS_RIF_DDmtb:10%	0.0183	0.999996652940053	1646.36	1686	1745	1638	1611	1555	126.03	124.78
Rv0336	Rv0336	hypothetical protein	zinc_limitation:11%	0.0155	0.999991298195873	1667.13	1801	1907	1649	1546	1453	235.02	233.42
Rv1580c	Rv1580c	phage protein	hypoxia_late:11%	0.0239	0.99999966765166	1610.69	1460	1524	1615	1703	1761	80.07	78.98
Rv0508	Rv0508	hypothetical protein	tyloxopol:11%	0.0206	0.999997895232543	1655.38	1781	1683	1640	1560	1617	274.82	272.01
recC	Rv0631c	exonuclease V subunit gamma RecC	hypoxia_late:47%	0.0184	0.999996829756028	1654.46	1620	1802	1563	1658	1634	35.19	34.78
mfd	Rv1020	transcription-repair coupling factor	hypoxia_late:14%	0.0156	0.999993600579959	1654.63	1706	1876	1674	1580	1452	106.08	105.3
idsB	Rv3383c	polyprenyl synthetase IdsB	hypoxia_late:13%	0.0183	0.999998951284549	1603.87	1483	1611	1743	1529	1660	65.73	65.26
phoH2	Rv1095	phosphate starvation-inducible protein PsiH	high_iron:10%	0.0151	0.999994187124776	1653.86	1771	1816	1714	1569	1416	863.38	857.53
Rv0238	Rv0238	transcriptional regulator	human_sputum:9%	0.0195	0.99999725978836	1666.31	1788	1761	1668	1519	1603	147.35	146.11
Rv2994	Rv2994	MFS-type transporter	hypoxia_late:8%	0.0162	0.999992618766347	1674.06	1820	1897	1645	1551	1476	211.86	210.31
pks5	Rv1527c	polyketide synthase	hypoxia_late:18%	0.0152	0.999992708788829	1665.91	1800	1870	1687	1567	1425	73.51	72.98
lysS	Rv3598c	lysine--tRNA ligase	PBS_RIF_DDmtb:11%	0.0181	0.999997531743899	1653.27	1659	1701	1609	1657	1641	95.49	94.43
Rv0245	Rv0245	oxidoreductase	low_iron:14%	0.021	0.999998298015018	1659.62	1675	1719	1543	1668	1696	121.8	120.23
egtB	Rv3703c	iron(II)-dependent oxidoreductase EgtB	hypoxia_late:10%	0.0173	0.999995767099904	1663.04	1751	1809	1679	1541	1544	137.49	136.4
cysK1	Rv2334	O-acetylserine sulfhydrylase	high_iron:14%; tyloxopol:12%; INDIGO_exponential:12%	0.0161	0.999997082723751	1637.94	1666	1724	1735	1568	1503	378.58	375.98
Rv3521	Rv3521	hypothetical protein	human_sputum:13%	0.0167	0.999999749548385	1548.9	1303	1320	1768	1700	1687	77.88	77.22
MTS0900	MTS0900	small intergenic RNA	butyrate:33%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	0.018	0.999996197656897	1671.81	1813	1797	1681	1573	1506	1004.86	995.81
Rv1993c	Rv1993c	hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_fatty_acids:16%; hypoxia_late:12%; butyrate:12%; microaerophilic:10%	0.0202	0.99999898991291	1646.16	1547	1742	1631	1593	1722	157.61	156.15
Rv2042c	Rv2042c	hypothetical protein	hypoxia_late:9%	0.0195	0.999998948212262	1641.46	1539	1635	1557	1747	1735	76.55	75.56
Rv0374c	Rv0374c	carbon monoxyde dehydrogenase small subunit	hypoxia_late:36%; ctl_stationary:18%; PBS_RIF_DDmtb:10%	0.0236	0.999999987561821	1548.69	1269	1059	1617	1904	2003	15.4	15.07
rpsA	Rv1630	30S ribosomal protein S1	INDIGO_exponential:9%	0.0142	0.999995033256421	1657.22	1714	1827	1732	1588	1439	1194.34	1186.98
Rv0083	Rv0083	oxidoreductase	hypoxia_late:24%	0.0188	0.999999119431283	1628.66	1538	1540	1643	1715	1712	91.84	90.7
Rv3289c	Rv3289c	transmembrane protein	microaerophilic:33%; ctl_stationary:18%; hypoxia_fatty_acids:16%	0.0242	0.999999915574875	1610.15	1588	1354	1747	1545	1839	44.23	43.73
fbpB	Rv1886c	diacylglycerol acyltransferase/mycolyltransferase Ag85B	tyloxopol:11%	0.0135	0.999991633330116	1678.13	1865	1914	1716	1565	1362	1153.03	1146.34
purF	Rv0808	amidophosphoribosyltransferase	low_iron:8%	0.0142	0.999996316818703	1653.86	1640	1824	1729	1618	1469	330.98	328.88
Rv1035c	Rv1035c	transposase	hypoxia_late:60%	0.0326	0.999999946857847	1687.93	1419	1430	1320	2285	2098	17.1	16.4
MT0450	MT0450	hypothetical protein	human_sputum:13%	0.019	0.999999937405452	1560.47	1386	1238	1855	1499	1876	185.05	184.58
Rv1279	Rv1279	GMC-type oxidoreductase	zinc_limitation:15%	0.0163	0.999996025036501	1682.27	1776	1858	1693	1584	1512	177.48	176.13
