GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_DMSO_RIF
Rv3195	Rv3195	hypothetical protein	hypoxia_late:20%; PBS_RIF_DDmtb:15%; nutrient_limitation:12%; ctl_stationary:10%	0.1707	0.97711413322118	1175.37	1102	1135	1139	1322	1185	16.88	14.71
Rv3688c	Rv3688c	hypothetical protein	ctl_exponential:8%	0.1219	0.863252539745261	1138.17	1097	1195	1175	1226	1005	314.68	286.93
mshB	Rv1170	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase	PBS_RIF_DDmtb:13%	0.1497	0.961105664848127	1138.79	1159	1093	1127	1247	1072	65.1	58.14
Rv0750	Rv0750	hypothetical protein	human_sputum:9%	0.1442	0.943159417252556	1150.43	1025	1041	1057	1382	1269	134.77	120.97
Rv3785	Rv3785	hypothetical protein	INDIGO_exponential:9%	0.1338	0.904276104628268	1152.5	1088	1198	1197	1267	1021	113.23	102.12
Rv0880	Rv0880	HTH-type transcriptional regulator	hypoxia_late:12%; ctl_stationary:10%	0.1656	0.974721040678619	1176.4	1047	1055	1074	1432	1299	51.63	45.35
mas	Rv2940c	multifunctional mycocerosic acid synthase	zinc_limitation:11%; hypoxia_rar:11%	0.11	0.786834763713534	1146.65	1163	1315	1266	1222	807	469.92	431.97
PPE64	Rv3558	PPE family protein PPE64	hypoxia_late:26%; human_sputum:14%	0.1507	0.953490218849347	1163.13	1138	1168	1186	1284	1046	41.41	36.83
efp	Rv2534c	elongation factor P	low_iron:9%	0.1181	0.854147655852928	1142.93	1109	1209	1193	1239	975	397.49	363.33
PPE24	Rv1753c	PPE family protein PPE24	hypoxia_late:28%; human_sputum:13%; ctl_stationary:10%	0.1304	0.898278427670661	1155.58	1158	1272	1231	1170	960	39.24	35.45
PPE8	Rv0355c	PPE family protein PPE8	hypoxia_late:23%; ctl_stationary:15%; human_sputum:11%	0.2118	0.995418590280521	1219.8	1289	1390	1146	1051	1237	25.96	22.05
Rv1318c	Rv1318c	adenylate cyclase	nutrient_limitation:26%; PBS_RIF_DDmtb:22%	0.1292	0.884452291649241	1162.36	1056	1216	1183	1277	1087	51	46.12
vapB36	Rv1982A	antitoxin VapB36	human_sputum:22%	0.1503	0.960009196167828	1156.5	1042	1017	987	1428	1344	84.51	75.42
apa	Rv1860	hypothetical protein	hypoxia_late:10%	0.1262	0.89065368804913	1153.67	1125	1212	1226	1218	996	134.38	122.21
MT2015.1	MT2015.1	hypothetical protein	hypoxia_late:20%; ctl_stationary:18%; hypoxia_fatty_acids:10%; PBS_RIF_DDmtb:10%	0.2595	0.999571175982387	1220.1	1408	1052	1037	1273	1355	7.76	6.17
Rv2661c	Rv2661c	hypothetical protein	ctl_stationary:19%; acidic_tyloxopol:16%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%	0.1954	0.99577165592859	1181.74	1174	983	990	1461	1338	25.22	21.5
Rv2514c	Rv2514c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_late:12%	0.1742	0.986293349328542	1186.91	1087	1018	1133	1424	1295	35.45	31.02
pntAb	Rv0156	NAD(P) transhydrogenase subunit alpha PntAb	tyloxopol:12%; ctl_exponential:12%	0.1298	0.919996755728333	1148.33	1089	1111	1165	1282	1100	264.66	240.08
MT1178	MT1178	hypothetical protein	butyrate:32%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	0.1306	0.896791180934332	1169.26	1094	1237	1282	1256	991	1141.33	1034.96
Rv2271	Rv2271	hypothetical protein	human_sputum:17%; ctl_exponential:16%; hypoxia_rar:10%	0.1637	0.974381290036811	1194.76	1115	1173	1222	1334	1136	122.6	108.53
mazE9	Rv2801A	antitoxin MazE9	human_sputum:17%; hypoxia_late:11%; ctl_stationary:10%	0.1772	0.99128231492879	1186.79	1183	1076	1056	1363	1270	73.1	63.9
nusG	Rv0639	transcription termination/antitermination protein NusG	zinc_limitation:9%	0.1098	0.807555018757525	1165.35	1175	1335	1279	1257	821	1222.14	1123.7
Rv3233c	Rv3233c	conserved hypothetical protein	high_iron:9%	0.1327	0.921483121413427	1171.47	1065	1149	1122	1335	1195	91.86	83.04
pknH	Rv1266c	serine/threonine-protein kinase PknH	ctl_stationary:22%; hypoxia_late:11%	0.1195	0.8770597876332	1162.18	1099	1201	1223	1265	1031	82.59	75.35
eccC4	Rv3447c	ESX-4 secretion system protein EccC4	hypoxia_late:39%; ctl_stationary:15%; PBS_RIF_DDmtb:14%	0.2464	0.998844417118615	1261.99	1415	1464	1153	1076	1224	9.8	8
Rv1140	Rv1140	integral membrane protein	PBS_RIF_DDmtb:10%	0.1212	0.876825163289302	1165.58	1108	1236	1212	1241	1038	163.11	148.78
Rv1645c	Rv1645c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:10%	0.1315	0.918901088577377	1175.2	1061	1165	1120	1338	1201	53.23	48.06
Rv1725c	Rv1725c	hypothetical protein	hypoxia_late:13%; hypoxia_fatty_acids:10%	0.1759	0.990414912732043	1195.69	1219	1163	1111	1327	1164	35.37	30.83
Rv0245	Rv0245	oxidoreductase	low_iron:14%	0.13	0.918995084162151	1167.53	1060	1139	1148	1333	1166	134.33	121.8
PE25	Rv2431c	PE family protein PE25	acidic:10%	0.1216	0.880082936235914	1166.55	1092	1214	1206	1274	1054	467.29	425.9
galE2	Rv0501	UDP-glucose 4-epimerase GalE	human_sputum:9%	0.1185	0.870967465070518	1167.37	1173	1285	1265	1237	900	365.32	333.82
frdA	Rv1552	fumarate reductase flavoprotein subunit	hypoxia_late:26%; acidic_tyloxopol:10%	0.2206	0.997720230524481	1232.26	1509	1364	1107	1172	1039	11.37	9.46
PPE14	Rv0915c	PPE family protein PPE14	hypoxia_late:33%; microaerophilic:28%	0.1485	0.957838907761791	1191.52	1076	1166	1129	1387	1211	27.44	24.37
PPE7	Rv0354c	PPE family protein PPE7	ctl_stationary:13%; microaerophilic:10%	0.1608	0.976452532996066	1198.49	1110	1179	1145	1390	1178	100.69	88.86
MT0655	MT0655	hypothetical protein	PBS_RIF_DDmtb:9%	0.1381	0.959301781609699	1157.36	1196	1102	1229	1238	1029	226.64	204.56
MT0910.1	MT0910.1	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:27%	0.352	0.999947745982306	1291.26	1602	951	905	1634	1467	6.63	4.51
Rv3802c	Rv3802c	membrane protein	zinc_limitation:10%	0.1135	0.847657509943555	1174.28	1144	1303	1258	1264	924	309.37	283.56
Rv0791c	Rv0791c	hypothetical protein	hypoxia_fatty_acids:59%	0.1402	0.946270675587693	1191.88	1104	1196	1169	1343	1154	51.42	46.09
Rv2893	Rv2893	oxidoreductase	hypoxia_late:25%; PBS_RIF_DDmtb:11%	0.1624	0.977964382783289	1210.24	1067	1125	1246	1421	1207	34.56	30.5
pip	Rv0840c	proline iminopeptidase	ctl_stationary:24%; PBS_RIF_DDmtb:16%; nutrient_limitation:12%	0.1864	0.997116288539607	1180.23	1308	1119	1050	1309	1127	33.38	28.77
Rv0737	Rv0737	transcriptional regulator	hypoxia_late:26%; PBS_RIF_DDmtb:17%	0.203	0.996691388793064	1222.51	1189	1045	1199	1366	1327	18.48	15.66
Rv0502	Rv0502	hypothetical protein	acidic:12%; acidic_tyloxopol:10%	0.1109	0.839462523394506	1178.02	1156	1311	1285	1275	891	671.94	617.36
Rv1378c	Rv1378c	hypothetical protein	zinc_limitation:16%; hypoxia_late:14%	0.1195	0.888611621218953	1177.5	1090	1207	1275	1305	1023	164.07	149.82
echA10	Rv1142c	enoyl-CoA hydratase EchA10	PBS_RIF_DDmtb:10%	0.1248	0.910024489102564	1178.71	1137	1226	1280	1269	994	218.26	198.73
Rv1769	Rv1769	hypothetical protein	high_iron:9%	0.1105	0.852908416217619	1174.5	1168	1289	1225	1292	920	303.95	279.25
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	0.1657	0.991197622897117	1194.08	1140	967	1066	1480	1354	115.85	102.17
mce1D	Rv0172	Mce family protein Mce1D	butyrate_plus_glucose:15%; acidic_tyloxopol:10%	0.1154	0.862108962638959	1191.06	1161	1334	1316	1271	902	507.07	464.41
nuoM	Rv3157	NADH-quinone oxidoreductase subunit M	high_iron:16%; butyrate_plus_glucose:13%; tyloxopol:11%; INDIGO_exponential:11%	0.1158	0.870048951750341	1187.06	1195	1324	1295	1261	889	460.5	421.58
oxyR'	Rv2427A	hypothetical protein	PBS_RIF_DDmtb:26%; hypoxia_late:21%	0.2215	0.998585771710493	1251.74	1214	1028	1376	1283	1375	11.86	9.85
PE2	Rv0152c	PE family protein PE2	hypoxia_late:25%; PBS_RIF_DDmtb:15%; ctl_stationary:12%	0.1674	0.991801735784946	1204.33	1260	1171	1188	1307	1101	22.89	20.05
lprL	Rv0593	Mce family lipoprotein LprL	hypoxia_late:21%; PBS_RIF_DDmtb:10%	0.1672	0.984162569722138	1230.73	1170	1276	1215	1349	1149	26.44	23.18
Rv2649	Rv2649	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1713	0.989737070961349	1223.6	1211	1203	1134	1370	1206	22.3	19.45
fadA2	Rv0243	acetyl-CoA acetyltransferase FadA	low_iron:14%; high_iron:11%	0.1141	0.877711456187466	1180.79	1121	1238	1291	1321	953	674.29	618.44
Rv3732	Rv3732	hypothetical protein	acidic_tyloxopol:10%	0.1238	0.918357520518106	1198.75	1182	1287	1264	1251	1020	126.34	114.95
aofH	Rv3170	flavin-containing monoamine oxidase	hypoxia_late:15%	0.1399	0.962404740125057	1203.39	1188	1230	1243	1303	1060	62.55	56.2
Rv0842	Rv0842	integral membrane protein	acidic_tyloxopol:16%; nutrient_limitation:11%	0.1644	0.988529203261578	1223.24	1277	1294	1216	1286	1052	39.66	34.93
Rv2686c	Rv2686c	antibiotic ABC transporter permease	PBS_RIF_DDmtb:12%	0.1794	0.995209626567049	1226.22	1215	1129	1092	1455	1256	40.21	34.77
Rv3604c	Rv3604c	transmembrane protein	hypoxia_late:12%	0.1113	0.889512471827525	1186.24	1165	1265	1211	1291	1010	182.1	167.24
Rv0812	Rv0812	amino acid aminotransferase	PBS_RIF_DDmtb:15%	0.1406	0.967397162179999	1206.39	1206	1215	1200	1318	1098	83.31	74.79
Rv3136A	Rv3136A	hypothetical protein	zinc_limitation:21%; hypoxia_rar:10%	0.1165	0.898097248606801	1196.33	1154	1274	1274	1308	987	935.72	855.72
ctpG	Rv1992c	cation transporter ATPase G	PBS_RIF_DDmtb:30%; butyrate:11%	0.1125	0.89394088942408	1188.42	1149	1251	1235	1293	1024	85.81	78.68
Rv2675c	Rv2675c	hypothetical protein	low_iron:7%	0.1261	0.931890280073494	1209.28	1162	1277	1232	1287	1094	129.23	117.29
vapB5	Rv0626	antitoxin VapB5	tyloxopol:10%	0.1254	0.939435064378764	1198.38	1146	1181	1261	1311	1099	396.08	360.73
MT3077	MT3077	hypothetical protein	hypoxia_late:40%	0.1918	0.998893660276115	1207.87	1296	937	977	1466	1415	27.56	23.58
Rv3766	Rv3766	hypothetical protein	butyrate_plus_glucose:10%	0.124	0.929147064183176	1209.36	1098	1192	1220	1358	1186	103.58	94.31
prcB	Rv2110c	proteasome subunit beta	INDIGO_exponential:8%	0.1152	0.896884287171555	1201.03	1249	1344	1303	1253	887	552.56	506.04
dapE	Rv1202	succinyl-diaminopimelate desuccinylase DapE	hypoxia_late:11%	0.1259	0.93726653484647	1210.24	1148	1241	1256	1295	1116	86	78.15
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	0.1309	0.952700967551962	1213.25	1129	1184	1194	1356	1209	83.68	75.78
Rv1504c	Rv1504c	conserved hypothetical protein	hypoxia_late:16%	0.1593	0.989952743725296	1222.02	1273	1220	1154	1325	1143	59.07	52.31
oppB	Rv1283c	oligopeptide ABC transporter permease OppB	hypoxia_late:10%	0.1256	0.936493567626351	1214.28	1150	1260	1241	1313	1113	96.87	87.93
leuW	Rvnt19	tRNA-Leu	hypoxia_late:31%; ctl_stationary:11%	0.2817	0.999957474104585	1267.05	1606	728	838	1551	1814	7.64	5.64
plcD	Rv1755c	phospholipase C 4 plcD	hypoxia_late:30%; PBS_RIF_DDmtb:11%	0.2237	0.999239629258585	1267.54	1382	1314	1166	1234	1247	11.03	9.14
echA13	Rv1935c	enoyl-CoA hydratase EchA13	hypoxia_late:33%; ctl_stationary:12%	0.1748	0.994442833892068	1251.28	1132	1085	1144	1571	1356	11.52	9.9
gadB	Rv3432c	glutamate decarboxylase GadB	hypoxia_late:16%	0.1385	0.980363417376825	1195.17	1341	1243	1192	1210	1003	70.12	63.05
Rv2699c	Rv2699c	hypothetical protein	ctl_stationary:15%; hypoxia_fatty_acids:14%	0.1258	0.947875680402498	1212.07	1114	1157	1234	1383	1181	248.06	225.69
Rv3815c	Rv3815c	acyltransferase	hypoxia_late:10%	0.1184	0.916556347971273	1214.61	1193	1312	1278	1280	1022	225.99	206.29
Rv1112	Rv1112	GTP-binding protein	hypoxia_late:28%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.1574	0.983938841172808	1250.09	1212	1278	1204	1373	1188	29.43	26.01
Rv0336	Rv0336	hypothetical protein	zinc_limitation:11%	0.1075	0.88186862680143	1205.39	1202	1306	1260	1331	949	255.23	235.02
lpqC	Rv3298c	esterase LpqC	hypoxia_late:14%	0.1179	0.919009128648878	1213.23	1126	1240	1249	1337	1121	115.48	105.5
vapC37	Rv2103c	ribonuclease VapC37	INDIGO_exponential:11%	0.1198	0.929795530063447	1214.38	1116	1213	1239	1359	1152	201.29	183.89
rpoZ	Rv1390	DNA-directed RNA polymerase subunit omega	microaerophilic:10%	0.109	0.887637294956919	1210.93	1184	1318	1297	1300	974	907.4	835.13
35kd_ag	Rv2744c	hypothetical protein	hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	0.1107	0.895145400644757	1212.09	1151	1286	1305	1348	989	573.92	527.52
Rv0272c	Rv0272c	hypothetical protein	microaerophilic:10%	0.1195	0.92483774782152	1220.96	1166	1297	1263	1310	1077	116.7	106.35
PE10	Rv1089	PE family protein	hypoxia_late:39%; ctl_stationary:14%; PBS_RIF_DDmtb:10%	0.239	0.999476961748396	1302.1	1486	1333	1121	1258	1326	16.74	13.77
cstA	Rv3063	carbon starvation protein A	hypoxia_late:17%; ctl_stationary:11%	0.1296	0.948347316700787	1233.07	1194	1309	1298	1299	1074	40.31	36.46
frdD	Rv1555	fumarate reductase membrane anchor subunit	acidic:20%; hypoxia_late:17%; acidic_tyloxopol:16%	0.1908	0.998542362704962	1250.98	1275	1027	1013	1512	1473	15.57	13.28
PPE13	Rv0878c	PPE family protein PPE13	hypoxia_late:11%	0.1474	0.980176302498626	1232.97	1222	1234	1217	1360	1137	43.79	38.98
vapC30	Rv0624	ribonuclease VapC30	PBS_RIF_DDmtb:11%	0.1349	0.967130833735084	1225.16	1130	1154	1182	1442	1230	129.94	117.16
MT1571	MT1571	hypothetical protein	hypoxia_late:14%; ctl_stationary:14%	0.258	0.999833153705411	1304.35	1452	1141	1123	1279	1554	10.38	8.22
lppF	Rv1921c	lipoprotein LppF	hypoxia_late:14%; acidic_tyloxopol:11%	0.1681	0.994208683235231	1261.76	1245	1248	1237	1374	1208	20.72	18.14
Rv1543	Rv1543	oxidoreductase	human_sputum:7%	0.1076	0.879687131992467	1224.38	1201	1360	1322	1324	941	382.6	352.21
Rv0787A	Rv0787A	hypothetical protein	acidic:13%; zinc_limitation:12%	0.1153	0.927989709905962	1220.21	1143	1229	1213	1362	1160	457.61	418.92
Rv1534	Rv1534	transcriptional regulator	nutrient_limitation:15%; hypoxia_fatty_acids:14%	0.1305	0.961590386699827	1231.58	1096	1148	1170	1445	1315	52.72	47.73
Rv3727	Rv3727	oxidoreductase	nutrient_limitation:29%; PBS_RIF_DDmtb:20%	0.1131	0.902731952043597	1231.43	1128	1305	1313	1351	1073	111.4	102.04
cwsA	Rv0008c	cell wall synthesis protein CwsA	hypoxia_late:18%	0.1388	0.974111615782549	1238.71	1120	1159	1191	1448	1289	79.34	71.39
MT2722	MT2722	hypothetical protein	PBS_RIF_DDmtb:15%	0.2265	0.999837640641215	1258.04	1421	881	1040	1502	1518	22.93	19.2
PPE56	Rv3350c	PPE family protein PPE56	hypoxia_late:25%; microaerophilic:16%	0.1336	0.96673673626975	1236.99	1310	1418	1332	1242	916	33.71	30.35
Rv3524	Rv3524	membrane protein	zinc_limitation:16%	0.114	0.934805154114851	1216.29	1181	1217	1330	1361	1009	422.48	387.48
Rv3642c	Rv3642c	hypothetical protein	human_sputum:17%	0.1515	0.990850181023266	1232.38	1235	1098	1103	1400	1341	112.62	100.56
plsC	Rv2483c	bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate	microaerophilic:13%; acidic:11%	0.1076	0.896716547298357	1223.15	1186	1319	1290	1341	997	174.81	160.9
lpqN	Rv0583c	lipoprotein LpqN	ctl_exponential:12%; acidic:12%	0.136	0.969691537317832	1250.77	1232	1308	1326	1319	1078	160.93	145.33
Rv0584	Rv0584	glycosidase	hypoxia_late:19%; human_sputum:11%	0.1739	0.996667147028326	1262.39	1451	1402	1228	1250	1006	17.96	15.63
MT4035.1	MT4035.1	hypothetical protein	microaerophilic:18%; ctl_stationary:12%	0.1379	0.986709166062869	1216.09	1357	1227	1185	1244	1076	274.59	247.45
parE2	Rv2142c	toxin ParE2	ctl_stationary:11%	0.1794	0.997572781633913	1262.61	1303	1152	1143	1393	1332	37.38	32.59
yajC	Rv2588c	membrane protein secretion factor YajC	zinc_limitation:9%	0.1414	0.983634826048329	1241.33	1304	1290	1273	1281	1067	275.68	247.79
vapB2	Rv0300	antitoxin VapB2	INDIGO_exponential:10%	0.1171	0.937096180676389	1245.16	1117	1244	1257	1426	1192	431.73	394.51
Rv1357c	Rv1357c	hypothetical protein	hypoxia_late:18%; ctl_stationary:14%	0.1594	0.993199642345121	1263.23	1160	1117	1230	1515	1313	26.77	23.58
Rv3668c	Rv3668c	protease	zinc_limitation:11%	0.1185	0.937724401488268	1256.39	1124	1279	1271	1414	1203	120.58	110.06
MT2165	MT2165	hypothetical protein	ctl_stationary:10%	0.1751	0.996888578567849	1275.31	1190	1061	1161	1537	1460	33.09	28.76
drrC	Rv2938	daunorubicin ABC transporter permease DrrC	INDIGO_exponential:14%	0.1286	0.963565332370662	1253.19	1176	1246	1245	1389	1215	67.32	61.03
mce2F	Rv0594	Mce family protein Mce2F	PBS_RIF_DDmtb:13%; hypoxia_late:13%	0.1374	0.979733869399802	1259.65	1229	1252	1270	1369	1182	33.71	30.29
alaT	Rvnt02	tRNA-Ala	hypoxia_late:17%; tyloxopol:16%	0.2346	0.999886887428452	1291.77	1471	922	1109	1409	1612	24.25	20.02
Rv2308	Rv2308	hypothetical protein	hypoxia_late:22%; ctl_stationary:11%	0.1429	0.975766084220064	1282.48	1083	1228	1196	1521	1408	29.19	26.02
Rv0250c	Rv0250c	hypothetical protein	hypoxia_fatty_acids:19%; ctl_exponential:11%	0.1289	0.976166407860561	1239.03	1259	1231	1238	1344	1128	263.12	238.65
fadA5	Rv3546	acetyl-CoA acetyltransferase FadA	hypoxia_fatty_acids:48%; hypoxia_late:10%; human_sputum:10%	0.1389	0.984605729724103	1257.41	1213	1172	1247	1435	1228	38.92	34.93
ndhA	Rv0392c	NADH dehydrogenase NdhA	hypoxia_late:13%	0.1233	0.956085733902116	1260.1	1185	1304	1319	1375	1126	71.62	65.09
MT2396	MT2396	hypothetical protein	ctl_stationary:19%; hypoxia_late:17%; PBS_RIF_DDmtb:14%; hypoxia_fatty_acids:10%	0.2764	0.999946419078917	1353.05	1605	1038	1072	1513	1600	8.8	6.85
Rv1366A	Rv1366A	hypothetical protein	hypoxia_late:15%	0.1256	0.967239213685713	1250.16	1103	1155	1181	1482	1349	161.69	146.81
Rv3185	Rv3185	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1632	0.995377842389821	1275.57	1288	1266	1172	1399	1258	22.3	19.55
uvrA	Rv1638	excinuclease ABC subunit UvrA	zinc_limitation:16%	0.1002	0.888244682856002	1234.2	1253	1373	1292	1354	928	239.26	221.44
Rv3163c	Rv3163c	hypothetical protein	hypoxia_late:15%	0.1389	0.979277583710513	1269.35	1204	1271	1269	1418	1191	42.02	37.69
Rv1764	Rv1764	transposase	hypoxia_late:21%; ctl_stationary:18%	0.1636	0.99561067236321	1276.29	1297	1262	1173	1405	1250	22.65	19.86
MT2653	MT2653	hypothetical protein	hypoxia_late:27%; ctl_stationary:21%; PBS_RIF_DDmtb:11%	0.3144	0.999991041333857	1337.91	1653	810	909	1620	1881	3.71	2.24
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	0.1412	0.984025003361147	1271.8	1169	1178	1158	1473	1398	30.19	27.07
pepE	Rv2089c	dipeptidase PepE	hypoxia_late:31%; ctl_stationary:11%	0.1576	0.992966452038628	1282.14	1238	1225	1198	1440	1317	18.73	16.48
hsaA	Rv3570c	flavin-dependent monooxygenase oxygenase subunit HsaA	hypoxia_fatty_acids:25%; human_sputum:13%	0.1059	0.919575535378784	1259.56	1226	1356	1300	1342	1084	159.25	146.74
MT1798	MT1798	hypothetical protein	hypoxia_late:17%; ctl_stationary:14%; PBS_RIF_DDmtb:11%; hypoxia_hypoxic:10%	0.2492	0.999871407927522	1363.93	1571	1186	967	1678	1484	19.76	15.94
mce3C	Rv1968	Mce family protein Mce3C	hypoxia_late:28%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	0.2009	0.999189449382743	1310.49	1334	1301	1244	1397	1279	9.83	8.26
ung	Rv2976c	uracil-DNA glycosylase	acidic_tyloxopol:13%; zinc_limitation:10%	0.1076	0.929844771159084	1259.85	1200	1327	1284	1380	1117	232.5	213.85
csm2	Rv2822c	CRISPR type III-associated protein Csm2	hypoxia_late:17%; human_sputum:16%	0.1514	0.988374879064434	1300.5	1135	1221	1352	1483	1325	75.63	67.48
Rv1061	Rv1061	hypothetical protein	ctl_stationary:10%	0.1192	0.955920221528036	1273.71	1119	1254	1287	1459	1261	72.79	66.4
guaB2	Rv3411c	inosine-5'-monophosphate dehydrogenase	microaerophilic:18%	0.0998	0.909294553659012	1256.47	1254	1370	1331	1386	967	397.76	368.33
MT3284	MT3284	hypothetical protein	butyrate_plus_glucose:14%; hypoxia_late:14%; tyloxopol:13%	0.1693	0.998912394297711	1264.07	1276	948	1100	1575	1475	46.33	40.74
mec	Rv1334	CysO-cysteine peptidase	tyloxopol:8%	0.1158	0.950424448760201	1269.73	1136	1261	1262	1457	1243	180.27	164.81
MT3520	MT3520	hypothetical protein	acidic_tyloxopol:17%; butyrate_plus_glucose:14%; tyloxopol:14%; butyrate:14%; low_iron:13%	0.1574	0.99560815637457	1280.98	1244	1127	1124	1527	1407	136.12	120.92
vapB10	Rv1398c	antitoxin VapB10	nutrient_limitation:21%; cholesterol:15%	0.1079	0.933648008813779	1264.19	1246	1358	1378	1378	985	4023.67	3705.72
nuoI	Rv3153	NADH-quinone oxidoreductase subunit I	high_iron:15%; ctl_exponential:12%; INDIGO_exponential:11%	0.1056	0.924885249788833	1268.63	1248	1394	1383	1364	980	849.71	783.68
prpD	Rv1130	methylcitrate dehydratase PrpD	hypoxia_fatty_acids:21%; PBS_RIF_DDmtb:20%; human_sputum:17%; nutrient_limitation:12%; acidic_tyloxopol:11%	0.1314	0.982631365214973	1270.84	1283	1299	1277	1355	1145	40.89	36.93
fabG4	Rv0242c	3-oxoacyl-ACP reductase FabG	low_iron:16%; high_iron:13%	0.1023	0.921000094688764	1261.9	1228	1338	1349	1404	1011	384.4	355.36
PE6	Rv0335c	PE family protein PE6	hypoxia_late:25%	0.1239	0.973589244988251	1266.3	1155	1177	1255	1479	1278	98.43	89.55
MT0416	MT0416	hypothetical protein	hypoxia_late:16%; ctl_stationary:12%; hypoxia_hypoxic:12%	0.2051	0.999570941233102	1310.56	1350	1118	1160	1454	1493	50.4	42.84
Rv3683	Rv3683	hypothetical protein	PBS_RIF_DDmtb:8%	0.1097	0.936435052713664	1272.64	1172	1322	1358	1381	1140	149.7	137.72
Rv1401	Rv1401	membrane protein	butyrate:9%	0.1309	0.987322350850133	1262.37	1271	1190	1259	1420	1179	128.11	115.89
Rv3060c	Rv3060c	GntR family transcriptional regulator	hypoxia_fatty_acids:12%	0.1149	0.953190119294607	1278.17	1256	1376	1321	1340	1107	82.85	75.78
mmaA3	Rv0643c	methoxy mycolic acid synthase MmaA3	acidic_tyloxopol:9%	0.1078	0.935858019321174	1277.05	1191	1329	1367	1396	1114	218.11	200.87
dapB	Rv2773c	4-hydroxy-tetrahydrodipicolinate reductase	tyloxopol:9%	0.1135	0.94976629486581	1280.49	1234	1357	1356	1353	1112	194.59	178.49
PE_PGRS1	Rv0109	PE-PGRS family protein PE_PGRS1	hypoxia_late:43%	0.1372	0.989079378519076	1282.31	1270	1256	1267	1413	1210	29.42	26.42
Rv3475	Rv3475	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1582	0.995647137234806	1303.8	1295	1292	1207	1434	1296	22.31	19.64
Rv3789	Rv3789	GtrA family protein	hypoxia_late:10%	0.1403	0.988532436829992	1307.58	1142	1170	1250	1576	1425	63.2	56.64
vapC36	Rv1982c	ribonuclease VapC36	human_sputum:14%	0.1268	0.979735310847718	1294.33	1157	1204	1177	1533	1422	69.05	62.67
htdX	Rv0241c	3-hydroxyacyl-thioester dehydratase HtdX	low_iron:16%; high_iron:12%	0.1041	0.930872686617626	1287.67	1224	1363	1361	1419	1086	307.68	283.96
