GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_noDrug	Rv0494_DMSO_noDrug
Rv1757c	Rv1757c	transposase	hypoxia_late:35%; ctl_stationary:17%	0.1209	0.999574736415645	847.19	897	644	679	829	1250	21.69	19.87
PPE59	Rv3429	PPE family protein PPE59	human_sputum:10%	0.0741	0.991060309620562	827.05	976	951	929	581	736	554.13	530.23
PE_PGRS61	Rv3653	PE-PGRS family-related protein PE_PGRS61	hypoxia_late:43%	0.1005	0.998299448314794	847.72	839	831	876	646	1074	31.53	29.56
fadB	Rv0860	fatty oxidation protein FadB	cholesterol:15%	0.0759	0.990339639147659	838.39	977	1036	959	576	695	684.39	654.14
embR	Rv1267c	transcriptional regulator EmbR	ctl_stationary:23%; hypoxia_late:17%; PBS_RIF_DDmtb:11%	0.1153	0.999007826943686	865.19	983	875	937	620	938	18.03	16.66
mbtJ	Rv2385	acetyl hydrolase	low_iron:29%; human_sputum:14%; hypoxia_late:13%	0.1067	0.998927730995142	844	789	774	880	735	1061	21.39	19.84
Rv1060	Rv1060	hypothetical protein	ctl_exponential:10%	0.0921	0.99563805271961	857.37	825	945	1036	632	877	212.35	200.37
MT1116	MT1116	hypothetical protein	hypoxia_late:10%	0.1345	0.99978263728091	873.1	765	731	993	763	1150	66.8	60.98
Rv0986	Rv0986	adhesion component ABC transporter ATP-binding protein	ctl_stationary:22%; PBS_RIF_DDmtb:16%; hypoxia_late:14%	0.1076	0.998849221170404	856.58	902	861	901	659	978	35.05	32.63
Rv2372c	Rv2372c	rRNA small subunit methyltransferase E	PBS_RIF_DDmtb:11%; microaerophilic:10%	0.0787	0.992062317255057	845.29	986	1078	913	553	751	248.71	237.25
hupB	Rv2986c	DNA-binding protein HU	hypoxia_hypoxic:12%; hypoxia_rar:11%	0.069	0.976142646441455	848.58	938	1089	972	594	701	4156.44	3991.92
galE1	Rv3634c	UDP-glucose 4-epimerase	acidic_tyloxopol:13%; acidic:13%	0.0809	0.993801477798061	845.19	946	985	966	569	800	164.2	156.22
MT3174.1	MT3174.1	hypothetical protein	hypoxia_late:19%	0.1583	0.999904625665005	918.44	972	695	841	864	1267	28.03	24.89
Rv0043c	Rv0043c	HTH-type transcriptional regulator	hypoxia_late:9%	0.0965	0.99744747150643	862.89	988	965	951	598	846	95.62	90.04
sepF	Rv2147c	cell division protein SepF	tyloxopol:11%; high_iron:10%	0.0703	0.981101007155156	845.3	962	1100	947	597	675	868	832.8
Rv1234	Rv1234	transmembrane protein	PBS_RIF_DDmtb:8%	0.0853	0.994769991913926	847.88	912	982	1002	574	809	273.19	259.06
mce2A	Rv0589	Mce family protein Mce2A	microaerophilic:21%; hypoxia_fatty_acids:14%	0.0793	0.994320545098926	835.88	985	910	952	568	802	122.54	116.81
vapC48	Rv3697c	ribonuclease VapC48	hypoxia_late:8%	0.098	0.9976396909004	867.27	1047	890	942	601	891	152.07	142.75
Rv2049c	Rv2049c	hypothetical protein	hypoxia_late:11%	0.0898	0.997200632275834	850.11	853	860	888	655	1015	189.95	179.32
rpmC	Rv0709	50S ribosomal protein L29	ctl_exponential:11%	0.0698	0.98649619788088	840.02	1033	1034	938	584	667	2942.86	2824.26
Rv3474	Rv3474	transposase	hypoxia_late:34%; ctl_stationary:17%	0.1084	0.99926545913276	848.86	855	729	751	767	1179	37.16	34.5
PE_PGRS33	Rv1818c	PE-PGRS family protein PE_PGRS33	microaerophilic:28%; hypoxia_late:12%	0.0925	0.995785920137643	876.97	1061	1128	1012	525	739	154.39	145.86
Rv2012	Rv2012	hypothetical protein	hypoxia_fatty_acids:30%; ctl_stationary:13%; hypoxia_late:11%	0.1361	0.999891317580361	869.81	812	650	953	747	1244	8.07	7.26
Rv1771	Rv1771	L-gulono-1,4-lactone dehydrogenase	tyloxopol:10%	0.081	0.993049945280125	859.03	945	1047	1017	572	764	152.81	145.43
MT3615.4	MT3615.4	hypothetical protein	hypoxia_fatty_acids:39%	0.1377	0.999820736881972	896.74	831	809	1008	711	1159	30.66	28.03
Rv1903	Rv1903	membrane protein	PBS_RIF_DDmtb:14%	0.0938	0.998506590440575	842.82	934	771	904	628	1005	77.48	73.02
MT3037	MT3037	hypothetical protein	hypoxia_late:31%; ctl_stationary:15%	0.1226	0.999600048127411	873.13	859	827	931	640	1147	20.94	19.28
Rv0333	Rv0333	hypothetical protein	tyloxopol:8%	0.0947	0.998118583026387	861.69	901	926	946	610	953	112.56	106.01
grpE	Rv0351	stress response protein GrpE	hypoxia_fatty_acids:17%; microaerophilic:16%	0.0845	0.995907030689664	850.68	967	907	998	630	780	735.6	698.69
parD2	Rv2142A	antitoxin ParD2	hypoxia_fatty_acids:11%; ctl_stationary:10%	0.0935	0.99753181813876	871.1	862	938	969	631	982	192.47	181.5
echA14	Rv2486	enoyl-CoA hydratase EchA14	hypoxia_late:16%	0.0921	0.997388967572036	867.56	981	972	970	589	862	90.49	85.39
clpP2	Rv2460c	ATP-dependent CLP protease proteolytic subunit 2	human_sputum:9%	0.0712	0.988691317261655	855.41	1040	1095	919	582	700	641	614.6
Rv0996	Rv0996	transmembrane protein	microaerophilic:19%	0.0682	0.983385891564898	850.94	965	1076	924	612	721	423.4	406.8
Rv3428c	Rv3428c	transposase	hypoxia_late:38%; PBS_RIF_DDmtb:21%; ctl_stationary:14%	0.0873	0.990395460396272	909.48	394	415	498	3880	674	11.08	9.79
Rv1192	Rv1192	hypothetical protein	low_iron:13%	0.0804	0.994272674320048	862.79	982	1061	1019	575	732	417.25	397.5
moaA1	Rv3109	cyclic pyranopterin monophosphate synthase	hypoxia_late:48%; ctl_stationary:13%	0.1292	0.998893482670971	980.04	557	504	677	3552	618	9.56	8.13
Rv1892	Rv1892	membrane protein	acidic_tyloxopol:14%; butyrate:10%	0.0879	0.996540333677527	872.28	1089	958	895	573	892	213.91	202.69
Rv1904	Rv1904	hypothetical protein	acidic_tyloxopol:15%; acidic:11%	0.0796	0.994713311560195	858.81	952	989	980	588	822	314.51	299.49
cfp6	Rv3004	low molecular weight protein antigen 6	butyrate_plus_glucose:9%	0.0799	0.996010038116192	851.56	935	925	918	606	900	258.21	245.93
Rv0315	Rv0315	beta-1,3-glucanase	tyloxopol:12%	0.0852	0.995876354325068	873.22	1013	1011	1050	587	756	436.38	414.28
mazF4	Rv1495	mRNA interferase MazF4	hypoxia_late:13%	0.0946	0.998651093259434	871.96	842	818	936	710	1075	76.46	71.97
MT3630	MT3630	hypothetical protein	hypoxia_late:42%	0.1012	0.999268774770805	861.84	861	748	784	768	1182	69.16	64.72
thiL	Rv2977c	thiamine-monophosphate kinase	zinc_limitation:18%; hypoxia_late:14%	0.0709	0.989800977829155	870.2	964	1065	954	602	806	208.26	199.75
rho	Rv1297	transcription termination factor Rho	hypoxia_rar:10%	0.0725	0.993733545636168	860.74	998	973	948	608	810	2514.46	2408.58
Rv2286c	Rv2286c	hypothetical protein	hypoxia_late:12%	0.1007	0.99902937542766	884.47	904	852	914	727	1040	40.73	38.03
Rv3431c	Rv3431c	transposase	acidic:13%	0.073	0.991352134238378	892.79	925	1093	932	634	913	117.6	112.55
PE_PGRS57	Rv3514	PE-PGRS family protein PE_PGRS57	cholesterol:24%; hypoxia_late:20%	0.113	0.999299114705922	912.87	995	1031	1016	504	1095	67.07	62.41
MT3855	MT3855	hypothetical protein	ctl_exponential:12%	0.1061	0.999342065377472	893.39	887	937	1040	566	1090	222.75	208.37
MT1098	MT1098	hypothetical protein	hypoxia_late:42%; ctl_stationary:12%	0.1382	0.999933490860997	915.22	876	621	915	891	1343	25.44	23.1
Rv0488	Rv0488	amino acid transporter	hypoxia_late:21%; ctl_stationary:17%	0.1143	0.999723469940951	886.34	850	766	1015	656	1194	14.65	13.55
Rv3527	Rv3527	hypothetical protein	hypoxia_fatty_acids:29%	0.0785	0.994827575889912	890.69	865	948	849	726	1085	81.03	77.23
Rv1581c	Rv1581c	phage protein	hypoxia_late:15%; ctl_stationary:10%	0.1027	0.999470124395282	879.52	874	763	800	772	1227	28.86	26.92
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	0.077	0.994418991367671	892.01	940	1062	1065	636	797	440.68	420.69
mmpS4	Rv0451c	membrane protein MmpS4	ctl_exponential:11%; tyloxopol:11%	0.0897	0.997448393340645	907.54	883	1007	1035	673	965	121.28	114.78
Rv2970A	Rv2970A	hypothetical protein	human_sputum:17%	0.0784	0.996030927359452	885.14	868	905	883	715	1073	240.72	229.48
MT3273	MT3273	hypothetical protein	hypoxia_late:48%; ctl_stationary:22%	0.2225	0.999998807702725	937.83	718	272	760	1911	1486	5.14	3.61
Rv2279	Rv2279	transposase	hypoxia_late:22%; ctl_stationary:18%	0.09	0.99884775282415	881.01	909	853	777	754	1137	19.7	18.55
Rv3661	Rv3661	hypothetical protein	low_iron:10%	0.0875	0.997682439697546	902.49	1055	1000	963	617	914	72.8	68.97
Rv0111	Rv0111	transmembrane acyltransferase	hypoxia_late:18%; human_sputum:13%	0.0717	0.994545025361034	883.88	1014	1026	964	614	838	78.7	75.39
bioF2	Rv0032	8-amino-7-oxononanoate synthase	hypoxia_late:28%; ctl_stationary:10%	0.0764	0.994859938898903	895.36	885	986	867	701	1059	16.88	16.06
Rv2563	Rv2563	glutamine ABC transporter permease	hypoxia_late:13%	0.0852	0.997536827315289	899.56	1018	1013	1022	615	868	94.41	89.53
htdX	Rv0241c	3-hydroxyacyl-thioester dehydratase HtdX	low_iron:16%; high_iron:12%	0.0777	0.996148895022501	889.74	1046	977	1047	621	799	391.27	373.5
Rv1879	Rv1879	hypothetical protein	acidic_tyloxopol:10%	0.0765	0.996185894280344	888.16	1000	1038	973	596	874	96.94	92.57
espE	Rv3864	ESX-1 secretion-associated protein EspE	hypoxia_rar:9%	0.0629	0.987178106931022	886.92	990	1109	923	670	777	388.12	374.27
gadB	Rv3432c	glutamate decarboxylase GadB	hypoxia_late:16%	0.0778	0.996242809716954	892.57	968	1053	943	618	915	56.98	54.36
mce3F	Rv1971	Mce family protein Mce3F	hypoxia_late:28%; ctl_stationary:13%	0.0984	0.998041126093617	948.24	492	405	559	3762	712	7.57	6.56
rpsT	Rv2412	30S ribosomal protein S20	zinc_limitation:26%	0.103	0.999188513461153	915.74	992	959	1024	592	1057	825.78	774.13
purU	Rv2964	formyltetrahydrofolate deformylase	hypoxia_late:16%	0.0887	0.998828764721062	888.68	955	825	967	695	1022	35.36	33.39
Rv1544	Rv1544	ketoacyl reductase	ctl_exponential:10%	0.0788	0.994115078603042	916.59	1258	1088	1020	570	735	411.2	392.11
pepE	Rv2089c	dipeptidase PepE	hypoxia_late:31%; ctl_stationary:11%	0.0939	0.999004522875187	896.5	892	867	835	716	1207	13.67	12.83
Rv1764	Rv1764	transposase	hypoxia_late:21%; ctl_stationary:18%	0.088	0.998390543053432	903.06	864	884	854	773	1163	20.01	18.86
Rv1591	Rv1591	transmembrane protein	ctl_exponential:8%	0.0711	0.992919875218767	901.71	966	1118	982	624	859	201.46	193.13
trxB2	Rv3913	thioredoxin reductase	zinc_limitation:12%	0.0818	0.99725659234535	903.89	915	993	1010	679	944	73.73	70.03
esxI	Rv1037c	ESAT-6 like protein EsxI	ctl_exponential:9%	0.069	0.992736961988874	894.17	1056	1104	971	629	759	1579.64	1517.2
lipT	Rv2045c	carboxylesterase LipT	hypoxia_late:8%	0.0753	0.995930932327929	895.58	1016	1054	977	619	850	82.21	78.58
Rv0976c	Rv0976c	hypothetical protein	microaerophilic:58%; hypoxia_late:14%	0.0813	0.997474711122895	902.83	947	1017	1004	648	926	40.32	38.36
apa	Rv1860	hypothetical protein	hypoxia_late:10%	0.0867	0.99823592604174	903.99	961	983	1029	664	908	91.93	87.09
smc	Rv2922c	chromosome partition protein Smc	hypoxia_late:18%	0.0802	0.99657966454571	913.99	1038	1123	1079	607	781	98.9	94.18
eccE3	Rv0292	ESX-3 secretion system protein EccE	microaerophilic:21%; low_iron:14%; zinc_limitation:10%	0.0709	0.994267717152987	901	1057	1071	994	641	784	385.84	370
Rv1949c	Rv1949c	conserved hypothetical protein	hypoxia_late:26%; ctl_stationary:14%	0.1041	0.999578631824066	906.41	907	828	1028	717	1076	17.55	16.41
PE_PGRS8	Rv0742	hypothetical protein	hypoxia_late:38%	0.0854	0.998477200950635	902.75	1032	869	995	653	994	92.36	87.62
PE_PGRS23	Rv1243c	PE-PGRS family protein PE_PGRS23	hypoxia_late:40%	0.0844	0.997822047402906	908.13	923	1027	1023	644	954	34.93	33.16
pup	Rv2111c	ubiquitin-like protein Pup	cholesterol:10%	0.0787	0.997072912953653	907.3	930	998	1100	681	856	904.56	861.98
thrS	Rv2614c	threonine--tRNA ligase	zinc_limitation:9%	0.0622	0.989084253010458	899.45	993	1125	935	668	811	151.72	146.35
Rv1157c	Rv1157c	hypothetical protein	microaerophilic:11%; tyloxopol:10%	0.0727	0.995394947891454	903.12	1015	1070	1030	647	793	439.44	420.94
cyp128	Rv2268c	cytochrome P450 Cyp128	hypoxia_late:28%; ctl_stationary:10%	0.1111	0.999371015926416	957.27	1058	1099	1042	676	945	18.34	16.99
csoR	Rv0967	copper-sensing transcriptional repressor CsoR	microaerophilic:56%; hypoxia_fatty_acids:14%	0.0797	0.996632025750693	916.44	1127	1045	1006	599	857	300.62	286.66
MT3770	MT3770	hypothetical protein	tyloxopol:14%	0.085	0.997878277468656	916.27	1039	1018	1060	638	864	172.52	163.6
pyrG	Rv1699	CTP synthase	hypoxia_hypoxic:8%	0.0811	0.997939747110651	906.77	1029	930	1085	684	835	174.76	166.37
Rv3694c	Rv3694c	transmembrane protein	zinc_limitation:10%	0.0644	0.991133378214036	907.52	973	1073	1007	682	831	303.15	292.01
Rv0412c	Rv0412c	membrane protein	hypoxia_hypoxic:8%	0.0648	0.990767841147374	908.18	1008	1146	1001	649	782	277.47	267.23
Rv0791c	Rv0791c	hypothetical protein	hypoxia_fatty_acids:59%	0.0759	0.995885480675517	924.92	927	1083	907	689	1046	48.81	46.59
Rv3475	Rv3475	transposase	hypoxia_late:22%; ctl_stationary:18%	0.086	0.998657362450632	918.17	869	885	869	780	1216	19.71	18.59
Rv1002c	Rv1002c	dolichyl-phosphate-mannose--protein mannosyltransferase	hypoxia_late:10%	0.0808	0.997640335110312	925.76	1012	1107	1057	633	863	76.32	72.64
ilvX	Rv3509c	acetohydroxyacid synthase large subunit	hypoxia_late:15%	0.0757	0.99598075019536	930.6	1105	1129	1061	613	804	158.6	151.56
bpoA	Rv3473c	peroxidase BpoA	hypoxia_late:32%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	0.1237	0.999874068835626	958.3	1011	812	976	764	1268	6.74	6.14
Rv0044c	Rv0044c	oxidoreductase	hypoxia_late:13%	0.0913	0.998789002577258	943.59	1090	1015	1075	674	898	102	96.35
esxV	Rv3619c	ESAT-6 like protein EsxV	ctl_exponential:9%	0.0675	0.993739491151204	914.13	1067	1127	1005	645	775	1542.35	1482.89
Rv3114	Rv3114	hypothetical protein	hypoxia_late:22%; ctl_stationary:18%	0.1343	0.999921653036528	1002.24	1020	963	1018	738	1314	8.03	7.23
Rv3230c	Rv3230c	stearoyl-CoA 9-desaturase electron transfer protein	zinc_limitation:19%; PBS_RIF_DDmtb:11%	0.0617	0.98995079833465	921.87	1017	1179	975	692	787	409.1	394.85
Rv3190c	Rv3190c	hypothetical protein	zinc_limitation:12%	0.0699	0.995934968007071	914.03	971	1024	992	669	939	79.11	75.84
Rv1035c	Rv1035c	transposase	hypoxia_late:60%	0.1155	0.999810868950705	943.61	948	815	1067	801	1108	17.2	15.86
fabH	Rv0533c	3-oxoacyl-[acyl-carrier-protein] synthase III	hypoxia_rar:9%	0.0663	0.993799928526559	923.85	1001	1137	985	658	875	155.62	149.7
lysS	Rv3598c	lysine--tRNA ligase	PBS_RIF_DDmtb:11%	0.0857	0.998891764420506	927.19	919	978	1083	734	940	68.49	64.85
fadD25	Rv1521	fatty-acid--CoA ligase FadD25	INDIGO_exponential:11%	0.0616	0.990969161683497	928.34	1006	1167	986	704	814	273.13	263.63
sugC	Rv1238	sugar ABC transporter ATP-binding protein SugC	PBS_RIF_DDmtb:9%	0.0784	0.99782017180102	937.98	1034	1058	1056	671	903	88.95	84.75
ureA	Rv1848	urease subunit gamma	hypoxia_late:13%; low_iron:10%	0.0839	0.998892985457876	922.6	908	898	979	752	1093	108.77	103.26
glyS	Rv2357c	glycine--tRNA ligase	hypoxia_late:14%	0.0934	0.999217842356436	953.87	958	1074	1132	723	910	63.98	60.3
Rv0940c	Rv0940c	oxidoreductase	microaerophilic:20%	0.0758	0.998225060149046	920.91	978	956	1026	690	976	89.6	85.63
Rv0347	Rv0347	membrane protein	hypoxia_fatty_acids:14%	0.0845	0.998895832549332	924.51	920	940	960	751	1066	29.76	28.18
Rv0460	Rv0460	hypothetical protein	acidic_tyloxopol:9%	0.085	0.998419893297403	963.86	1146	1035	1048	698	925	369.11	350.07
yrbE1B	Rv0168	membrane protein	butyrate_plus_glucose:11%; acidic_tyloxopol:10%	0.0691	0.995636273478859	931.55	1123	1040	1046	662	828	286.7	275.28
Rv0799c	Rv0799c	hypothetical protein	hypoxia_late:10%	0.0674	0.996029191797104	918.34	1050	1037	983	650	904	133.16	127.94
Rv3733c	Rv3733c	hypothetical protein	acidic_tyloxopol:15%; acidic:14%	0.0699	0.997016179760861	922.96	1051	997	944	683	964	191.4	183.6
Rv2642	Rv2642	ArsR family transcriptional regulator	hypoxia_fatty_acids:56%; butyrate:15%	0.093	0.99940920808511	940.77	932	915	999	792	1078	69.77	65.7
qor	Rv1454c	quinone reductase	low_iron:8%	0.0683	0.995540099183937	930.7	1054	1117	1039	639	849	189.19	181.65
rpmH	Rv3924c	50S ribosomal protein L34	INDIGO_exponential:10%	0.0686	0.996029117775743	928.83	1074	1067	997	642	902	933.73	896.48
Rv0205	Rv0205	transmembrane protein	butyrate_plus_glucose:9%	0.0802	0.998828867993979	940.64	1022	953	1124	713	917	102.11	97.27
Rv0045c	Rv0045c	hydrolase	PBS_RIF_DDmtb:10%	0.0734	0.997867233860219	939.7	1010	1033	1021	702	955	99.35	94.96
nadD	Rv2421c	nicotinate-nucleotide adenylyltransferase	hypoxia_late:10%	0.0868	0.99888409777758	973.25	1092	1102	1037	666	1007	70.8	67.11
Rv3353c	Rv3353c	hypothetical protein	hypoxia_late:20%; ctl_stationary:12%; hypoxia_hypoxic:12%	0.1054	0.999449642289714	1025.84	665	436	570	3131	1132	12.53	10.94
MT3084	MT3084	hypothetical protein	tyloxopol:10%	0.0692	0.997346845297639	932.37	1030	1008	1031	693	924	183.3	175.92
ldtB	Rv2518c	L,D-transpeptidase LdtB	zinc_limitation:13%; hypoxia_rar:10%	0.0752	0.997675221521605	966.33	970	1153	1126	707	911	103.71	99.12
clpB	Rv0384c	chaperone protein ClpB	hypoxia_fatty_acids:43%	0.0644	0.994785505044195	952.7	1101	1205	1034	654	824	107.29	103.33
MT0294	MT0294	hypothetical protein	human_sputum:36%; zinc_limitation:18%; microaerophilic:15%	0.072	0.998097445346227	941.93	1052	971	1125	705	886	1696.62	1625.4
echA17	Rv3039c	enoyl-CoA hydratase EchA17	hypoxia_late:19%	0.0756	0.998348344801688	957.72	1102	1010	962	706	1035	73.59	70.32
vapB28	Rv0608	antitoxin VapB28	INDIGO_exponential:10%	0.0872	0.999074244724257	978.98	1069	1055	1123	744	929	583.96	552.95
galE2	Rv0501	UDP-glucose 4-epimerase GalE	human_sputum:9%	0.0638	0.994449937440901	958.57	1185	1134	1053	680	794	352.93	340.06
argV	Rvnt18	tRNA-Arg	hypoxia_late:29%; tyloxopol:14%	0.1775	0.999998506868232	1035.25	1099	429	525	1844	1694	3.03	2.19
MT0025	MT0025	hypothetical protein	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:17%	0.1235	0.999782302170998	1064.57	724	509	635	3042	1110	9.63	8.21
MT2810	MT2810	hypothetical protein	PBS_RIF_DDmtb:10%	0.0854	0.999171239305523	969.53	1062	991	987	722	1111	106.27	100.82
Rv3273	Rv3273	transmembrane carbonic anhydrase	high_iron:8%	0.0577	0.992151881800445	962.22	1053	1247	1041	728	789	393.83	381.14
cobM	Rv2071c	precorrin-4 C(11)-methyltransferase	hypoxia_late:23%; PBS_RIF_DDmtb:11%	0.0874	0.99939891018612	960.74	1027	916	974	781	1123	28.73	27.15
nuoI	Rv3153	NADH-quinone oxidoreductase subunit I	high_iron:15%; ctl_exponential:12%; INDIGO_exponential:11%	0.0633	0.995987349110599	950.41	1080	1087	1068	724	825	914.99	882.16
PPE47	Rv3021c	PPE family protein	hypoxia_late:49%	0.0756	0.99837851865987	973.87	914	1003	875	832	1275	18.02	17.18
PE19	Rv1791	PE family protein PE19	human_sputum:17%; hypoxia_rar:11%	0.0681	0.996967046692129	961.52	1064	1141	1076	687	878	572.92	550.34
nusG	Rv0639	transcription termination/antitermination protein NusG	zinc_limitation:9%	0.0559	0.992836034276745	952.91	1060	1203	984	742	812	1385.17	1342.32
fmu	Rv1407	methyltransferase	hypoxia_late:24%	0.0711	0.99758246328434	973.34	1068	1180	1049	686	923	78.78	75.5
hadC	Rv0637	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	INDIGO_exponential:11%	0.0698	0.996581823089092	982.66	1252	1122	1092	677	829	667.59	640.55
pbpB	Rv2163c	penicillin-binding membrane protein PbpB	low_iron:10%	0.0588	0.993234826354626	965.96	1045	1230	1043	730	823	218.15	210.95
gluT	Rvnt11	tRNA-Glu	zinc_limitation:33%; human_sputum:17%	0.098	0.999713126562865	982.45	943	924	1054	831	1178	204.76	192.03
clpC2	Rv2667	ATP-dependent protease ATP-binding subunit ClpC	hypoxia_late:30%; PBS_RIF_DDmtb:23%; ctl_stationary:11%	0.1039	0.999835176780734	980.16	933	874	949	923	1242	10.78	9.99
MT2438	MT2438	hypothetical protein	acidic_tyloxopol:16%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	0.1401	0.999938669839685	1095.5	1293	1121	892	851	1370	28.03	25.28
PPE40	Rv2356c	PPE family protein	human_sputum:11%	0.0697	0.998197785363709	958.37	1007	1050	1133	733	895	166.53	159.82
Rv3851	Rv3851	membrane protein	hypoxia_late:13%; PBS_RIF_DDmtb:11%	0.0859	0.999443298747285	969.12	984	933	1033	794	1117	116.45	110.1
mce3C	Rv1968	Mce family protein Mce3C	hypoxia_late:28%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	0.0853	0.998697876712979	1028.87	562	485	613	3524	932	5.01	4.36
pks5	Rv1527c	polyketide synthase	hypoxia_late:18%	0.0642	0.996346184785656	967.84	1097	1147	1064	725	842	85.66	82.5
rnpA	Rv3923c	ribonuclease P protein component	INDIGO_exponential:10%	0.0624	0.996316640326898	958.93	1112	1075	1069	719	852	836.23	806.63
MT2803.1	MT2803.1	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:12%	0.1159	0.999946271258883	979.13	957	694	847	1038	1433	37.19	34.17
Rv2954c	Rv2954c	hypothetical protein	INDIGO_exponential:10%	0.0653	0.996886149451688	975.58	1103	1154	1091	703	867	338.88	326.25
Rv3898c	Rv3898c	hypothetical protein	ctl_exponential:8%	0.0761	0.998549339499165	999.21	1147	1151	1052	699	985	228.67	218.61
PE_PGRS11	Rv0754	PE-PGRS family protein PE_PGRS11	microaerophilic:26%; hypoxia_fatty_acids:19%; ctl_stationary:15%; hypoxia_late:11%	0.0806	0.999404618069242	959.26	939	931	1073	787	1082	19.35	18.37
PE_PGRS41	Rv2396	acid and phagosome regulated protein AprC	nutrient_limitation:19%; acidic:15%	0.0707	0.997489617689012	1007.4	1273	1168	1095	712	845	959.6	920.49
MT0130	MT0130	hypothetical protein	hypoxia_late:18%; hypoxia_hypoxic:14%; ctl_stationary:10%	0.101	0.999823906249674	994.38	954	902	1011	866	1262	25.58	23.83
polA	Rv1629	DNA polymerase I	hypoxia_late:10%	0.0651	0.996271639298535	995.39	1203	1232	1080	675	848	92.59	89.11
mdh	Rv1240	malate dehydrogenase	tyloxopol:12%; hypoxia_rar:10%	0.0874	0.999553577418754	984.26	959	1006	1128	708	1155	370.5	351.24
Rv3796	Rv3796	hypothetical protein	hypoxia_late:17%; human_sputum:12%	0.0687	0.997847837786519	984.55	991	1126	981	748	1101	48.08	46.16
Rv2282c	Rv2282c	LysR family HTH-type transcriptional regulator	hypoxia_late:26%; ctl_stationary:12%	0.099	0.999773318451395	1012.68	1026	966	1013	862	1212	12.9	12.03
