GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_ATC_noDrug
arcA	Rv1001	arginine deiminase	ctl_stationary:9%	0.0944	0.979054508320898	939.16	1072	1194	1164	340	1114	109.84	101.62
Rv0839	Rv0839	hypothetical protein	low_iron:13%	0.1008	0.96333352879796	1035.88	564	720	625	3524	675	78.93	70.75
Rv2415c	Rv2415c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.1285	0.988572021795921	1067.83	756	737	768	2788	797	27.46	23.97
kdpA	Rv1029	potassium-transporting ATPase subunit A	hypoxia_late:17%; acidic_tyloxopol:13%	0.1038	0.985778002723968	980.46	1163	1404	1218	291	1091	44.85	41.16
lpqU	Rv1022	lipoprotein LpqU	hypoxia_late:13%; human_sputum:12%	0.0965	0.981797568529841	944.82	1095	1193	1072	344	1209	107.31	99.24
hspX	Rv2031c	alpha-crystallin	cholesterol:42%; hypoxia_hypoxic:15%	0.1062	0.989392960893019	971.94	1198	1305	1334	311	960	412.55	378.85
rsbW	Rv3287c	anti-sigma factor RsbW	microaerophilic:24%; nutrient_limitation:14%; ctl_stationary:14%	0.1	0.984816849705803	959.96	1060	1175	1130	375	1232	163.27	150.59
papA3	Rv1182	acyltransferase PapA	acidic_tyloxopol:18%; acidic:15%; butyrate_plus_glucose:13%	0.0916	0.948223143476966	1000.85	612	705	646	3776	401	642.23	581.02
Rv2949c	Rv2949c	chorismate pyruvate-lyase	INDIGO_exponential:15%; acidic:12%	0.0985	0.987767594631441	932.93	1304	1286	1192	302	832	682.92	630.87
folE	Rv3609c	GTP cyclohydrolase I	microaerophilic:24%; PBS_RIF_DDmtb:11%	0.0909	0.976752619380925	930.59	1045	1136	1077	373	1181	203.24	188.76
Rv1742	Rv1742	hypothetical protein	ctl_stationary:16%; hypoxia_late:12%; human_sputum:11%	0.1037	0.967497827965883	1056.52	588	731	615	3351	815	52.93	47.26
PPE24	Rv1753c	PPE family protein PPE24	hypoxia_late:28%; human_sputum:13%; ctl_stationary:10%	0.1039	0.966023928844268	1063.78	635	859	766	3616	431	39.24	35.04
Rv0059	Rv0059	hypothetical protein	human_sputum:14%	0.1023	0.984322314991728	989.78	1151	1429	1264	296	1077	136.78	125.88
MT1808	MT1808	hypothetical protein	hypoxia_late:13%; ctl_stationary:12%; nutrient_limitation:12%	0.1649	0.999809633425787	917.51	1048	423	492	1563	1354	16.32	13.68
Rv3168	Rv3168	aminoglycoside phosphotransferase	butyrate:21%	0.1107	0.975411586004088	1093.07	652	872	755	3379	607	48.09	42.71
Rv1534	Rv1534	transcriptional regulator	nutrient_limitation:15%; hypoxia_fatty_acids:14%	0.0972	0.965776848721026	1007.39	644	617	425	3312	919	52.72	47.37
PPE67	Rv3739c	PPE family protein PPE67	nutrient_limitation:39%; PBS_RIF_DDmtb:24%	0.1073	0.981682178933747	1033.91	696	558	507	2710	1310	56.4	50.27
Rv0713	Rv0713	transmembrane protein	PBS_RIF_DDmtb:14%	0.088	0.973799142757027	926.76	1092	1167	1018	398	1099	189.84	176.64
cysA2	Rv0815c	thiosulfate sulfurtransferase CysA	zinc_limitation:11%	0.1	0.989024438606817	939.23	1320	1337	1181	240	929	177.23	163.47
Rv3294c	Rv3294c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.1053	0.970116559600964	1073.98	618	700	645	2953	1076	27.44	24.42
Rv3640c	Rv3640c	transposase	hypoxia_late:26%; PBS_RIF_DDmtb:25%; ctl_stationary:16%	0.2584	0.999243477884374	1075.43	1661	1967	1188	470	516	6.46	4.83
nuoN	Rv3158	NADH-quinone oxidoreductase subunit N	high_iron:13%; butyrate_plus_glucose:10%	0.0874	0.97114679074606	932.2	1081	1182	1136	425	966	390.96	364.08
Rv1116A	Rv1116A	conserved hypothetical protein	acidic:10%	0.1103	0.993458128423567	976.22	1036	1042	1112	463	1361	112.45	102.97
mmpS2	Rv0506	membrane protein MmpS2	tyloxopol:10%	0.104	0.992438706947935	954.12	1276	1217	1186	279	1069	212.11	195.11
Rv0759c	Rv0759c	hypothetical protein	acidic_tyloxopol:11%	0.0997	0.961790576105842	1050.05	586	796	650	3726	532	304.37	273.41
Rv0826	Rv0826	hypothetical protein	hypoxia_fatty_acids:27%; human_sputum:21%	0.1114	0.978633602607023	1091.91	650	746	752	2950	941	24.37	21.58
Rv0517	Rv0517	acyltransferase	hypoxia_late:12%	0.0887	0.971053296247999	945.24	1126	1329	1062	343	1063	123.55	114.86
nuoC	Rv3147	NADH-quinone oxidoreductase subunit C	high_iron:15%; tyloxopol:14%; butyrate_plus_glucose:12%	0.1007	0.986374700488276	971.03	1170	1324	1343	303	971	263.36	242.91
Rv0420c	Rv0420c	transmembrane protein	PBS_RIF_DDmtb:8%	0.0993	0.96727951822277	1032.99	556	675	593	3633	703	164.73	147.74
MT3052.2	MT3052.2	ribosomal protein L28	acidic_tyloxopol:12%; acidic:12%; hypoxia_rar:12%	0.1059	0.97344483711213	1080.67	647	780	855	3261	608	412.48	369.58
coaA	Rv1092c	pantothenate kinase	hypoxia_late:11%	0.1042	0.99094863736588	970.35	1286	1366	1292	239	994	113.49	104.36
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	0.1327	0.993143468915841	1062.25	810	686	713	2450	1031	41.45	36.21
Rv1748	Rv1748	hypothetical protein	hypoxia_late:10%	0.1003	0.987571124300784	968.65	1087	1168	1048	400	1303	69.41	63.96
gadB	Rv3432c	glutamate decarboxylase GadB	hypoxia_late:16%	0.1124	0.986391476897006	1064.48	776	811	738	3432	443	70.12	62.32
ndh	Rv1854c	NADH dehydrogenase	zinc_limitation:12%	0.089	0.96983345087143	962.49	1113	1359	1167	358	1012	155.74	144.73
Rv3736	Rv3736	AraC/XylS family transcriptional regulator	PBS_RIF_DDmtb:18%	0.0991	0.964936988517433	1048.35	571	752	627	3691	614	73.06	65.49
vapB17	Rv2526	antitoxin VapB17	hypoxia_late:23%; human_sputum:13%; ctl_stationary:11%	0.1015	0.99066375602162	963.31	1038	1013	1241	432	1234	328.02	302.46
Rv1928c	Rv1928c	short-chain type dehydrogenase/reductase	ctl_stationary:14%; PBS_RIF_DDmtb:13%; hypoxia_late:11%	0.1164	0.984889390036181	1100.19	699	768	785	3086	791	41.58	36.71
fabG1	Rv1483	3-oxoacyl-ACP reductase FabG	hypoxia_rar:14%; zinc_limitation:10%	0.0878	0.972617142020841	949.82	1123	1295	1076	366	1067	251.84	234.41
thiD	Rv0422c	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	low_iron:18%	0.0924	0.97684708360777	970.97	1077	1292	1120	353	1210	125.56	116.39
MT1936	MT1936	hypothetical protein	butyrate_plus_glucose:9%	0.1191	0.988096002148686	1093.5	840	861	862	3248	427	108.88	96.4
nuoL	Rv3156	NADH-quinone oxidoreductase subunit L	high_iron:17%; butyrate_plus_glucose:11%; INDIGO_exponential:10%	0.0861	0.966733917368426	948.79	1134	1334	1104	417	910	680.14	633.91
Rv3355c	Rv3355c	integral membrane protein	butyrate:14%; hypoxia_late:13%	0.108	0.990877626047437	1010.49	1007	1171	1001	533	1464	82.3	75.37
Rv2209	Rv2209	integral membrane protein	PBS_RIF_DDmtb:8%	0.0972	0.981958981506938	990.31	1115	1377	1364	334	1001	114.01	105.39
Rv1364c	Rv1364c	sigma factor regulatory protein	hypoxia_late:11%	0.0919	0.959222280943587	1025.82	636	776	557	3899	442	83.72	75.54
MTS2362	MTS2362	small intergenic RNA	human_sputum:18%	0.0994	0.96931462879216	1056.89	595	669	614	3325	891	123.64	111.03
Rv2686c	Rv2686c	antibiotic ABC transporter permease	PBS_RIF_DDmtb:12%	0.115	0.99000814434258	1073.89	749	628	739	2960	890	40.21	35.59
Rv2570	Rv2570	hypothetical protein	hypoxia_fatty_acids:14%; hypoxia_late:14%; ctl_stationary:13%	0.1697	0.999595457038603	999.4	881	721	900	1603	992	28.06	23.79
Rv3278c	Rv3278c	transmembrane protein	human_sputum:13%; tyloxopol:11%	0.0983	0.981772854165093	1002.62	1066	1340	1116	387	1295	111.25	102.67
mec	Rv1334	CysO-cysteine peptidase	tyloxopol:8%	0.0965	0.965523062983253	1048.09	601	717	638	3572	653	180.27	162.4
Rv1898	Rv1898	hypothetical protein	ctl_stationary:9%	0.0939	0.967745416848701	1031.82	613	637	632	3553	669	264	238.4
pstA2	Rv0936	phosphate ABC transporter permease PstA	butyrate_plus_glucose:10%; ctl_exponential:10%	0.1071	0.985328731594719	1070.9	823	827	726	3606	368	214.15	191.44
cysN	Rv1286	bifunctional sulfate adenyltransferase subunit 1 CysN/adenylylsulfate kinase CysC	acidic_tyloxopol:22%; hypoxia_fatty_acids:20%; nutrient_limitation:14%	0.113	0.989064391465056	1088.35	848	855	728	3380	461	43.13	38.27
frr	Rv2882c	ribosome recycling factor	hypoxia_rar:9%	0.0923	0.957092582355926	1046.14	634	817	635	3883	418	421	380.28
Rv3120	Rv3120	hypothetical protein	INDIGO_exponential:9%	0.0892	0.975322824582765	976.24	1093	1268	1190	406	1083	317.81	295.55
tgs1	Rv3130c	diacyglycerol O-acyltransferase	cholesterol:42%	0.0933	0.98319738133689	974	1121	1235	1263	413	996	1274.07	1181.27
MT3313	MT3313	hypothetical protein	hypoxia_late:9%	0.0966	0.985847188138327	984.91	1160	1299	1259	323	1113	244.48	226.26
vapC31	Rv0749	ribonuclease VapC31	PBS_RIF_DDmtb:9%	0.1088	0.978586005037929	1120.59	679	862	794	3258	713	111.88	99.75
dosT	Rv2027c	two component sensor histidine kinase DosT	hypoxia_late:16%; hypoxia_hypoxic:12%; ctl_stationary:11%	0.0994	0.961084745615907	1104.77	581	860	801	3456	659	38.3	34.32
glnA1	Rv2220	glutamine synthetase	tyloxopol:12%	0.1349	0.994050210742976	1101.11	834	806	823	2899	682	523.4	459.1
Rv1509	Rv1509	hypothetical protein	hypoxia_late:20%; human_sputum:15%	0.1036	0.974391988671447	1109.79	620	789	777	3338	780	48.6	43.37
Rv1211	Rv1211	hypothetical protein	acidic:10%; INDIGO_exponential:10%	0.0923	0.984744458116664	966.17	1071	1112	1309	440	1036	2875.64	2669.67
cysA3	Rv3117	thiosulfate sulfurtransferase	zinc_limitation:11%	0.0982	0.990548501414901	970.7	1341	1383	1211	260	964	178.43	164.79
Rv2628	Rv2628	hypothetical protein	cholesterol:49%; microaerophilic:10%	0.1149	0.998157924594994	972.75	1167	874	1284	437	1259	158.97	144.95
Rv0615	Rv0615	integral membrane protein	ctl_stationary:11%	0.1038	0.992902740845267	999.54	1274	1298	1253	306	1120	352.39	324.35
Rv1137c	Rv1137c	hypothetical protein	PBS_RIF_DDmtb:29%; hypoxia_late:18%	0.1754	0.999692160818689	1017.58	898	593	951	1541	1231	13.83	11.42
Rv2081c	Rv2081c	transmembrane protein	acidic_tyloxopol:11%	0.0927	0.963179608332505	1047.78	598	694	751	3662	535	363.67	328.76
MT3628	MT3628	hypothetical protein	acidic_tyloxopol:14%	0.1329	0.996807349739237	1059.98	887	608	612	2342	1240	84.28	73.75
cysD	Rv1285	sulfate adenylyltransferase subunit 2	hypoxia_fatty_acids:28%; nutrient_limitation:16%; acidic_tyloxopol:12%	0.1046	0.979872799022077	1096.51	673	778	715	3344	738	44.18	39.41
rodA	Rv0017c	cell division protein RodA	tyloxopol:13%	0.1067	0.987614512859301	1077.85	816	805	727	3571	420	92.08	82.25
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	0.088	0.951061027357881	1045.2	667	829	617	3880	396	129.43	117.21
vapC40	Rv2596	ribonuclease VapC40	tyloxopol:10%	0.1	0.972011374522752	1095.73	643	769	597	3349	907	93.52	83.85
Rv0502	Rv0502	hypothetical protein	acidic:12%; acidic_tyloxopol:10%	0.0877	0.95167715516622	1043.11	665	794	640	3853	406	671.94	609.36
Rv2267c	Rv2267c	hypothetical protein	hypoxia_late:26%; ctl_stationary:11%	0.1208	0.986465705707556	1143.14	744	907	864	2935	789	24.02	21.06
Rv3406	Rv3406	dioxygenase	hypoxia_fatty_acids:52%	0.1081	0.995377885994666	1009.88	1067	1052	1122	496	1446	25.63	23.4
lepA	Rv2404c	GTP-binding protein LepA	hypoxia_late:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%	0.0936	0.963202512281173	1072.62	596	814	700	3832	504	72.73	65.47
purA	Rv0357c	adenylosuccinate synthetase	hypoxia_late:10%	0.0894	0.975499842403241	1003.4	1127	1416	1201	369	1110	109.49	101.68
Rv2003c	Rv2003c	hypothetical protein	hypoxia_hypoxic:18%; cholesterol:15%	0.101	0.979739733212326	1087.03	702	754	679	3324	739	56.8	50.92
PPE62	Rv3533c	PPE family protein PPE62	microaerophilic:31%; human_sputum:16%; hypoxia_late:14%	0.1578	0.997661582881215	1117.45	1177	1091	923	2465	391	31.12	26.58
Rv1375	Rv1375	hypothetical protein	acidic_tyloxopol:21%; acidic:19%	0.1001	0.974102660989885	1099.38	695	870	771	3655	471	100.58	90.3
argS	Rv1292	arginine--tRNA ligase	hypoxia_rar:10%	0.0901	0.979258972394194	997.84	1059	1258	1273	399	1175	81.25	75.47
Rv1021	Rv1021	nucleoside triphosphate pyrophosphohydrolase	hypoxia_late:11%; zinc_limitation:10%	0.1066	0.993880316924048	1030.98	1232	1321	1347	339	1155	68.4	62.77
Rv1139c	Rv1139c	hypothetical protein	PBS_RIF_DDmtb:15%; acidic:15%	0.0972	0.971748989932032	1089.24	637	724	684	3292	861	85.82	77.2
Rv1498A	Rv1498A	hypothetical protein	zinc_limitation:12%; ctl_stationary:12%	0.1091	0.98509057393187	1123.15	754	788	658	2919	1047	108.95	97.14
Rv3113	Rv3113	phosphatase	hypoxia_late:35%; ctl_stationary:23%; PBS_RIF_DDmtb:10%	0.1696	0.999605975278284	1043.52	1068	822	959	1306	1093	8.99	7.45
rmlA	Rv0334	glucose-1-phosphate thymidylyltransferase	hypoxia_late:11%; human_sputum:10%	0.1012	0.982145506972182	1087.4	677	744	748	3697	549	113.46	101.57
ltp4	Rv3522	lipid transfer protein	hypoxia_late:13%; human_sputum:12%	0.0996	0.966772488591965	1124.79	559	834	817	3451	775	50.67	45.35
phoP	Rv0757	two component system response transcriptional positive regulator PhoP	hypoxia_fatty_acids:8%	0.101	0.981422368294841	1093.03	758	819	814	3604	424	363.81	326.81
Rv1367c	Rv1367c	hypothetical protein	ctl_stationary:10%	0.0965	0.966276752111139	1105.28	623	876	725	3770	545	92.27	82.96
Rv0885	Rv0885	hypothetical protein	low_iron:18%; hypoxia_hypoxic:13%; acidic:12%	0.0872	0.977746560830557	993.38	1117	1287	1173	421	1124	166.75	155.26
prfA	Rv1299	peptide chain release factor PrfA	PBS_RIF_DDmtb:14%	0.093	0.965406246964221	1087.8	688	839	778	3705	439	457.9	413.79
Rv3272	Rv3272	hypothetical protein	PBS_RIF_DDmtb:14%	0.096	0.991358000281787	983.85	1345	1363	1198	278	1021	114.98	106.33
Rv0688	Rv0688	ferredoxin reductase	microaerophilic:13%	0.089	0.963951821672827	1054.88	664	792	591	3894	474	153.04	138.51
virS	Rv3082c	HTH-type transcriptional regulator VirS	hypoxia_late:23%; ctl_stationary:15%; hypoxia_fatty_acids:11%	0.1014	0.974899929370201	1133.31	649	767	716	2970	1149	20.31	18.09
phoT	Rv0820	phosphate ABC transporter ATP-binding protein PhoT	nutrient_limitation:12%	0.0952	0.991299350652856	981.66	1343	1327	1212	300	989	208.87	193.38
nuoI	Rv3153	NADH-quinone oxidoreductase subunit I	high_iron:15%; ctl_exponential:12%; INDIGO_exponential:11%	0.0925	0.967811443698695	1086.99	704	823	764	3728	438	849.71	768.23
Rv2969c	Rv2969c	hypothetical protein	zinc_limitation:9%	0.0879	0.95970321927343	1064.54	640	743	740	3745	492	661.87	600.42
Rv0863	Rv0863	hypothetical protein	INDIGO_exponential:8%	0.0981	0.993461844945051	989.78	1419	1427	1230	258	944	549.5	507.86
lspA	Rv1539	lipoprotein signal peptidase	microaerophilic:24%	0.0851	0.958511706152809	1036.56	692	784	522	3947	441	440.06	399.53
Rv2778c	Rv2778c	hypothetical protein	INDIGO_exponential:11%	0.0893	0.980674155429584	1009.83	1116	1304	1248	381	1192	279.33	259.87
irtA	Rv1348	iron ABC transporter ATP-binding protein/permease IrtA	low_iron:25%; hypoxia_late:12%	0.1093	0.995589427215203	1051.46	1352	1538	1383	276	1046	32.27	29.46
Rv2132	Rv2132	hypothetical protein	ctl_stationary:14%	0.0962	0.976215303155409	1094.13	639	638	660	3262	1027	148.42	133.63
ppsE	Rv2935	phthiocerol synthesis polyketide synthase type I PpsE	hypoxia_rar:10%	0.0915	0.98538872009537	1005.77	1240	1374	1286	394	935	128.46	119.18
rpsR2	Rv2055c	30S ribosomal protein S18	zinc_limitation:39%; human_sputum:19%	0.1096	0.992666255297779	1097.75	813	557	856	2833	965	100.87	90.04
Rv3679	Rv3679	anion transporter ATPase	acidic_tyloxopol:11%	0.0895	0.959274538198526	1095.36	614	798	849	3675	515	515.81	467.31
Rv0681	Rv0681	transcriptional regulator	ctl_stationary:24%; microaerophilic:15%	0.0887	0.978504095084681	1022.37	1131	1394	1204	396	1177	235.35	218.87
MT0765	MT0765	hypothetical protein	acidic:16%	0.1114	0.997299622797714	1035.83	1284	1197	1095	429	1346	121.62	111.19
PPE12	Rv0755c	PPE family protein PPE12	hypoxia_late:12%	0.1039	0.99643833628133	1010.42	1490	1523	1333	225	888	86.68	79.65
vapC43	Rv2872	ribonuclease VapC43	ctl_stationary:19%; hypoxia_late:10%; PBS_RIF_DDmtb:10%	0.1046	0.984254090172235	1132.67	720	764	704	3132	980	71.18	63.61
Rv0459	Rv0459	hypothetical protein	acidic:14%; cholesterol:13%	0.0942	0.968452313587166	1109.36	600	772	808	3505	709	160.62	144.93
MT2460	MT2460	hypothetical protein	ctl_exponential:14%	0.0931	0.986834525656062	1021.88	1142	1289	1308	389	1173	1299.05	1205.03
MT3630	MT3630	hypothetical protein	hypoxia_late:42%	0.1415	0.998308240109838	1094.5	974	606	749	2516	1028	63.64	55.19
PPE29	Rv1801	PPE family protein PPE29	hypoxia_late:24%; ctl_stationary:19%; PBS_RIF_DDmtb:14%	0.1265	0.994833238309659	1139.57	921	775	840	2649	909	14.56	12.65
Rv2313c	Rv2313c	hypothetical protein	acidic:10%	0.0993	0.993205669286125	1019.12	1359	1442	1265	281	1053	129.9	119.84
AS1726	AS1726	putative small regulatory RNA	hypoxia_late:43%; ctl_stationary:12%	0.1806	0.999921367489661	1030.65	1153	468	1025	1208	1456	10.69	8.79
Rv3189	Rv3189	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%; ctl_stationary:11%	0.129	0.993140906070399	1168.49	911	912	790	2726	913	34.08	29.77
ltp3	Rv3523	lipid carrier protein	cholesterol:10%; nutrient_limitation:10%	0.0984	0.993501944181017	1014.03	1328	1354	1247	317	1080	104.35	96.2
Rv0216	Rv0216	hydratase	hypoxia_late:15%	0.1007	0.993056760090079	1039.15	1119	1231	1228	426	1366	40.26	37.07
Rv2808	Rv2808	hypothetical protein	human_sputum:14%; hypoxia_late:13%	0.1061	0.983064986824079	1156.06	719	774	868	2838	1065	93.53	83.69
fadD11	Rv1550	fatty-acid--CoA ligase FadD11	hypoxia_late:23%	0.0947	0.969267773910632	1124.31	616	868	745	3699	638	47.79	42.93
mce2B	Rv0590	MCE-family protein mce2B	hypoxia_fatty_acids:15%	0.1059	0.989617761665056	1122.25	825	820	800	3477	524	114.52	102.38
Rv3551	Rv3551	CoA-transferase subunit alpha	human_sputum:33%; hypoxia_late:13%; hypoxia_fatty_acids:12%	0.1105	0.98462686852468	1180.03	739	938	830	3053	893	34.73	30.79
pafA	Rv2097c	proteasome accessory factor PafA	tyloxopol:10%	0.0934	0.991826277105777	1001.85	1335	1336	1262	368	928	292.88	271.49
Rv2296	Rv2296	haloalkane dehalogenase	human_sputum:9%	0.1004	0.99715177615376	987.21	1502	1345	1256	246	933	179.9	165.94
PPE35	Rv1918c	PPE family protein PPE35	hypoxia_late:20%	0.0905	0.987016934580245	1016.05	1120	1208	1367	431	1117	77.49	71.89
Rv1889c	Rv1889c	conserved hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_late:12%	0.125	0.995452718481091	1141.89	865	728	819	2550	1119	40.7	35.78
Rv0471c	Rv0471c	hypothetical protein	hypoxia_late:8%	0.1204	0.987551612605586	1202.2	779	1037	880	2974	844	59.79	52.65
vapC25	Rv0277c	ribonuclease VapC25	butyrate_plus_glucose:10%	0.1005	0.979754106041795	1141.05	710	858	779	3433	700	140.3	125.93
Rv1841c	Rv1841c	hypothetical protein	zinc_limitation:8%	0.0885	0.96510608332265	1096.29	682	849	690	3831	490	197.51	178.93
Rv1615	Rv1615	membrane protein	tyloxopol:8%	0.0849	0.979603035535954	1009.02	1158	1311	1156	443	1125	455.37	424.82
lipG	Rv0646c	lipase/esterase LipG	tyloxopol:10%	0.0868	0.980076739600719	1028.2	1161	1396	1139	408	1221	140.05	130.39
echA13	Rv1935c	enoyl-CoA hydratase EchA13	hypoxia_late:33%; ctl_stationary:12%	0.1386	0.997650187036992	1138.52	958	932	806	2219	1007	11.52	9.9
MT3282	MT3282	hypothetical protein	hypoxia_late:23%; zinc_limitation:11%; ctl_stationary:11%	0.1513	0.999768781047355	1054.56	1082	697	741	1562	1320	26.33	22.58
Rv0552	Rv0552	hypothetical protein	hypoxia_late:18%	0.1097	0.997706768156072	1051.79	1457	1478	1280	277	1097	42.22	38.55
MT2364.1	MT2364.1	hypothetical protein	ctl_stationary:8%	0.1793	0.999890052833977	1081.64	1178	658	925	1374	1368	27.63	23.01
Rv0047c	Rv0047c	hypothetical protein	hypoxia_hypoxic:15%; hypoxia_fatty_acids:11%	0.1004	0.996263172904076	1021.64	1283	1128	1306	382	1206	143.35	132.31
cdh	Rv2289	CDP-diacylglycerol pyrophosphatase	acidic:10%	0.0895	0.986922745507112	1029.86	1192	1308	1260	434	1118	256.16	238.06
Rv0911	Rv0911	hypothetical protein	hypoxia_late:8%	0.0875	0.973965464561243	1082.48	661	690	677	3737	644	136.07	123.35
lysT	Rvnt10	tRNA-Lys	hypoxia_late:41%; zinc_limitation:11%	0.2707	0.999993347889185	1035.4	1792	271	787	1163	1595	2.78	1.68
lipQ	Rv2485c	carboxylesterase LipQ	hypoxia_late:16%; butyrate:12%	0.1012	0.994476177096802	1059.9	1242	1296	1450	385	1145	100.24	92.36
Rv1828	Rv1828	HTH-type transcriptional regulator	butyrate_plus_glucose:8%	0.0846	0.980318462703124	1015.94	1130	1300	1237	484	1058	512.32	478.06
mbtJ	Rv2385	acetyl hydrolase	low_iron:29%; human_sputum:14%; hypoxia_late:13%	0.125	0.995742178197904	1159.25	868	760	834	2578	1126	14.91	12.96
Rv3108	Rv3108	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	0.1147	0.99251324104089	1168.5	880	803	805	2712	1054	45.67	40.47
guaB1	Rv1843c	inosine-5'-monophosphate dehydrogenase	acidic:7%	0.0817	0.978329010134869	1004.51	1187	1310	1124	493	1030	416.51	389.39
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	0.096	0.980826678515805	1120.41	693	777	734	3627	668	72.3	64.98
Rv3047c	Rv3047c	hypothetical protein	PBS_RIF_DDmtb:13%; low_iron:10%; ctl_stationary:10%	0.1582	0.999225811563437	1134.55	1050	923	810	2111	975	40.7	34.74
eccD1	Rv3877	ESX-1 secretion system protein EccD1	PBS_RIF_DDmtb:8%	0.0831	0.980246924968647	1007.74	1147	1248	1179	511	1062	296.59	276.99
gpdA1	Rv0564c	glycerol-3-phosphate dehydrogenase	PBS_RIF_DDmtb:15%; ctl_stationary:12%	0.107	0.991234829847081	1140.32	763	763	905	3431	622	76.38	68.01
Rv0235c	Rv0235c	transmembrane protein	hypoxia_late:13%	0.0962	0.972216385847757	1151.55	609	867	845	3651	679	55.09	49.4
lipY	Rv3097c	triacylglycerol lipase Lip	PBS_RIF_DDmtb:20%; hypoxia_late:20%; ctl_stationary:15%	0.0953	0.973438051834711	1143.11	706	864	659	3249	925	25.19	22.6
bcpB	Rv1608c	peroxiredoxin	tyloxopol:11%	0.0871	0.974596818189956	1086.51	662	696	655	3772	660	229.27	207.89
vapB5	Rv0626	antitoxin VapB5	tyloxopol:10%	0.0924	0.992158428731177	1023.5	1168	1119	1336	419	1247	396.08	367.78
Rv2203	Rv2203	membrane protein	low_iron:8%	0.0867	0.962813107600243	1110.53	714	893	697	3871	458	401.15	363.85
