GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_RIF	Rv1473A_DMSO_RIF
PPE45	Rv2892c	PPE family protein PPE45	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	0.1001	0.999232342509372	1427.67	1606	1497	1525	1025	1528	30.76	28.55
Rv2265	Rv2265	integral membrane protein	hypoxia_late:41%; ctl_stationary:10%	0.1004	0.999327661372149	1425.56	1515	1492	1482	1041	1638	13.34	12.34
Rv3073c	Rv3073c	hypothetical protein	hypoxia_late:13%; ctl_stationary:12%	0.1025	0.999356505001261	1432.31	1494	1484	1490	1115	1605	53.15	49.21
amiB2	Rv1263	amidase AmiB	hypoxia_late:24%; ctl_stationary:12%	0.0969	0.999142696531996	1422.13	1603	1501	1547	964	1552	28.8	26.87
Rv2401A	Rv2401A	membrane protein	PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.1075	0.999694457536157	1429.71	1539	1438	1468	1067	1675	54.35	50.27
garA	Rv1827	glycogen accumulation regulator GarA	acidic:9%	0.0707	0.989087619645447	1419.92	1571	1666	1629	1008	1285	1510.4	1436.04
MT2722	MT2722	hypothetical protein	PBS_RIF_DDmtb:15%	0.1202	0.999918154796354	1432.38	1522	1327	1369	1169	1815	28.68	26.09
MT3284	MT3284	hypothetical protein	butyrate_plus_glucose:14%; hypoxia_late:14%; tyloxopol:13%	0.1163	0.999881484987352	1433.38	1591	1388	1599	993	1653	53.61	49.56
Rv1581c	Rv1581c	phage protein	hypoxia_late:15%; ctl_stationary:10%	0.0969	0.998678389716193	1445.54	1455	1507	1465	1140	1689	31.86	29.59
rpmF	Rv0979A	50S ribosomal protein L32	INDIGO_exponential:10%	0.0914	0.998770549669577	1432.65	1526	1512	1516	1073	1569	308.78	288.59
Rv1289	Rv1289	hypothetical protein	tyloxopol:10%	0.0834	0.997471246230373	1432.71	1579	1597	1565	998	1475	163.83	154.45
rpsR2	Rv2055c	30S ribosomal protein S18	zinc_limitation:39%; human_sputum:19%	0.1035	0.999625253121318	1439.05	1563	1449	1471	1112	1630	104.21	96.03
Rv1780	Rv1780	hypothetical protein	INDIGO_exponential:9%	0.0852	0.99819018400631	1428.1	1622	1572	1588	982	1432	209	196.78
miaA	Rv2727c	tRNA delta(2)-isopentenylpyrophosphate transferase	microaerophilic:23%; hypoxia_late:17%	0.0776	0.994030860155417	1446.68	1503	1637	1527	1044	1565	81.97	77.5
Rv3074	Rv3074	hypothetical protein	zinc_limitation:24%; hypoxia_late:11%	0.0714	0.991313873542904	1435.98	1552	1665	1592	1022	1399	189.05	179.57
Rv0044c	Rv0044c	oxidoreductase	hypoxia_late:13%	0.0766	0.993987834254735	1447	1510	1636	1556	1028	1551	107.88	102.13
Rv3189	Rv3189	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%; ctl_stationary:11%	0.0945	0.999249093890924	1437.49	1533	1502	1463	1090	1632	37.34	34.75
fic	Rv3641c	cell filamentation protein Fic	nutrient_limitation:11%; PBS_RIF_DDmtb:10%	0.0808	0.995862738901464	1448.08	1487	1600	1560	1048	1587	81.74	77.16
Rv0739	Rv0739	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; human_sputum:12%; ctl_stationary:10%	0.1012	0.999522736922533	1449.35	1470	1461	1487	1179	1672	17.48	16.03
lprK	Rv0173	Mce family lipoprotein LprK	butyrate_plus_glucose:16%	0.0686	0.988784988535313	1440.59	1543	1679	1624	1046	1360	424.79	404.13
mcr5	Rvnc0012	fragment of putative small regulatory RNA	acidic_tyloxopol:15%; butyrate:12%; butyrate_plus_glucose:11%	0.1491	0.999973861029584	1494.92	1761	1431	1428	1120	1787	21.91	19.22
Rv1457c	Rv1457c	antibiotic ABC transporter permease	hypoxia_late:11%	0.0855	0.99847872855437	1434.25	1641	1568	1587	972	1462	114.25	107.59
MT0009	MT0009	hypothetical protein	ctl_stationary:12%; hypoxia_late:12%	0.1305	0.999959814243079	1453.08	1656	1315	1439	1102	1807	23.8	21.47
Rv1974	Rv1974	membrane protein	ctl_stationary:17%; hypoxia_late:13%	0.1188	0.999933826203127	1442.44	1573	1394	1478	1058	1758	10.87	9.89
esxA	Rv3875	ESAT-6 protein EsxA	acidic:16%; zinc_limitation:12%	0.0738	0.995734572680328	1435.53	1616	1667	1625	1005	1325	8996.02	8534.7
MT2283	MT2283	hypothetical protein	hypoxia_late:38%; ctl_stationary:21%; PBS_RIF_DDmtb:16%	0.1361	0.999923544118945	1497.13	1449	960	1276	2330	1634	8.01	6.51
Rv2337c	Rv2337c	hypothetical protein	hypoxia_late:10%; ctl_stationary:10%	0.0809	0.9978425575005	1443.42	1594	1604	1576	1000	1495	91.88	86.72
Rv1805c	Rv1805c	hypothetical protein	acidic:23%; hypoxia_fatty_acids:12%; hypoxia_hypoxic:12%; acidic_tyloxopol:10%	0.0867	0.998123011075646	1456.13	1502	1576	1601	1088	1548	288.83	270.97
guaB1	Rv1843c	inosine-5'-monophosphate dehydrogenase	acidic:7%	0.0688	0.99138623673269	1445.98	1574	1705	1631	1029	1347	418.83	398.44
Rv3047c	Rv3047c	hypothetical protein	PBS_RIF_DDmtb:13%; low_iron:10%; ctl_stationary:10%	0.0913	0.999161797911225	1448.33	1560	1543	1519	1039	1624	106.34	99.63
metS	Rv1007c	methionine--tRNA ligase	zinc_limitation:8%	0.0696	0.992131135679622	1449.44	1557	1680	1580	1031	1448	125.74	119.6
Rv3472	Rv3472	hypothetical protein	hypoxia_late:14%	0.0996	0.999695824328938	1452.68	1553	1494	1479	1121	1646	32.03	29.68
pstA2	Rv0936	phosphate ABC transporter permease PstA	butyrate_plus_glucose:10%; ctl_exponential:10%	0.0794	0.998141373032298	1445.18	1613	1615	1620	1011	1420	199.91	188.94
bcp	Rv2521	peroxiredoxin	tyloxopol:10%	0.0736	0.994673663966469	1460.72	1530	1653	1586	1043	1537	225.78	214.21
Rv2219A	Rv2219A	membrane protein	acidic_tyloxopol:10%	0.0785	0.996667690523166	1466.8	1521	1634	1558	1080	1579	161.53	152.6
Rv0647c	Rv0647c	hypothetical protein	hypoxia_rar:11%	0.0728	0.996777916410112	1445.06	1626	1661	1600	1026	1366	262.26	248.76
mmpL13a	Rv1145	transmembrane transport protein	PBS_RIF_DDmtb:22%; hypoxia_late:18%; ctl_stationary:10%	0.1035	0.999834064550477	1456.31	1576	1488	1606	1024	1637	14.31	13.23
Rv3369	Rv3369	hypothetical protein	hypoxia_late:11%	0.0772	0.996670164257047	1473.21	1492	1627	1568	1104	1610	135.31	127.78
Rv0767c	Rv0767c	HTH-type transcriptional regulator	hypoxia_fatty_acids:25%; hypoxia_late:16%; butyrate:16%	0.0975	0.999702116052111	1462.86	1630	1508	1569	1012	1649	27.34	25.54
Rv2963	Rv2963	integral membrane protein	microaerophilic:23%; hypoxia_fatty_acids:22%	0.0821	0.998469100259331	1467.72	1568	1609	1584	1061	1558	63.58	59.88
Rv1985c	Rv1985c	HTH-type transcriptional regulator	ctl_stationary:15%; hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:10%	0.0916	0.99959446825756	1456.9	1577	1524	1646	1017	1571	45.56	42.7
Rv0654	Rv0654	carotenoid cleavage oxygenase	hypoxia_fatty_acids:50%	0.0806	0.998455231048588	1466.86	1569	1605	1579	1068	1553	56.55	53.29
mshB	Rv1170	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase	PBS_RIF_DDmtb:13%	0.0751	0.996614069468764	1476.47	1511	1646	1575	1097	1590	72.48	68.56
prfB	Rv3105c	peptide chain release factor PrfB	zinc_limitation:9%	0.0674	0.993622602788103	1468.47	1570	1702	1597	1052	1469	190.08	180.98
pyrG	Rv1699	CTP synthase	hypoxia_hypoxic:8%	0.0731	0.998014686850092	1453.8	1619	1623	1623	1050	1401	182.61	173.3
Rv2102	Rv2102	hypothetical protein	human_sputum:10%	0.0709	0.996020890412875	1469.84	1575	1683	1608	1053	1477	278.25	264.24
Rv2464c	Rv2464c	DNA glycosylase	PBS_RIF_DDmtb:9%	0.0696	0.995088186767433	1473.87	1559	1687	1583	1066	1518	176.47	167.85
purL	Rv0803	phosphoribosylformylglycinamidine synthase 2	zinc_limitation:10%	0.0727	0.997601266467018	1464.54	1620	1670	1640	1054	1389	195.9	185.93
Rv0330c	Rv0330c	hypothetical protein	hypoxia_late:18%; hypoxia_fatty_acids:16%; ctl_stationary:14%	0.0893	0.99950160694872	1470.7	1541	1533	1491	1154	1661	29.94	27.9
pks10	Rv1660	chalcone synthase	nutrient_limitation:17%; PBS_RIF_DDmtb:16%; hypoxia_late:12%	0.0715	0.995869706137208	1482.82	1536	1672	1589	1087	1570	98.56	93.48
Rv1944c	Rv1944c	hypothetical protein	hypoxia_late:15%	0.0907	0.999425246549202	1480.85	1491	1549	1540	1176	1673	49.55	46
qcrA	Rv2195	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	microaerophilic:12%; INDIGO_exponential:12%	0.0621	0.991925396648064	1467.22	1618	1749	1667	1055	1308	1202.68	1150.28
Rv1157c	Rv1157c	hypothetical protein	microaerophilic:11%; tyloxopol:10%	0.0659	0.994978849025471	1468.58	1595	1694	1644	1071	1387	443.5	422.84
Rv0959	Rv0959	hypothetical protein	hypoxia_late:15%	0.0757	0.998248562303001	1477.92	1588	1660	1632	1062	1493	88.3	83.51
bkdB	Rv2496c	branched-chain keto acid dehydrogenase E1 component subunit beta	microaerophilic:30%	0.0679	0.995691616785771	1480.58	1587	1722	1628	1069	1445	302.75	288.04
Rv0228	Rv0228	acyltransferase	hypoxia_late:16%	0.0718	0.997013249126072	1484.77	1556	1676	1609	1089	1534	121.16	114.93
MT1070.1	MT1070.1	hypothetical protein	PBS_RIF_DDmtb:13%; ctl_stationary:12%	0.1038	0.999923296093575	1474.24	1580	1432	1404	1197	1791	26.91	24.77
Rv2361c	Rv2361c	decaprenyl diphosphate synthase	zinc_limitation:7%	0.0727	0.997725722482515	1477.37	1584	1652	1639	1057	1501	160.47	152.43
MT0761	MT0761	hypothetical protein	PBS_RIF_DDmtb:28%; hypoxia_late:22%; nutrient_limitation:15%	0.115	0.999727868669439	1544.01	1501	1113	1263	2574	1451	14.31	12.22
Rv2309c	Rv2309c	integrase	tyloxopol:10%	0.0862	0.999499671895451	1475.78	1611	1547	1521	1108	1626	95.1	89
mce3C	Rv1968	Mce family protein Mce3C	hypoxia_late:28%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	0.1131	0.999914934675246	1500.26	1760	1566	1627	958	1669	4.5	4.08
ceoC	Rv2692	TRK system potassium uptake protein CeoC	PBS_RIF_DDmtb:17%	0.0713	0.997187010113577	1483.76	1564	1662	1605	1085	1543	184.62	175.37
Rv0603	Rv0603	hypothetical protein	hypoxia_late:70%	0.1141	0.999823673172477	1536.42	1443	1050	1334	2546	1491	11.26	9.55
Rv3898c	Rv3898c	hypothetical protein	ctl_exponential:8%	0.0753	0.998253788566796	1484.13	1558	1633	1591	1095	1581	222.81	211.18
Rv0882	Rv0882	transmembrane protein	tyloxopol:12%; hypoxia_late:11%; butyrate_plus_glucose:10%; butyrate:10%	0.093	0.999781230011235	1483.74	1636	1505	1602	1078	1640	87.96	82.25
dlaT	Rv2215	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	high_iron:8%	0.0622	0.992823171739968	1485.79	1602	1766	1665	1072	1379	426.35	407.53
pepQ	Rv2535c	cytoplasmic peptidase PepQ	microaerophilic:8%	0.0634	0.995000073988252	1491.27	1598	1747	1655	1076	1431	276.17	263.86
Rv2492	Rv2492	hypothetical protein	hypoxia_late:28%; ctl_stationary:19%	0.0987	0.999908448104861	1487.52	1528	1443	1554	1201	1738	13.66	12.57
PE_PGRS3	Rv0278c	PE-PGRS family protein PE_PGRS3	microaerophilic:30%; hypoxia_late:29%	0.0873	0.999697318012137	1490.2	1572	1565	1598	1132	1615	24.87	23.17
cyp128	Rv2268c	cytochrome P450 Cyp128	hypoxia_late:28%; ctl_stationary:10%	0.0901	0.999755507331434	1492.63	1578	1560	1585	1131	1641	18.75	17.41
Rv2307A	Rv2307A	hypothetical protein	hypoxia_late:17%; human_sputum:13%	0.1244	0.999985690034481	1494.95	1659	1273	1550	1234	1799	19.92	17.84
cydD	Rv1621c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD	hypoxia_late:15%	0.0892	0.999743051380706	1493.7	1585	1583	1630	1083	1629	128.56	120.5
Rv0811c	Rv0811c	hypothetical protein	zinc_limitation:9%	0.0662	0.996152256884903	1495.89	1582	1720	1626	1075	1523	151.76	144.71
MT1808	MT1808	hypothetical protein	hypoxia_late:13%; ctl_stationary:12%; nutrient_limitation:12%	0.1043	0.999950586422904	1491.95	1593	1468	1517	1152	1765	23.61	21.87
mazF9	Rv2801c	mRNA interferase MazF9	hypoxia_late:12%; ctl_stationary:10%	0.084	0.999419232136705	1502.78	1538	1596	1595	1134	1685	71.8	67.51
Rv2132	Rv2132	hypothetical protein	ctl_stationary:14%	0.085	0.999608166910944	1495.38	1612	1610	1553	1116	1621	166.58	156.31
Rv3745c	Rv3745c	hypothetical protein	PBS_RIF_DDmtb:19%; nutrient_limitation:11%; ctl_stationary:10%	0.1003	0.99970409946829	1543.63	1284	1023	1383	2867	1436	27.58	23.7
MT1537	MT1537	hypothetical protein	human_sputum:11%	0.0748	0.998561097356092	1505.72	1535	1639	1571	1151	1664	150.46	142.44
Rv2203	Rv2203	membrane protein	low_iron:8%	0.0626	0.995674504581289	1498.14	1592	1730	1647	1099	1467	471.51	450.56
Rv0500A	Rv0500A	DNA-binding protein	acidic:14%; INDIGO_exponential:12%; ctl_exponential:10%	0.0702	0.998675790382722	1492.31	1667	1686	1613	1063	1482	886.75	842.51
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	0.0784	0.999276550076287	1500.63	1679	1628	1617	1064	1563	182.94	172.98
MT3290.2	MT3290.2	hypothetical protein	hypoxia_hypoxic:14%; hypoxia_rar:12%; PBS_RIF_DDmtb:10%	0.085	0.999575803252791	1504.2	1540	1581	1590	1178	1658	262.32	245.92
Rv0135c	Rv0135c	transcriptional regulator	hypoxia_fatty_acids:13%	0.0717	0.998977486903768	1494.27	1638	1658	1619	1065	1538	214.02	203.38
mpr5	Rvnc0007	fragment of putative small regulatory RNA	hypoxia_late:19%	0.0972	0.99989958078276	1502	1513	1447	1539	1253	1782	108.01	99.84
MT0291.4	MT0291.4	hypothetical protein	microaerophilic:42%; hypoxia_late:13%	0.0819	0.999392389745042	1511.82	1727	1638	1652	1092	1497	122.12	115.02
ephG	Rv2740	epoxide hydrolase	hypoxia_late:8%	0.0817	0.999486535564729	1510.01	1504	1573	1612	1200	1686	93.84	87.96
mmpS3	Rv2198c	membrane protein MmpS3	human_sputum:9%	0.0692	0.998766251169338	1493.19	1635	1664	1635	1094	1480	283.34	269.41
citA	Rv0889c	citrate synthase 2	hypoxia_late:9%	0.0676	0.998515490028284	1495.33	1675	1703	1657	1070	1424	277.57	264.47
Rv3735	Rv3735	hypothetical protein	hypoxia_fatty_acids:10%	0.0711	0.998667924253658	1504.38	1600	1673	1614	1091	1586	180.38	171.47
rfbE	Rv3781	O-antigen/lipopolysaccharide ABC transporter ATP-binding protein RfbE	INDIGO_exponential:9%	0.0711	0.998965410944666	1498.97	1623	1651	1676	1081	1509	221.63	210.84
Rv1104	Rv1104	para-nitrobenzyl esterase	hypoxia_late:9%	0.078	0.999424834419694	1509.27	1581	1618	1603	1150	1625	99.53	93.8
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	0.0624	0.996661626052582	1511.05	1608	1744	1662	1096	1492	353.8	338.39
dut	Rv2697c	deoxyuridine 5'-triphosphate nucleotidohydrolase	human_sputum:11%	0.066	0.997590891918579	1515.46	1586	1718	1638	1114	1562	342.09	326.09
mce4F	Rv3494c	Mce family protein Mce4	butyrate_plus_glucose:12%	0.0728	0.999014445997892	1515.21	1753	1684	1651	1082	1459	149.94	142.17
Rv2413c	Rv2413c	hypothetical protein	acidic_tyloxopol:11%	0.065	0.997574206238749	1519.69	1589	1738	1636	1111	1567	175.36	167.15
PE_PGRS4	Rv0279c	PE-PGRS family protein PE_PGRS4	microaerophilic:40%; hypoxia_late:15%	0.0789	0.999528990868434	1527.37	1731	1657	1666	1105	1524	92.7	87.46
mce1D	Rv0172	Mce family protein Mce1D	butyrate_plus_glucose:15%; acidic_tyloxopol:10%	0.0664	0.998475862004035	1511.76	1738	1724	1670	1086	1397	390.15	371.77
Rv3359	Rv3359	oxidoreductase	hypoxia_late:25%	0.0744	0.999341054381188	1523.29	1566	1648	1615	1119	1709	24.01	22.72
PE26	Rv2519	PE family protein PE26	zinc_limitation:8%	0.063	0.998056952262981	1514.78	1631	1731	1677	1098	1484	197.92	189.21
MT1107	MT1107	hypothetical protein	tyloxopol:14%; PBS_RIF_DDmtb:13%	0.1	0.999952392080619	1521.76	1684	1500	1691	1074	1713	101.37	94.47
Rv3603c	Rv3603c	hypothetical protein	hypoxia_rar:11%	0.0631	0.99777400593073	1528.6	1596	1737	1653	1125	1573	177.57	169.61
argU	Rvnt43	tRNA-Arg	zinc_limitation:41%; hypoxia_late:23%	0.1281	0.999992984390677	1545.39	1743	1359	1518	1269	1880	21.49	19.27
Rv2034	Rv2034	ArsR family HTH-type transcriptional repressor	hypoxia_fatty_acids:46%; acidic_tyloxopol:16%	0.0872	0.999843821265347	1532.89	1497	1518	1573	1318	1776	52.16	48.35
vapB11	Rv1560	antitoxin VapB11	INDIGO_exponential:10%	0.0769	0.999681732306043	1523.42	1617	1632	1581	1129	1696	144.29	136.53
gltA2	Rv0896	citrate synthase 1	tyloxopol:11%	0.0582	0.997039397178944	1519.1	1668	1780	1704	1107	1391	631.74	605.88
Rv0953c	Rv0953c	oxidoreductase	hypoxia_late:26%; human_sputum:12%; ctl_stationary:11%	0.085	0.999867403111327	1527.44	1614	1602	1622	1156	1676	23.77	22.29
rshA	Rv3221A	anti-sigma factor RshA	acidic_tyloxopol:10%	0.0621	0.99789745173865	1533.82	1604	1743	1637	1139	1585	552.04	527.53
MT2371	MT2371	hypothetical protein	hypoxia_late:70%	0.1137	0.999956699451253	1584.58	1634	1163	1240	2280	1726	8.59	7.23
cfp29	Rv0798c	hypothetical protein	tyloxopol:9%	0.0685	0.999213450966817	1532.59	1706	1725	1648	1101	1531	237.88	226.28
pykA	Rv1617	pyruvate kinase	zinc_limitation:8%	0.0609	0.997748940469148	1536.16	1624	1775	1675	1135	1515	226.58	216.59
cyp140	Rv1880c	cytochrome P450 Cyp140	ctl_exponential:8%	0.0593	0.997846237049842	1531.88	1660	1782	1698	1113	1457	257.33	246.62
Rv1510	Rv1510	hypothetical protein	hypoxia_late:16%; human_sputum:10%	0.0747	0.999746360677054	1532.54	1650	1611	1650	1167	1616	79.77	75.41
lipD	Rv1923	lipase LipD	human_sputum:9%	0.0673	0.999382137353578	1530.47	1670	1685	1671	1127	1540	153.48	146.09
Rv1034c	Rv1034c	transposase	hypoxia_late:53%; ctl_stationary:14%	0.1045	0.999933680121082	1587.87	1681	1152	1253	2269	1703	3.82	3.14
vapB9	Rv0959A	antitoxin VapB9	hypoxia_fatty_acids:11%	0.0832	0.999865151063412	1539.73	1642	1574	1570	1226	1711	124.79	116.81
rbfA	Rv2838c	ribosome-binding factor RbfA	PBS_RIF_DDmtb:17%; hypoxia_rar:10%	0.0585	0.997190973786647	1537.07	1644	1796	1679	1124	1490	672.2	644.31
Rv0831c	Rv0831c	hypothetical protein	tyloxopol:13%; ctl_exponential:10%	0.0693	0.999574017320646	1532.38	1666	1630	1689	1166	1544	420.2	399.59
Rv1428c	Rv1428c	hypothetical protein	hypoxia_late:11%	0.0696	0.999534927783954	1535.16	1627	1675	1610	1165	1631	99.52	94.37
Rv2475c	Rv2475c	hypothetical protein	INDIGO_exponential:11%	0.0617	0.998360398363873	1541	1629	1755	1690	1110	1568	438.31	419.55
cydC	Rv1620c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydC	hypoxia_late:25%	0.0822	0.999874585086003	1536.54	1621	1621	1685	1117	1681	85.04	80.06
Rv0390	Rv0390	hypothetical protein	human_sputum:11%	0.0633	0.998861610577625	1542.58	1615	1726	1664	1136	1612	244.35	233.56
Rv2541	Rv2541	hypothetical protein	hypoxia_late:43%	0.081	0.999872413790561	1542.58	1640	1593	1633	1196	1679	109.17	102.44
lysU	Rvnt30	tRNA-Lys	hypoxia_hypoxic:24%; hypoxia_late:18%; hypoxia_rar:13%; human_sputum:11%	0.1009	0.999989618684938	1525.48	1647	1444	1807	963	1863	55.13	51.44
Rv2216	Rv2216	epimerase family protein	zinc_limitation:8%	0.0606	0.998457955212871	1545.25	1651	1779	1692	1137	1512	398.38	380.96
lpqA	Rv3016	lipoprotein LpqA	zinc_limitation:15%	0.0776	0.999792511113383	1556.8	1802	1647	1686	1059	1652	56.67	53.74
cut1	Rv1758	cutinase	hypoxia_late:36%; ctl_stationary:23%; PBS_RIF_DDmtb:14%	0.0813	0.99976145934882	1576.42	1475	1200	1238	2433	1678	3.76	3.18
Rv1794	Rv1794	hypothetical protein	hypoxia_rar:9%	0.0587	0.998518212022206	1536.52	1720	1793	1700	1109	1417	734.5	704.2
glpX	Rv1099c	fructose 1,6-bisphosphatase	hypoxia_late:13%	0.0591	0.99797239146124	1549.11	1637	1790	1674	1141	1547	224.1	214.7
Rv2177c	Rv2177c	transposase	hypoxia_late:20%	0.0705	0.999616905726627	1552.92	1597	1678	1596	1204	1719	52.39	49.62
Rv2083	Rv2083	hypothetical protein	hypoxia_late:15%	0.0665	0.999486500109828	1546.62	1648	1711	1668	1149	1595	198.42	188.71
Rv0347	Rv0347	membrane protein	hypoxia_fatty_acids:14%	0.0713	0.999702201047905	1552.07	1610	1682	1654	1144	1710	29.71	28.22
Rv3679	Rv3679	anion transporter ATPase	acidic_tyloxopol:11%	0.0635	0.999326743168049	1550.99	1715	1732	1693	1153	1504	495.26	472.73
MT1077	MT1077	hypothetical protein	hypoxia_fatty_acids:44%	0.0912	0.99995446600798	1557.9	1708	1525	1495	1284	1804	51.6	48.05
Rv2077A	Rv2077A	hypothetical protein	hypoxia_late:17%; ctl_stationary:13%; PBS_RIF_DDmtb:12%; hypoxia_rar:10%	0.1	0.999979976311823	1563.4	1643	1386	1498	1437	1877	25.92	23.51
fmt	Rv1406	methionyl-tRNA formyltransferase	hypoxia_late:17%; zinc_limitation:14%	0.0617	0.999101778882272	1558.35	1639	1760	1669	1146	1619	116.15	111.11
rpmD	Rv0722	50S ribosomal protein L30	hypoxia_rar:10%; high_iron:10%	0.0605	0.99899687131735	1554.81	1646	1750	1710	1158	1550	1484.75	1421.64
murA	Rv1315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	ctl_stationary:8%	0.0623	0.999250539506724	1555.77	1709	1767	1683	1128	1539	223.82	213.75
prsA	Rv1017c	ribose-phosphate pyrophosphokinase	tyloxopol:11%	0.0614	0.999305814114754	1552.24	1698	1741	1687	1143	1535	260.12	248.77
mutT4	Rv3908	mutator protein MutT	tyloxopol:8%	0.0631	0.9994655759965	1561.97	1685	1762	1673	1148	1584	268.95	256.66
mesJ	Rv3625c	tRNA(Ile)-lysidine synthase	hypoxia_late:19%; microaerophilic:14%	0.0653	0.999638299408207	1559.92	1683	1736	1684	1130	1611	102.61	97.87
deoA	Rv3314c	thymidine phosphorylase	hypoxia_late:17%	0.0668	0.99971774494042	1566.16	1645	1714	1658	1187	1660	66.7	63.32
Rv0863	Rv0863	hypothetical protein	INDIGO_exponential:8%	0.0568	0.998739365283253	1569.69	1664	1799	1680	1157	1591	696.88	669.04
Rv1369c	Rv1369c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.0747	0.999873122782169	1576.49	1609	1671	1607	1206	1825	10.31	9.72
zur	Rv2359	zinc uptake regulation protein	hypoxia_fatty_acids:12%	0.069	0.999836513319478	1565.67	1691	1674	1744	1123	1643	162.76	155.15
fhaA	Rv0020c	FHA domain-containing protein FhaA	human_sputum:8%	0.0573	0.999184550538639	1564.21	1730	1777	1731	1159	1471	952.88	914.11
Rv0559c	Rv0559c	hypothetical protein	hypoxia_fatty_acids:37%	0.0691	0.999618144269887	1590.13	1920	1689	1724	1118	1561	511.31	487
tcrX	Rv3765c	two component transcriptional regulator TcrX	acidic:10%	0.065	0.999624555621453	1580.51	1607	1717	1616	1249	1740	55.63	52.88
chaA	Rv1607	ionic transporter integral membrane protein ChaA	tyloxopol:10%	0.0596	0.999313988905659	1570.66	1680	1773	1726	1142	1578	177.38	169.97
mmpL6	Rv1557	transmembrane transport protein MmpL6	hypoxia_late:15%; acidic_tyloxopol:12%	0.0703	0.999865623338082	1570.71	1665	1693	1634	1180	1717	27.03	25.6
pafC	Rv2095c	proteasome accessory factor C	hypoxia_late:15%	0.0599	0.999375975790093	1577.01	1662	1774	1706	1170	1613	154.21	147.71
Rv2307B	Rv2307B	hypothetical protein	hypoxia_late:19%	0.0846	0.999970231518704	1567.18	1695	1548	1699	1133	1810	25.73	24.28
MT1650	MT1650	hypothetical protein	human_sputum:13%; high_iron:12%; ctl_exponential:11%	0.0692	0.999855887673406	1580.51	1689	1663	1641	1232	1705	383.75	363.91
