GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_DMSO_RIF
Rv0064	Rv0064	transmembrane protein	microaerophilic:23%	0.083	0.943766974230169	638.79	694	829	682	543	476	115.21	108.57
Rv3638	Rv3638	transposase	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:15%	0.1225	0.989752809604656	710.16	276	202	227	4175	517	6.27	5.12
Rv2312	Rv2312	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	0.1168	0.99344449601589	673.57	592	535	464	793	1063	42.67	39.07
fadE12	Rv0972c	acyl-CoA dehydrogenase FadE12	microaerophilic:51%	0.1091	0.990151104592455	672.01	648	691	819	607	606	65.97	60.86
ephG	Rv2740	epoxide hydrolase	hypoxia_late:8%	0.1049	0.984669985358706	679.06	641	747	697	595	721	99.71	92.31
Rv1370c	Rv1370c	transposase	hypoxia_late:35%; ctl_stationary:17%	0.1443	0.998578587404796	697.35	668	509	605	776	972	20.98	18.72
Rv2619c	Rv2619c	hypothetical protein	low_iron:16%; butyrate:13%; hypoxia_fatty_acids:12%	0.0957	0.980986245936295	666.47	652	720	597	608	763	138.08	128.92
MT1560.1	MT1560.1	hypothetical protein	acidic_tyloxopol:10%	0.1176	0.993628699226875	685.09	654	676	751	616	733	85.42	78.2
mpr6	Rvnc0009	fragment of putative small regulatory RNA	hypoxia_fatty_acids:11%	0.107	0.986668150901973	687.47	577	665	602	743	870	278.56	257.32
rpmI	Rv1642	50S ribosomal protein L35	hypoxia_hypoxic:13%; human_sputum:10%	0.0867	0.965799597056327	658.58	718	803	741	573	485	2126.44	1999.29
Rv1757c	Rv1757c	transposase	hypoxia_late:35%; ctl_stationary:17%	0.1448	0.998610990455102	701.88	667	517	615	778	974	20.96	18.69
esxJ	Rv1038c	ESAT-6 like protein EsxJ	hypoxia_rar:10%	0.0854	0.963052809931416	655.49	710	781	764	572	478	1480.35	1393.32
Rv1129c	Rv1129c	transcriptional regulator	hypoxia_fatty_acids:18%; human_sputum:16%	0.1161	0.995146068554992	672.81	675	622	598	617	869	10.11	9.21
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	0.0945	0.984046308785971	654.17	792	784	735	490	506	220.77	206.56
Rv0144	Rv0144	transcriptional regulator	nutrient_limitation:16%	0.0872	0.960237529042229	676.9	700	894	761	553	512	310.41	291.38
MT3269	MT3269	hypothetical protein	hypoxia_late:19%; ctl_stationary:16%; human_sputum:10%	0.2127	0.997481523712144	853.35	357	314	743	4064	340	14.65	11.19
plsB1	Rv1551	acyltransferase PlsB	hypoxia_late:28%; ctl_stationary:12%; human_sputum:10%	0.1097	0.996001216780068	643.59	815	642	681	445	664	17.96	16.56
valU	Rvnt34	tRNA-Val	hypoxia_late:25%; butyrate:10%	0.1411	0.994707478061696	761.95	397	135	175	3749	1025	24.48	20.11
esxK	Rv1197	ESAT-6 like protein EsxK	hypoxia_hypoxic:11%; hypoxia_rar:11%	0.0849	0.963080435160513	660.5	714	795	776	585	464	2057.4	1937.13
MT0903	MT0903	hypothetical protein	hypoxia_late:16%; ctl_stationary:10%	0.1228	0.994557405034145	707.75	644	709	729	637	828	27.62	25.14
Rv1081c	Rv1081c	membrane protein	hypoxia_late:19%	0.1244	0.995285196589019	705.69	584	600	881	678	809	50.21	45.88
greA	Rv1080c	transcription elongation factor GreA	INDIGO_exponential:10%	0.0794	0.942585229107545	658.82	743	888	646	586	469	996.97	942.11
lprK	Rv0173	Mce family lipoprotein LprK	butyrate_plus_glucose:16%	0.0797	0.942043173771786	663.8	742	918	698	556	453	412.89	390.04
MT3052.2	MT3052.2	ribosomal protein L28	acidic_tyloxopol:12%; acidic:12%; hypoxia_rar:12%	0.0967	0.981726842736425	682.26	686	788	677	597	670	374.93	349.24
Rv2844	Rv2844	hypothetical protein	tyloxopol:10%	0.0911	0.968974947460946	689.66	627	841	716	615	661	175.96	164.68
Rv0308	Rv0308	integral membrane protein	zinc_limitation:10%	0.1122	0.994935333001312	678.22	765	741	870	547	504	157.67	145.33
Rv2434c	Rv2434c	transmembrane protein	hypoxia_late:17%	0.0902	0.969937402942088	683.14	623	813	670	627	691	53.5	50.03
esxP	Rv2347c	ESAT-6 like protein EsxP	hypoxia_hypoxic:11%; hypoxia_rar:11%	0.0846	0.965098259341205	668.24	719	802	781	592	477	2041.67	1922.7
Rv1873	Rv1873	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.1519	0.999438496745741	690.14	761	448	712	575	1020	12.89	11.47
mrr	Rv2528c	restriction system protein	hypoxia_late:16%; ctl_stationary:12%	0.1105	0.98855112653087	716.16	539	693	852	714	804	37.05	34.07
Rv3733c	Rv3733c	hypothetical protein	acidic_tyloxopol:15%; acidic:14%	0.0956	0.986596567473217	670.16	749	766	708	552	590	198.68	185.26
Rv3208	Rv3208	TetR family transcriptional regulator	tyloxopol:11%	0.0857	0.96125408462169	683.9	663	857	774	587	561	252.7	237.7
MT1771.1	MT1771.1	hypothetical protein	butyrate:13%; tyloxopol:11%; hypoxia_late:10%	0.1879	0.999770087491292	711.01	728	370	719	844	976	36.04	30.99
Rv2168c	Rv2168c	transposase	hypoxia_late:36%; ctl_stationary:17%	0.1434	0.99872046517351	715.1	683	541	633	780	975	20.93	18.69
Rv3368c	Rv3368c	oxidoreductase	hypoxia_late:16%	0.1076	0.991836122442671	702.86	651	704	793	653	718	78.51	72.48
ppk2	Rv3232c	polyphosphate kinase	hypoxia_late:10%	0.0921	0.985307410254557	665.53	789	780	731	532	523	159.37	149.15
Rv0060	Rv0060	hypothetical protein	zinc_limitation:11%	0.0821	0.96441043231092	672.42	756	851	722	557	507	236.99	223.51
lppN	Rv2270	lipoprotein LppN	hypoxia_late:31%; ctl_stationary:12%	0.1552	0.999488464411094	714.19	739	491	534	791	1092	6.7	5.83
Rv1291c	Rv1291c	hypothetical protein	hypoxia_late:40%; ctl_stationary:11%	0.1783	0.99974250089589	715.75	826	381	575	766	1146	8.64	7.38
fadA	Rv0859	acyltransferase	cholesterol:13%	0.0807	0.959040711549546	678.42	769	885	748	584	451	539.26	509.02
Rv2034	Rv2034	ArsR family HTH-type transcriptional repressor	hypoxia_fatty_acids:46%; acidic_tyloxopol:16%	0.1319	0.99843881135935	708.01	604	449	1129	614	835	39.61	36.05
Rv2721c	Rv2721c	hypothetical protein	tyloxopol:10%	0.0755	0.936013699019206	680.72	791	964	704	580	427	482.27	457
whiB4	Rv3681c	transcriptional regulator WhiB4	microaerophilic:14%; PBS_RIF_DDmtb:13%	0.1011	0.989283905297738	705.18	705	789	794	611	637	192.7	179.34
MT3767.2	MT3767.2	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	0.1493	0.999487516346727	705.68	723	406	527	908	1069	21.24	18.88
Rv0424c	Rv0424c	hypothetical protein	butyrate_plus_glucose:9%	0.0854	0.9681381264846	694.23	679	844	732	605	624	450.8	424.04
ruvC	Rv2594c	crossover junction endodeoxyribonuclease RuvC	zinc_limitation:21%	0.0866	0.978440595748948	687.05	795	870	812	521	486	420.06	395.23
aspT	Rvnt12	tRNA-Asp	hypoxia_late:14%; zinc_limitation:13%; butyrate:12%; human_sputum:10%	0.1565	0.999379259917887	743.46	750	603	640	680	1090	45.08	40.36
Rv3647c	Rv3647c	hypothetical protein	high_iron:11%	0.0848	0.970001863259225	693.22	712	840	792	603	542	551.43	518.81
Rv2762c	Rv2762c	hypothetical protein	hypoxia_late:22%	0.0884	0.976803093564243	703.97	674	812	609	672	762	151.72	142.33
Rv0502	Rv0502	hypothetical protein	acidic:12%; acidic_tyloxopol:10%	0.0766	0.949941089967262	681.25	768	895	723	601	461	655.63	620.89
Rv1730c	Rv1730c	penicillin-binding protein	human_sputum:14%; hypoxia_late:11%	0.0907	0.9737335267848	716.91	622	855	786	638	697	45	42.13
Rv0458	Rv0458	aldehyde dehydrogenase	cholesterol:18%; acidic:11%	0.08	0.964160533376228	693.17	740	883	691	582	591	110.97	104.78
PPE36	Rv2108	PPE family protein PPE36	human_sputum:18%; hypoxia_hypoxic:10%	0.0976	0.987460716147749	716.48	665	755	674	641	858	41.66	38.83
Rv0744c	Rv0744c	transcriptional regulator	hypoxia_late:20%; ctl_stationary:12%	0.1097	0.994780830990113	725.77	695	727	832	600	786	58.62	54.2
gpdA1	Rv0564c	glycerol-3-phosphate dehydrogenase	PBS_RIF_DDmtb:15%; ctl_stationary:12%	0.0932	0.984735088045715	721.79	703	835	750	652	676	86.04	80.35
Rv1261c	Rv1261c	hypothetical protein	butyrate:10%	0.099	0.993278329600392	706.25	775	735	727	569	735	111.32	103.75
Rv2120c	Rv2120c	integral membrane protein	hypoxia_late:10%	0.0926	0.98516284239721	717.24	678	771	684	677	780	114.28	106.8
tpx	Rv1932	thiol peroxidase	ctl_exponential:13%	0.0876	0.984883741708358	702.59	801	858	873	559	473	948.55	891.07
kstR	Rv3574	HTH-type transcriptional regulator KstR	hypoxia_fatty_acids:27%	0.0891	0.980820088404209	720.56	661	798	650	689	813	89.38	83.81
pyrB	Rv1380	aspartate carbamoyltransferase	hypoxia_late:18%; zinc_limitation:10%	0.0881	0.982042422172304	715.95	676	779	619	666	852	48.21	45.21
MT1232	MT1232	hypothetical protein	human_sputum:10%; acidic_tyloxopol:10%	0.119	0.998167980254485	724.74	730	575	583	783	991	51.25	46.89
esxW	Rv3620c	ESAT-6 like protein EsxW	hypoxia_rar:10%	0.0816	0.973591186013704	705.48	748	839	813	626	527	1404.2	1325.17
vapB18	Rv2545	antitoxin VapB18	hypoxia_late:33%; PBS_RIF_DDmtb:16%	0.1757	0.999749795661236	769.58	781	571	739	761	1030	14.81	12.74
Rv2806	Rv2806	membrane protein	hypoxia_late:16%; ctl_stationary:11%	0.127	0.998696556280569	740.96	677	545	592	863	1091	44.84	40.64
rsfA	Rv1365c	anti-sigma-F factor antagonist RsfA	acidic_tyloxopol:12%; butyrate:12%	0.1361	0.998924212199858	757.9	881	726	841	629	726	62.99	57.06
PE_PGRS43	Rv2490c	PE-PGRS family protein PE_PGRS43	hypoxia_late:61%	0.1184	0.997844805892643	750.13	666	685	868	636	917	20.38	18.63
Rv3267	Rv3267	hypothetical protein	human_sputum:11%	0.077	0.961790447196936	711.35	760	906	779	646	500	442.12	418.49
Rv3405c	Rv3405c	HTH-type transcriptional regulator	hypoxia_fatty_acids:11%	0.0962	0.991233660334974	737.83	709	754	718	687	825	71.85	66.97
Rv3618	Rv3618	monooxygenase	hypoxia_late:10%	0.085	0.980894360128351	718.7	724	816	539	690	846	41.28	38.81
relF	Rv2865	antitoxin RelF	hypoxia_fatty_acids:21%	0.135	0.998703525478558	774.51	885	919	837	590	669	96.93	87.61
rpsR2	Rv2055c	30S ribosomal protein S18	zinc_limitation:39%; human_sputum:19%	0.1149	0.998481095483674	732.1	797	684	826	596	770	110.08	101.45
PE_PGRS21	Rv1087	PE-PGRS family protein PE_PGRS21	hypoxia_late:20%; cholesterol:12%	0.1043	0.996235606618382	733.38	808	838	942	602	520	95.24	88.32
Rv2117	Rv2117	hypothetical protein	hypoxia_late:9%	0.1088	0.99701046525262	744.31	722	677	621	789	931	68.5	63.11
MT3535	MT3535	hypothetical protein	hypoxia_late:29%	0.0912	0.990254979305036	731.01	696	710	424	855	1045	146.82	137.37
Rv1230c	Rv1230c	membrane protein	butyrate_plus_glucose:9%	0.076	0.967536761458661	715.26	784	933	644	621	619	152.74	144.63
Rv0759c	Rv0759c	hypothetical protein	acidic_tyloxopol:11%	0.1007	0.995325434452542	740.6	810	847	769	610	680	192.09	178.36
vapB41	Rv2601A	antitoxin VapB41	human_sputum:10%	0.0894	0.989499671698349	726.51	746	768	709	663	749	256.33	240.45
Rv2106	Rv2106	transposase	hypoxia_late:22%; ctl_stationary:18%	0.0912	0.990385257535683	735.5	687	731	449	813	1066	20.34	18.97
Rv3395A	Rv3395A	membrane protein	hypoxia_late:13%	0.0977	0.996471630563963	711.87	897	721	815	538	618	112.02	104.6
Rv2204c	Rv2204c	hypothetical protein	human_sputum:8%	0.0741	0.962273439776264	718.03	793	936	766	639	496	1525.37	1447.19
Rv2035	Rv2035	hypothetical protein	hypoxia_fatty_acids:51%	0.1127	0.997228129632247	767.2	657	659	758	839	942	34.68	31.73
Rv1722	Rv1722	carboxylase	hypoxia_late:23%	0.0837	0.981852095103222	738.92	721	833	672	673	803	42.02	39.54
Rv3369	Rv3369	hypothetical protein	hypoxia_late:11%	0.103	0.994583240294458	764.68	690	761	926	717	740	132.68	123.11
Rv3412	Rv3412	hypothetical protein	acidic_tyloxopol:8%	0.0776	0.967404019996745	739.21	757	954	859	628	537	801.44	758.45
icd2	Rv0066c	isocitrate dehydrogenase	human_sputum:9%	0.0889	0.989841874455433	737.43	871	965	860	554	499	128.16	120.14
Rv3377c	Rv3377c	type B diterpene cyclase	human_sputum:12%	0.0851	0.983892137409904	750.93	752	911	912	618	593	128.82	121.08
mazE3	Rv1103c	antitoxin MazE3	ctl_stationary:12%	0.1015	0.993711246848651	775.43	613	723	825	814	920	84.56	78.36
kasA	Rv2245	3-oxoacyl-ACP synthase 1	hypoxia_hypoxic:12%; high_iron:10%	0.0982	0.996398069935792	740.79	887	862	932	568	510	4011.92	3742.68
Rv0454	Rv0454	conserved hypothetical protein	human_sputum:9%	0.0968	0.992832696526145	770.71	684	748	762	760	908	96.9	90.13
MT2726	MT2726	hypothetical protein	hypoxia_late:21%; ctl_stationary:16%; PBS_RIF_DDmtb:10%	0.086	0.987832424127456	750.36	731	817	688	665	860	27.8	26.09
serV	Rvnt41	tRNA-Ser	human_sputum:18%; hypoxia_late:16%	0.1056	0.99711063348911	766.19	706	646	600	846	1078	134.55	124.63
Rv1431	Rv1431	hypothetical protein	hypoxia_late:16%	0.0942	0.993909080684589	755.58	772	819	808	654	731	36.62	34.11
Rv0560c	Rv0560c	benzoquinone methyltransferase	hypoxia_fatty_acids:90%	0.0988	0.995962878884602	754.71	771	742	846	667	753	70.64	65.76
glyA2	Rv0070c	serine hydroxymethyltransferase	hypoxia_late:13%; acidic_tyloxopol:11%	0.0909	0.991218015073449	758.34	698	764	683	756	900	27.3	25.5
Rv2962c	Rv2962c	PGL/p-HBAD biosynthesis rhamnosyltransferase	hypoxia_late:14%; ctl_stationary:10%	0.1033	0.996594031125127	764.4	778	811	962	651	642	48.35	44.84
MT1075.1	MT1075.1	hypothetical protein	human_sputum:18%	0.082	0.981112487884496	755	751	903	755	670	706	158.82	149.58
dppB	Rv3665c	dipeptide ABC transporter permease DppB	hypoxia_late:22%; PBS_RIF_DDmtb:11%	0.1057	0.997779630514553	758.86	767	686	686	729	940	19.67	18.15
Rv2690c	Rv2690c	integral membrane protein	PBS_RIF_DDmtb:20%; ctl_stationary:12%; hypoxia_late:10%	0.0927	0.995685212805546	727.8	906	806	828	567	567	54.71	51.18
ugpC	Rv2832c	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	PBS_RIF_DDmtb:18%; hypoxia_late:16%	0.0914	0.993256066630567	752.07	780	826	803	668	690	78.07	72.98
rplL	Rv0652	50S ribosomal protein L7/L12	tyloxopol:12%; high_iron:11%	0.1215	0.998294145074295	789.8	773	863	945	536	867	370.16	339.23
Rv2370c	Rv2370c	hypothetical protein	hypoxia_late:29%; human_sputum:10%	0.1098	0.998612918288497	756.17	820	725	840	604	805	19.86	18.27
moaB3	Rv3324A	pterin-4-alpha-carbinolamine dehydratase moaB3	human_sputum:28%; hypoxia_late:11%	0.1718	0.999885639910326	775.08	867	346	637	905	1284	18.52	16.08
MT3449.2	MT3449.2	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%	0.1379	0.998777750869901	824.37	567	149	206	3769	1011	24.48	20.22
hupB	Rv2986c	DNA-binding protein HU	hypoxia_hypoxic:12%; hypoxia_rar:11%	0.0697	0.960485297904587	744.53	847	1017	782	650	483	3708.95	3529.14
Rv0312	Rv0312	hypothetical protein	hypoxia_late:14%; tyloxopol:11%; ctl_exponential:10%; hypoxia_hypoxic:10%	0.083	0.987953747276623	745.33	848	909	892	598	525	163.42	153.96
PPE31	Rv1807	PPE family protein	acidic:25%; acidic_tyloxopol:12%; hypoxia_fatty_acids:11%	0.1134	0.99865692254892	771.7	823	793	917	661	679	34.91	32.14
dnaK	Rv0350	chaperone protein DnaK	hypoxia_fatty_acids:23%; microaerophilic:15%	0.0736	0.970798784225713	750.61	786	934	830	703	532	558.94	530.35
MT3560	MT3560	hypothetical protein	PBS_RIF_DDmtb:16%; hypoxia_late:13%; hypoxia_rar:10%	0.1383	0.999343911345118	809.87	689	638	801	932	1021	30.54	27.3
hddA	Rv0115	D-alpha-D-heptose-7-phosphate kinase HddA	hypoxia_late:17%	0.0967	0.995850760551449	768.93	745	744	899	695	769	40.15	37.46
PPE25	Rv1787	PPE family protein PPE25	hypoxia_late:21%; human_sputum:10%	0.0922	0.995115662645522	756.89	805	794	796	630	767	50.14	46.92
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	0.0971	0.99611235991453	771.16	738	743	864	723	792	48.1	44.77
pra	Rv1078	hypothetical protein	tyloxopol:10%; ctl_exponential:10%	0.1066	0.9966777313058	801	637	774	1013	664	952	694.63	644.12
lipV	Rv3203	lipase LipV	PBS_RIF_DDmtb:15%; hypoxia_late:10%	0.1001	0.99669764804186	777.14	782	801	833	698	775	70.41	65.48
pimB	Rv2188c	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	acidic_tyloxopol:14%; hypoxia_late:12%	0.098	0.996281888068138	778.03	816	856	806	656	764	40.58	37.71
iunH	Rv3393	nucleoside hydrolase	hypoxia_late:19%	0.088	0.99009752342445	781.02	699	824	705	788	898	48.95	45.79
Rv1435c	Rv1435c	hypothetical protein	cholesterol:16%; ctl_exponential:12%	0.0827	0.991738366261221	753.61	1027	902	872	588	458	1000.61	943.71
gmhA	Rv0113	phosphoheptose isomerase	butyrate_plus_glucose:9%	0.1001	0.997930894977938	768.86	894	758	823	658	722	98	91.13
Rv2074	Rv2074	pyridoxamine 5'-phosphate oxidase	tyloxopol:11%; high_iron:10%	0.0805	0.985547161201126	770.1	830	974	908	624	558	724.42	683.76
MT2810	MT2810	hypothetical protein	PBS_RIF_DDmtb:10%	0.0956	0.994649791727842	786.77	701	740	736	779	994	92.95	86.74
Rv2649	Rv2649	transposase	hypoxia_late:22%; ctl_stationary:18%	0.089	0.992605450353421	780.78	725	786	563	836	1031	20.36	19.03
TB16.3	Rv2185c	hypothetical protein	acidic:15%	0.086	0.988201508937004	785.29	732	879	922	705	702	277.46	260.58
rplX	Rv0715	50S ribosomal protein L24	acidic:9%	0.0718	0.974408715266659	758.62	819	950	753	709	586	1248.22	1186
Rv2706c	Rv2706c	hypothetical protein	human_sputum:13%; butyrate:11%; hypoxia_fatty_acids:11%	0.0943	0.997028620299672	767.61	893	854	874	613	630	467.89	436.53
Rv2406c	Rv2406c	hypothetical protein	cholesterol:12%; acidic:10%; acidic_tyloxopol:10%	0.0885	0.995189129628279	759.35	912	901	889	566	574	299.8	281.8
sdhD	Rv3317	succinate dehydrogenase hydrophobic membrane anchor subunit	hypoxia_late:12%	0.0931	0.993513052143778	796.95	729	842	768	777	873	98.7	92.06
Rv1732c	Rv1732c	hypothetical protein	butyrate:10%	0.0813	0.986631728864953	776.72	777	890	789	704	730	199.61	188.19
MT3156	MT3156	hypothetical protein	hypoxia_late:20%; ctl_stationary:12%	0.1652	0.999860438556555	815.23	811	538	785	858	1141	40.59	35.27
hbhA	Rv0475	heparin binding hemagglutinin HbhA	hypoxia_hypoxic:13%; cholesterol:12%; hypoxia_rar:10%; zinc_limitation:10%	0.0801	0.985876752334427	774.2	809	942	949	662	550	811.26	766.12
cobQ1	Rv0255c	cobyric acid synthase	hypoxia_late:20%	0.0845	0.992802408424327	771.07	862	910	784	635	682	75.28	70.69
PE36	Rv3893c	PE family protein PE36	zinc_limitation:12%; acidic:10%	0.0915	0.993380407703045	794.91	702	778	788	764	953	145.02	135.8
Rv1931c	Rv1931c	transcriptional regulator	hypoxia_late:32%; ctl_stationary:11%	0.1247	0.99937839730482	803.16	697	621	1006	812	910	20.02	18.19
Rv2779c	Rv2779c	Lrp/AsnC family transcriptional regulator	ctl_stationary:11%; hypoxia_late:11%; INDIGO_exponential:11%	0.1024	0.998411513501962	781.26	904	734	783	684	810	68.6	63.71
MT0772.2	MT0772.2	hypothetical protein	hypoxia_late:55%	0.1335	0.999685039272181	796.99	800	620	638	838	1140	25.92	23.37
Rv3863	Rv3863	hypothetical protein	human_sputum:9%	0.0778	0.984153849136144	778.22	794	930	724	706	747	87.29	82.51
Rv1111c	Rv1111c	hypothetical protein	tyloxopol:11%	0.0733	0.978922915260041	779.64	818	991	787	676	649	205.84	195.29
Rv1135A	Rv1135A	acetyl-CoA acetyltransferase	PBS_RIF_DDmtb:39%; hypoxia_late:27%; ctl_stationary:11%	0.1862	0.999705205545495	936.35	653	273	463	3628	851	6.95	5.31
Rv1042c	Rv1042c	IS2-like transposase	ctl_stationary:14%	0.0865	0.994277618732425	784.91	827	871	856	682	699	238.61	224.11
Rv0504c	Rv0504c	hypothetical protein	hypoxia_late:8%	0.1008	0.996443440043234	817.84	716	828	909	782	861	94.51	87.53
MT1571	MT1571	hypothetical protein	hypoxia_late:14%; ctl_stationary:14%	0.1839	0.999876279076071	880.32	1037	662	809	781	1158	14.41	12.38
Rv0328	Rv0328	transcriptional regulator	hypoxia_fatty_acids:53%	0.0826	0.990714399296518	787.72	763	848	690	763	882	92.74	87.37
PPE58	Rv3426	PPE family protein PPE58	nutrient_limitation:20%; hypoxia_rar:13%	0.0766	0.98536573251648	781.47	787	905	649	751	827	125.38	118.68
mca	Rv1082	mycothiol S-conjugate amidase	human_sputum:9%	0.0894	0.995821633208004	786.73	854	892	883	657	666	123.36	115.6
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	0.0825	0.994194744878858	773.78	900	880	805	640	663	186.61	175.95
Rv0888	Rv0888	hypothetical protein	butyrate:10%	0.0828	0.993814827118824	779.21	901	925	885	625	595	136.7	128.76
Rv1149	Rv1149	transposase	ctl_stationary:14%	0.086	0.994433701463997	789.51	833	876	848	685	715	239	224.54
Rv0687	Rv0687	NAD-dependent oxidoreductase	microaerophilic:17%; ctl_stationary:16%	0.0946	0.997811172106585	789.44	945	810	919	660	639	123.07	115.08
Rv0857	Rv0857	hypothetical protein	human_sputum:12%	0.0802	0.990499889794445	785.32	798	864	747	731	790	183.88	173.63
Rv1816	Rv1816	HTH-type transcriptional regulator	human_sputum:10%	0.0714	0.980383198831779	781.57	850	976	814	696	599	444.13	422.16
Rv1375	Rv1375	hypothetical protein	acidic_tyloxopol:21%; acidic:19%	0.0774	0.985976970890126	793.15	825	975	818	671	695	105.04	99.26
vapC18	Rv2546	ribonuclease VapC18	hypoxia_late:27%; PBS_RIF_DDmtb:24%; ctl_stationary:15%	0.137	0.999776210368268	814.64	762	468	662	961	1350	6.96	6.11
Rv3201c	Rv3201c	ATP-dependent DNA helicase	hypoxia_late:26%; zinc_limitation:20%	0.0769	0.982864819659074	807.85	759	973	898	719	707	40.99	38.75
adhC	Rv3045	NADP-dependent alcohol dehydrogenase	human_sputum:8%	0.0841	0.994051333946209	794.75	933	1021	900	620	555	341.78	321.6
Rv2037c	Rv2037c	transmembrane protein	hypoxia_fatty_acids:14%; hypoxia_late:11%	0.0767	0.986994454172338	789.55	796	915	624	765	864	70.88	67.09
Rv2327	Rv2327	hypothetical protein	human_sputum:19%; butyrate_plus_glucose:12%	0.0765	0.987474884108381	786.25	851	953	887	648	621	423.34	401.07
Rv0232	Rv0232	transcriptional regulator	hypoxia_fatty_acids:16%; microaerophilic:11%	0.0695	0.98030679964075	786.18	857	997	673	725	701	280.81	267.14
vapC10	Rv1397c	ribonuclease VapC10	nutrient_limitation:22%; acidic_tyloxopol:11%; butyrate:10%	0.0772	0.988151060949358	791.63	841	944	882	700	615	679.81	643.34
