GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_ATC_noDrug
Rv3521	Rv3521	hypothetical protein	human_sputum:13%	0.0711	0.990826582091817	1266.7	842	994	854	3542	822	107.47	99.09
fadE9	Rv0752c	acyl-CoA dehydrogenase FadE9	hypoxia_fatty_acids:30%	0.0696	0.999481117631448	1163.62	1457	1493	1365	454	1260	94.44	89.57
Rv1042c	Rv1042c	IS2-like transposase	ctl_stationary:14%	0.0751	0.994930497626016	1264.94	870	919	901	3510	827	238.61	219.19
aprB	Rv2395B	acid and phagosome regulated protein AprB	nutrient_limitation:22%; acidic:18%	0.0604	0.997202143051462	1166.24	1319	1567	1316	581	1188	2518.75	2403.62
Rv3074	Rv3074	hypothetical protein	zinc_limitation:24%; hypoxia_late:11%	0.0648	0.999068242044774	1153.96	1432	1527	1344	496	1156	260.2	247.54
Rv0031	Rv0031	transposase	acidic_tyloxopol:10%	0.0898	0.999407023374594	1272.05	1032	815	957	2506	1344	45.84	41.47
Rv2969c	Rv2969c	hypothetical protein	zinc_limitation:9%	0.0607	0.997688380829429	1164.86	1327	1549	1366	561	1171	538.89	514.06
glpQ2	Rv0317c	glycerophosphoryl diester phosphodiesterase GlpQ	zinc_limitation:14%	0.0668	0.999312869165195	1158.27	1436	1517	1358	466	1217	224.46	213.36
lipN	Rv2970c	lipase/esterase LipN	zinc_limitation:9%	0.0657	0.988166216603467	1258.47	881	1033	823	3759	653	267.13	247.28
Rv1975	Rv1975	hypothetical protein	hypoxia_late:19%; ctl_stationary:13%	0.0871	0.99881521904551	1288.25	986	897	1082	2526	1222	19.91	18.04
mftF	Rv0696	mycofactocin biosynthesis glycosyltransferase MftF	acidic:16%; acidic_tyloxopol:14%	0.0782	0.999838885608183	1184.51	1289	1293	1492	539	1473	289.12	272.58
Rv2418c	Rv2418c	hypothetical protein	human_sputum:9%	0.0757	0.994815940734923	1280.71	902	989	947	3224	894	102.41	94.14
Rv0188	Rv0188	transmembrane protein	hypoxia_fatty_acids:22%; acidic:16%; cholesterol:11%	0.07	0.999549106478644	1170.02	1495	1379	1340	527	1272	251.54	238.49
PE_PGRS21	Rv1087	PE-PGRS family protein PE_PGRS21	hypoxia_late:20%; cholesterol:12%	0.0937	0.999487768260552	1304.34	942	846	1007	3152	1084	95.24	86.1
MT1172.1	MT1172.1	hypothetical protein	PBS_RIF_DDmtb:10%	0.0873	0.999918917118851	1213.51	1394	1264	1282	700	1523	79.27	73.75
MT1556.1	MT1556.1	hypothetical protein	human_sputum:15%; ctl_stationary:13%; INDIGO_exponential:10%	0.112	0.999983235394751	1251.35	1271	855	1122	1763	1332	27.18	24.31
ideR	Rv2711	iron-dependent repressor and activator IdeR	PBS_RIF_DDmtb:11%	0.06	0.997352753419754	1176.01	1314	1561	1347	579	1221	575.34	548.85
Rv2884	Rv2884	transcriptional regulator	hypoxia_late:14%; PBS_RIF_DDmtb:13%	0.0759	0.99586016011406	1275.96	916	953	889	3382	870	102.71	94.3
Rv1149	Rv1149	transposase	ctl_stationary:14%	0.074	0.99524334463642	1274.53	880	930	906	3524	834	239	219.71
Rv2929	Rv2929	hypothetical protein	human_sputum:12%; tyloxopol:10%	0.0789	0.996567203293202	1288.51	911	939	954	3048	1060	107.5	98.5
Rv2531c	Rv2531c	amino acid decarboxylase	INDIGO_exponential:9%	0.0647	0.998642645388248	1183.85	1333	1558	1422	553	1213	103.87	98.8
Rv2742c	Rv2742c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%	0.0679	0.991421682238318	1265.15	877	1005	739	3592	865	114.48	105.73
Rv1680	Rv1680	hypothetical protein	hypoxia_late:11%	0.0705	0.999579393572722	1186.05	1543	1439	1333	495	1312	109.13	103.36
Rv0034	Rv0034	hypothetical protein	hypoxia_late:25%; ctl_stationary:11%	0.0945	0.999838662271361	1277.99	1075	874	1141	2082	1368	14.72	13.23
fabG3	Rv2002	20-beta-hydroxysteroid dehydrogenase	hypoxia_late:11%	0.0787	0.999888273525525	1186.18	1176	1067	1533	763	1480	62.12	58.4
cut5b	Rv3724B	cutinase cut5b	ctl_stationary:10%	0.0733	0.994868317242327	1286.56	914	999	969	3348	813	190.62	175.72
MT1821.1	MT1821.1	hypothetical protein	nutrient_limitation:12%	0.0718	0.999722470503963	1184.64	1396	1405	1313	587	1353	394.76	373.5
hemB	Rv0512	delta-aminolevulinic acid dehydratase	high_iron:13%	0.0655	0.999109314104297	1181.08	1406	1552	1441	537	1143	700.47	666.24
nuoL	Rv3156	NADH-quinone oxidoreductase subunit L	high_iron:17%; butyrate_plus_glucose:11%; INDIGO_exponential:10%	0.0665	0.989374537336628	1273.56	924	1064	931	3707	577	787.93	729.61
Rv1812c	Rv1812c	dehydrogenase	microaerophilic:14%; PBS_RIF_DDmtb:12%; ctl_stationary:12%	0.0727	0.999694527456214	1205.72	1519	1380	1446	576	1258	134.35	127.04
Rv3658c	Rv3658c	transmembrane protein	hypoxia_late:19%	0.0796	0.997846121180202	1285.2	978	936	955	3085	957	65.11	59.62
mutT3	Rv0413	8-oxo-dGTP diphosphatase	hypoxia_late:12%	0.0762	0.997577143309486	1269.67	973	911	903	3529	747	193.81	178.02
Rv3094c	Rv3094c	hypothetical protein	high_iron:17%; hypoxia_late:12%; INDIGO_exponential:10%	0.0829	0.999948975032013	1202.57	1293	1171	1477	682	1495	17.23	16.09
MT3058.2	MT3058.2	hypothetical protein	hypoxia_late:40%	0.0801	0.999859933020385	1217.74	1308	1267	1153	836	1588	90.15	84.6
Rv2326c	Rv2326c	ABC transporter ATP-binding protein	microaerophilic:9%	0.0759	0.996972906833037	1282.86	1038	1043	989	3376	626	480.71	442.47
Rv0528	Rv0528	transmembrane protein	high_iron:13%; hypoxia_late:10%	0.0598	0.997588383251795	1206.24	1318	1644	1425	601	1193	384.85	367.35
Rv3815c	Rv3815c	acyltransferase	hypoxia_late:10%	0.0688	0.990477846825515	1300.78	869	1092	975	3487	758	229.34	212.07
Rv2184c	Rv2184c	hypothetical protein	microaerophilic:9%	0.0755	0.997469752945451	1277.23	1004	975	912	3601	654	189.61	174.2
espJ	Rv3878	ESX-1 secretion-associated protein EspJ	tyloxopol:8%	0.0582	0.997901177305149	1206.14	1341	1631	1373	599	1233	409.71	391.6
Rv2022c	Rv2022c	hypothetical protein	hypoxia_fatty_acids:13%; human_sputum:12%	0.0735	0.999839659800668	1206.08	1383	1362	1290	647	1459	58.73	55.4
Rv3735	Rv3735	hypothetical protein	hypoxia_fatty_acids:10%	0.0716	0.995233085728794	1301.78	890	984	928	3446	902	177.4	163.45
PE24	Rv2408	PE family protein PE24	hypoxia_late:18%	0.081	0.998455419935417	1307.98	970	931	971	3162	1010	68.09	62.08
Rv3468c	Rv3468c	dTDP-glucose 4,6-dehydratase	hypoxia_late:23%; ctl_stationary:11%	0.0753	0.999857925100077	1210.57	1387	1423	1375	556	1470	24.27	22.9
glmS	Rv3436c	glucosamine--fructose-6-phosphate aminotransferase	zinc_limitation:14%	0.0666	0.999609932016447	1190.86	1415	1403	1433	577	1267	128.98	122.39
dxs1	Rv2682c	1-deoxy-D-xylulose 5-phosphate synthase	high_iron:7%	0.0633	0.999235707573263	1204.05	1435	1604	1427	559	1166	324.65	309.2
iunH	Rv3393	nucleoside hydrolase	hypoxia_late:19%	0.0721	0.995521722044238	1307.11	875	968	914	3280	1061	48.95	44.93
vapB22	Rv2830c	antitoxin VapB22	microaerophilic:20%; acidic:11%; ctl_stationary:10%	0.0714	0.999826821780376	1207.27	1421	1272	1383	644	1429	331.72	313.22
typA	Rv1165	GTP-binding translation elongation factor	microaerophilic:16%; PBS_RIF_DDmtb:11%	0.0756	0.997450465753222	1299.91	996	1009	1029	3319	743	154.37	141.98
fadD35	Rv2505c	fatty-acid--CoA ligase FadD35	hypoxia_late:16%; ctl_stationary:14%	0.0705	0.993634480845365	1317.14	873	1052	965	3071	1089	20.3	18.65
MT2510	MT2510	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:15%	0.1246	0.999998850624217	1252.67	1483	716	1084	1516	1587	6.99	5.97
Rv0543c	Rv0543c	hypothetical protein	high_iron:9%	0.0703	0.994799118948682	1306.91	907	1011	1014	3556	749	661.4	610.3
mce4B	Rv3498c	Mce family protein Mce4B	tyloxopol:8%	0.0608	0.998895182152015	1210.59	1331	1530	1391	594	1347	154.6	147.37
Rv1116A	Rv1116A	conserved hypothetical protein	acidic:10%	0.0871	0.999544922709176	1321.11	1097	920	979	2862	1122	88.24	80.26
Rv1134	Rv1134	hypothetical protein	hypoxia_late:49%; PBS_RIF_DDmtb:16%	0.129	0.999999082778322	1262.4	1173	909	1293	1616	1376	13.48	11.8
MT0568	MT0568	hypothetical protein	acidic_tyloxopol:10%	0.0679	0.993664263722116	1302.66	909	1034	1004	3588	706	548.67	507.27
fadD16	Rv0852	hypothetical protein	hypoxia_late:11%	0.079	0.998378848547725	1316.33	929	881	1036	3033	1155	39.76	36.24
PE_PGRS37	Rv2126c	PE-PGRS family protein PE_PGRS37	hypoxia_late:35%	0.0725	0.999801063810016	1219.81	1330	1382	1435	619	1461	51.24	48.45
lprM	Rv1970	Mce family lipoprotein LprM	hypoxia_late:31%; ctl_stationary:12%	0.0818	0.999937936815837	1229.4	1342	1303	1371	719	1501	9.12	8.5
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	0.0786	0.999281669857491	1288.19	1049	845	1016	3305	820	204.44	187.38
dapF	Rv2726c	diaminopimelate epimerase	microaerophilic:11%	0.0597	0.998859171652916	1212.65	1358	1555	1381	612	1291	337.59	322.09
MT0540	MT0540	hypothetical protein	human_sputum:18%	0.0758	0.999902686865094	1218.67	1367	1309	1269	695	1553	168.13	158.55
mbtN	Rv1346	acyl-ACP dehydrogenase MbtN	low_iron:33%	0.0653	0.992845154687761	1305.38	894	1040	868	3636	826	105.13	97.3
Rv0176	Rv0176	Mce associated transmembrane protein	high_iron:11%	0.0629	0.9994031619365	1212.98	1464	1596	1431	566	1177	508.38	484.37
mpg	Rv1688	3-methyladenine DNA glycosylase	hypoxia_late:44%	0.0855	0.999363894487998	1339.07	1052	978	1071	2609	1257	20.07	18.18
Rv2687c	Rv2687c	antibiotic ABC transporter permease	PBS_RIF_DDmtb:14%; ctl_stationary:10%	0.0744	0.999889208188747	1219.65	1349	1305	1236	753	1534	31.62	29.7
Rv0571c	Rv0571c	hypothetical protein	ctl_stationary:21%; hypoxia_late:15%	0.0767	0.998456986003931	1315.77	1042	1013	952	3068	962	34.91	32
Rv1895	Rv1895	zinc-binding alcohol dehydrogenase	hypoxia_fatty_acids:15%; ctl_stationary:13%; PBS_RIF_DDmtb:11%	0.0753	0.999924654167029	1215.84	1242	1138	1537	759	1491	34.03	32.04
Rv0224c	Rv0224c	methyltransferase	hypoxia_late:13%	0.0763	0.998600530605978	1314.7	1015	944	948	3089	1046	48.68	44.65
vapB25	Rv0277A	hypothetical protein	tyloxopol:11%; butyrate_plus_glucose:10%	0.0642	0.999653038032975	1210.86	1413	1431	1437	600	1308	1047.96	996.16
Rv0615	Rv0615	integral membrane protein	ctl_stationary:11%	0.0606	0.998994286665136	1228.54	1334	1589	1283	632	1437	371.39	354.38
Rv2689c	Rv2689c	hypothetical protein	PBS_RIF_DDmtb:20%; hypoxia_late:19%; ctl_stationary:11%	0.0658	0.994366932991661	1314.85	896	1010	872	3362	1029	44.8	41.39
MT1170	MT1170	hypothetical protein	PBS_RIF_DDmtb:29%; hypoxia_late:20%	0.0885	0.999813793322691	1326.52	1204	934	1066	2398	1241	23.11	20.93
Rv1054	Rv1054	integrase	ctl_stationary:10%	0.0714	0.999863620729037	1224.57	1371	1365	1386	666	1441	148.54	140.46
mak	Rv0127	maltokinase	zinc_limitation:8%	0.0585	0.998862546532508	1227.22	1355	1574	1406	618	1319	173.76	165.94
Rv3786c	Rv3786c	hypothetical protein	hypoxia_late:15%	0.0688	0.995314561911305	1324.36	915	1031	960	3225	1013	43.69	40.3
cut3	Rv3451	cutinase	PBS_RIF_DDmtb:13%	0.067	0.99955127688051	1232.48	1313	1460	1348	677	1471	69.33	65.72
rpmG1	Rv2057c	50S ribosomal protein L33	human_sputum:44%; zinc_limitation:31%	0.1061	0.999964492484994	1351.37	1250	843	1113	2294	1456	26.48	23.48
Rv1002c	Rv1002c	dolichyl-phosphate-mannose--protein mannosyltransferase	hypoxia_late:10%	0.0699	0.999837631850946	1226.78	1426	1319	1463	651	1390	80.75	76.32
mutB	Rv1493	methylmalonyl-CoA mutase large subunit	microaerophilic:11%; hypoxia_late:11%	0.06	0.998805165108434	1234.21	1344	1641	1458	592	1294	101.92	97.27
Rv0762c	Rv0762c	hypothetical protein	microaerophilic:15%; ctl_stationary:10%; hypoxia_late:10%; hypoxia_fatty_acids:10%	0.0713	0.997069674457085	1323.08	945	969	935	3041	1175	46.45	42.74
Rv0345	Rv0345	hypothetical protein	butyrate_plus_glucose:10%	0.0718	0.999845874710833	1235.19	1384	1449	1514	562	1432	114.01	108.12
lpqT	Rv1016c	lipoprotein LpqT	INDIGO_exponential:10%	0.0713	0.999867319045154	1228.36	1363	1375	1569	616	1355	121.06	114.72
Rv2413c	Rv2413c	hypothetical protein	acidic_tyloxopol:11%	0.0657	0.999727169040107	1222.06	1338	1366	1512	649	1361	156.51	148.62
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	0.0642	0.999625624524543	1228.58	1520	1457	1399	603	1306	137.49	130.7
PE_PGRS22	Rv1091	PE-PGRS family protein PE_PGRS22	hypoxia_late:26%	0.0769	0.999958328973923	1227.82	1245	1143	1545	709	1614	112.73	106.14
hemK	Rv1300	release factor glutamine methyltransferase	PBS_RIF_DDmtb:14%	0.07	0.997576688138815	1317.18	1018	1017	1031	3473	709	430.08	397.33
Rv2609c	Rv2609c	membrane protein	hypoxia_late:10%	0.0637	0.992418342828822	1334.69	928	1128	1006	3577	734	278.81	258.74
Rv0457c	Rv0457c	peptidase	hypoxia_late:18%; human_sputum:11%; ctl_stationary:10%	0.072	0.9975175335459	1333.95	932	976	1017	3244	1024	26.23	24.03
Rv3294c	Rv3294c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.0781	0.99890987368555	1342.05	1057	1018	1109	2690	1128	32.18	29.48
Rv1700	Rv1700	NUDIX hydrolase	acidic:9%	0.0607	0.999066597593892	1242.88	1362	1617	1457	597	1336	270.68	258.32
MT3491.1	MT3491.1	hypothetical protein	INDIGO_exponential:17%	0.0843	0.999484499690513	1354	1036	973	1212	2468	1304	97.99	89.4
Rv2143	Rv2143	hypothetical protein	hypoxia_late:9%	0.0693	0.996589256611624	1332.06	961	1030	1039	3423	821	125.12	115.56
moaC2	Rv0864	cyclic pyranopterin monophosphate synthase accessory protein	microaerophilic:15%	0.0558	0.998312736099535	1236.45	1382	1676	1403	628	1238	890.95	852.98
MT1083.1	MT1083.1	hypothetical protein	human_sputum:25%	0.0729	0.999883653194042	1240.09	1433	1334	1486	660	1403	182.21	171.92
Rv0102	Rv0102	integral membrane protein	zinc_limitation:8%	0.0617	0.999510921058262	1231.06	1441	1582	1465	584	1243	172.4	164.36
Rv2799	Rv2799	membrane protein	butyrate:9%	0.0638	0.999515483118754	1237.72	1336	1501	1396	655	1418	169.8	161.44
glpD1	Rv2249c	glycerol-3-phosphate dehydrogenase	hypoxia_late:28%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	0.0698	0.999846067010208	1236.02	1437	1390	1454	622	1408	42.05	39.82
Rv1419	Rv1419	hypothetical protein	ctl_stationary:13%; human_sputum:10%	0.0683	0.999815764592794	1233.9	1467	1336	1442	640	1407	227.06	214.93
eccC4	Rv3447c	ESX-4 secretion system protein EccC4	hypoxia_late:39%; ctl_stationary:15%; PBS_RIF_DDmtb:14%	0.0735	0.997593695640255	1346.19	1017	1174	1250	2471	1039	5.62	5.11
PE10	Rv1089	PE family protein	hypoxia_late:39%; ctl_stationary:14%; PBS_RIF_DDmtb:10%	0.0943	0.999972750078987	1315.05	1260	708	1235	2231	1357	10.82	9.65
lppR	Rv2403c	lipoprotein LppR	hypoxia_late:9%	0.0643	0.99973234415133	1229.41	1400	1450	1394	627	1402	141.16	134.08
pknI	Rv2914c	serine/threonine-protein kinase PknI	hypoxia_late:18%; human_sputum:12%; ctl_stationary:11%	0.0678	0.999784275772568	1237.64	1447	1477	1416	613	1372	43.35	41.09
Rv2751	Rv2751	hypothetical protein	butyrate_plus_glucose:8%	0.0579	0.998913672615235	1246.12	1365	1640	1355	626	1386	154.59	147.75
Rv3695	Rv3695	membrane protein	hypoxia_late:10%	0.0711	0.999762116663773	1261.77	1668	1444	1376	608	1370	96.63	91.32
Rv3395A	Rv3395A	membrane protein	hypoxia_late:13%	0.068	0.999810583095698	1239.99	1410	1480	1527	563	1387	112.02	106.46
Rv2553c	Rv2553c	membrane protein	microaerophilic:37%	0.0635	0.999454586543981	1250.2	1633	1608	1452	569	1178	422.67	402.55
Rv1502	Rv1502	hypothetical protein	INDIGO_exponential:11%	0.0598	0.999167183300791	1246.54	1366	1592	1489	610	1324	229.2	218.84
Rv2491	Rv2491	hypothetical protein	hypoxia_late:29%; ctl_stationary:20%	0.0943	0.999983399296801	1303.77	1220	772	1194	1992	1493	6.52	5.78
cas6	Rv2824c	CRISPR-associated endoribonuclease Cas6	hypoxia_late:17%; PBS_RIF_DDmtb:11%	0.0765	0.999880265459351	1269.9	1631	1452	1471	560	1419	43.4	40.94
aroF	Rv2540c	chorismate synthase	microaerophilic:26%	0.0563	0.99885765529435	1247.1	1364	1591	1466	667	1270	538.8	515.34
Rv2506	Rv2506	TetR family transcriptional regulator	hypoxia_late:11%	0.0687	0.999851893582881	1244.36	1445	1417	1273	693	1499	64.48	61.05
MT1537	MT1537	hypothetical protein	human_sputum:11%	0.0763	0.999921300492699	1261.6	1506	1343	1496	643	1452	127.17	120.14
Rv3856c	Rv3856c	hypothetical protein	PBS_RIF_DDmtb:9%	0.0578	0.999126003919762	1248.21	1401	1642	1429	624	1290	286.83	274.2
vapC28	Rv0609	ribonuclease VapC28	tyloxopol:8%	0.0652	0.999765228446962	1242.75	1439	1486	1456	615	1356	275.4	261.95
cyp143	Rv1785c	cytochrome P450 Cyp143	acidic_tyloxopol:8%	0.0713	0.998142271083899	1344.92	1005	1020	1068	3174	943	73.59	67.87
nuoE	Rv3149	NADH-quinone oxidoreductase subunit E	high_iron:15%; butyrate_plus_glucose:12%	0.0536	0.998340156028948	1247.79	1427	1716	1315	665	1251	633.86	607.75
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	0.0821	0.999976713887717	1253.28	1392	1061	1387	896	1596	67.7	63.14
vapB32	Rv1113	antitoxin VapB32	hypoxia_late:20%	0.0811	0.99995740109131	1270.43	1504	1209	1484	738	1519	139.41	130.43
PEP0073	PEP0073	Small peptide in vicinity of Rv0190	acidic_tyloxopol:12%; hypoxia_fatty_acids:10%	0.0704	0.999883622856188	1247.6	1405	1420	1377	634	1533	350.08	331.84
Rv0518	Rv0518	hypothetical protein	tyloxopol:10%	0.0684	0.999857089994714	1243.39	1369	1377	1400	689	1485	80.41	76.06
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	0.0639	0.999714619988968	1246.25	1460	1566	1417	586	1360	220.77	210.19
whiB5	Rv0022c	transcriptional regulator WhiB5	hypoxia_late:32%; ctl_stationary:18%; PBS_RIF_DDmtb:16%	0.0927	0.999974919318597	1321.08	1167	862	1154	2018	1546	9.07	8.08
Rv0228	Rv0228	acyltransferase	hypoxia_late:16%	0.0573	0.998995699587487	1255.61	1375	1653	1341	639	1409	106.77	102.07
PE16	Rv1430	PE family protein PE16	hypoxia_late:12%; ctl_stationary:11%	0.0719	0.998647936997231	1343.52	1019	988	1001	3352	923	57.86	53.21
MT3014	MT3014	hypothetical protein	hypoxia_late:13%; hypoxia_rar:10%	0.0738	0.998684401930432	1365.46	1014	1012	1263	2557	1225	143.33	132.26
Rv1581c	Rv1581c	phage protein	hypoxia_late:15%; ctl_stationary:10%	0.0775	0.999328065855603	1368.11	1103	1001	1063	2638	1305	31.57	28.86
PE_PGRS27	Rv1450c	PE-PGRS family protein PE_PGRS27	hypoxia_late:51%	0.0724	0.99995148717056	1245.09	1274	1178	1564	783	1512	19.78	18.59
Rv2459	Rv2459	MFS-type transporter	acidic_tyloxopol:8%	0.0577	0.99909794497515	1263.05	1414	1685	1444	606	1327	136.15	130.2
Rv0373c	Rv0373c	carbon monoxyde dehydrogenase large subunit	hypoxia_late:32%; ctl_stationary:13%	0.0686	0.999870703538597	1253.27	1359	1404	1428	672	1518	12.26	11.55
Rv3453	Rv3453	conserved membrane protein	PBS_RIF_DDmtb:30%; hypoxia_late:14%	0.0943	0.999992764273021	1303.6	1526	1004	1342	1013	1707	15.51	14.14
Rv1152	Rv1152	transcriptional regulator	hypoxia_fatty_acids:17%	0.0587	0.999266625419982	1263.93	1348	1603	1343	679	1467	263.48	251.64
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	0.0728	0.999937363174027	1257.3	1404	1357	1278	735	1610	47.61	44.92
Rv2688c	Rv2688c	antibiotic ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%; ctl_stationary:10%	0.0681	0.999862031091614	1254.09	1340	1401	1603	609	1468	52.45	49.82
Rv0797	Rv0797	insertion sequence element IS1547 transposase	hypoxia_late:17%; ctl_stationary:10%	0.0617	0.999466799616507	1266.76	1350	1599	1307	688	1509	43.11	41.07
Rv1930c	Rv1930c	hypothetical protein	hypoxia_late:52%	0.0842	0.999884365886791	1350.84	1134	895	1083	2346	1508	10.89	9.78
glpK	Rv3696c	glycerol kinase	hypoxia_late:10%	0.0625	0.999724546988125	1258.34	1425	1543	1524	611	1338	100.96	96.19
cobO	Rv2849c	cob(I)alamin adenosyltransferase	microaerophilic:19%	0.0695	0.998578366389144	1354.3	1092	1082	1003	3433	773	256.57	237.2
mpr5	Rvnc0007	fragment of putative small regulatory RNA	hypoxia_late:19%	0.081	0.999711198308822	1380.35	1067	926	1267	2494	1379	88.24	80.73
rpmB1	Rv0105c	50S ribosomal protein L28	hypoxia_late:44%; ctl_stationary:14%	0.1201	0.999998808096563	1350.09	1732	949	1182	1348	1616	2.62	2.15
vapC12	Rv1720c	ribonuclease VapC12	hypoxia_late:21%; ctl_stationary:10%	0.087	0.999903669296289	1369.79	1147	945	1210	2381	1359	25.99	23.6
PE_PGRS33	Rv1818c	PE-PGRS family protein PE_PGRS33	microaerophilic:28%; hypoxia_late:12%	0.0721	0.99935613891097	1348.07	1088	951	1054	3366	857	167.81	154.39
echA13	Rv1935c	enoyl-CoA hydratase EchA13	hypoxia_late:33%; ctl_stationary:12%	0.0845	0.999975726385019	1299.55	1567	1271	1470	724	1581	9.83	9.13
metA	Rv3341	homoserine O-acetyltransferase	acidic_tyloxopol:22%; microaerophilic:11%	0.0653	0.99979757652649	1264.43	1527	1434	1426	661	1397	98.16	93.2
Rv0765c	Rv0765c	oxidoreductase	hypoxia_fatty_acids:19%; microaerophilic:19%; ctl_stationary:12%; hypoxia_late:11%	0.0695	0.998592962460286	1364.74	1006	996	999	3125	1151	37.33	34.35
MT1571	MT1571	hypothetical protein	hypoxia_late:14%; ctl_stationary:14%	0.0974	0.999996029938572	1325.96	1191	593	1345	2061	1692	14.41	12.82
PE6	Rv0335c	PE family protein PE6	hypoxia_late:25%	0.0719	0.999131274413771	1369.02	1050	985	1010	3099	1140	67.23	61.86
Rv3472	Rv3472	hypothetical protein	hypoxia_late:14%	0.0817	0.999843876460903	1374.27	1166	887	1185	2637	1271	29.5	26.84
MT1096.2	MT1096.2	hypothetical protein	hypoxia_late:55%; ctl_stationary:17%	0.1447	0.999999494215209	1405.22	1651	903	1323	1297	1968	3.68	2.85
pirG	Rv3810	cell surface protein	tyloxopol:13%	0.0592	0.999615288149693	1265.16	1540	1544	1493	648	1240	1190.8	1136.87
Rv2532c	Rv2532c	hypothetical protein	low_iron:9%	0.0646	0.999770068262094	1272.15	1517	1590	1445	591	1383	232.18	221.06
glnA3	Rv1878	glutamine synthetase GlnA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	0.0631	0.999813318440835	1264.15	1450	1526	1420	633	1428	54.05	51.45
Rv2908c	Rv2908c	hypothetical protein	acidic:13%; ctl_exponential:10%	0.0659	0.999878689282225	1260.64	1329	1332	1499	743	1490	421.82	399.97
PPE23	Rv1706c	PPE family protein PPE23	hypoxia_late:24%; human_sputum:11%	0.0639	0.995983470683583	1387.39	974	1156	1030	2997	1169	24.26	22.43
MT2367	MT2367	hypothetical protein	acidic_tyloxopol:9%	0.0725	0.999321740016907	1376.93	1093	991	1049	2889	1215	68.33	62.91
pepE	Rv2089c	dipeptidase PepE	hypoxia_late:31%; ctl_stationary:11%	0.0671	0.997976130024946	1371.88	1045	1083	1013	2826	1223	14.86	13.67
